index,text,quality,difficulty,prof_name
2621,"Lots of quizzes, 10 responses, 3 exams. The videos that you have to watch before the quizzes are annoying, its like the professor tried to do an ASMR at the same time he's reading. He also reads so slooooow.",3.0,3.0,Andy Troup
2622,"Best online class I've taken at CSUB. He is so understanding about late work. ENROLL in his classes, you WON'T be sorry people.",5.0,4.0,Andy Troup
2623,"Awesome Professor! Highly recommend him! The course was super straight forward and he genuinely wants you to pass the class! He also responds to emails very well! The course consist of weekly work so as long as you do it you should get an A! BUT Just don't get lazy! I've heard people stress about the course bc of the work, but I promise its easy.",5.0,2.0,Andy Troup
2624,Dr Andy Troup is a fantastic professor. He knows what he is talking about and is very understanding about life situations. He genuinely cares about his student. I have personally taken three course by him. Hoping to take more next semester.,5.0,3.0,Andy Troup
2625,Dr. Troup is one of the best professors at CSUB! Super understanding! He bases off grades on 3 exams which he allows you to use a 4x6 notecard for. Gives graded exams back in about a week. Makes asking questions in class easy and is reachable outside of class which in all honesty you won't need because his lectures are easy to understand.,5.0,3.0,Andy Troup
2626,Great in Chaucer. I suggest he leave 500. Very nice teacher! Dr Troup always willing to help.,4.5,3.0,Andy Troup
2627,Took Chaucer... Fun! Nice teacher... Learmed a lot,3.5,2.0,Andy Troup
2628,"Dr. T is great, but not in Eng 500! I took it in 2015- he sits by while Gavin teaches most of the class. Problem is that she talks way too fast, is unstable, gives her QUIC ""talk"" and then sits down and chats w/Dr T. I got a B but I would have recd an A if class had MORE clarity. Most students cheat and use old papers- puts HONEST AT DISADVANTAGE.",1.0,5.0,Andy Troup
2629,"very friendly professor, easy class and learned a lot",4.0,2.0,Andy Troup
2630,"Dr. Troup is very nice, but I get the feeling he is a little too comfortable. The class consisted of discussion and group work. There were no lectures or new insights into the material--it felt like he was just phoning it in. A very nice man, but not the most enthusiastic prof I've ever had. I expected to be challenged a bit more in a grad class.",4.5,1.0,Andy Troup
2631,"Awesome Professor! One of the best in the English dept.!  Dr. Troup's class is easy but you learn a lot. Made old Medieval texts fun, and was very understanding and personable.  Definitely recommend!!",5.0,2.0,Andy Troup
2632,Great. I would happily take another of his classes.,5.0,2.0,Andy Troup
2633,So good to see there are professors that living and teaching as though they too live in the real world! ;),5.0,1.0,Andy Troup
2634,"Great professor, knows his stuff and is fairly easy. In bible as lit the tests were mostly fill in the blank with a take home essay. I found it to be really helpful and I learned a lot.",4.5,1.0,Andy Troup
2635,Dr. Troup made linguistics seem easy and he always was there for us when we had questions or needed clarification. He lays it all out and that makes for an easy A if you just put forth the effort and show up! :D Best English professor I;ve ever had!!,5.0,1.0,Andy Troup
2636,he is a wonderful professor. he explains everything very clearly.  he the best professor! :),5.0,1.0,Andy Troup
2637,"dr. troup is so helpful. he gives a practice test before every exam so it relieves test anxiety, especially on the subject of linguistics and syntax! he is awesome. he makes a difficult subject easy to follow! He rocks my socks",5.0,1.0,Andy Troup
2638,"His exams are super easy because he lays everything out before hand and as long as you keep good notes, you're golden. Excellent teacher and easy to follow along in his class.",4.5,1.0,Andy Troup
2639,I learned a lot in this class.,5.0,4.0,Dan Lapenta
2640,He as well as his class were duller than dull.  Why did I take this class?,1.0,3.0,Dan Lapenta
2641,He's such a sweet and funny guy. Sure he can be a little vague at times but he's still a good teacher to have especially your first year.,3.5,3.0,Dan Lapenta
2642,...a hack with tenure...his resume is as unimpressive as his stature.,3.0,3.0,Dan Lapenta
2643,not a morning person but knows his subjects.  also a great advice and a generally nice guy,4.0,2.0,Dan Lapenta
2644,No Comments,1.5,2.0,Dan Lapenta
2645,"most of what i remember about my theatre studies, i learned from dan... and what a great advisor he was",5.0,4.0,Dan Lapenta
2646,"Sat there like a rock, no advice, lowered grades for disagreeing with his interp",1.0,3.0,Dan Lapenta
2647,words can't describe,4.5,2.0,Dan Lapenta
2648,Dr. Pratt made stats very clear in his lectures. He kept a dry subject interesting. I would certainly recommend him as a stats professor. He also tells a lot of jokes!,5.0,4.0,Phil Pratt
2649,A great kind old man! He always cares how your study is going in order to give you some help and advice.,5.0,1.0,Phil Pratt
2650,No Comments,3.0,3.0,Phil Pratt
2651,Good jokes and a very worth while class to attend. I have really enjoyed learning about how to interpret research.,5.0,3.0,Phil Pratt
2652,"Great professor, class was a tad boring however",5.0,1.0,John Maddaus
2653,"Easy A+, kind of boring, but if you participate the class times go by fast!",3.5,1.0,John Maddaus
2654,"Very smart and dedicated professor, lectures are just long and boring. No exams or quizzes. Easy grader.",2.5,1.0,John Maddaus
2655,Worst professor at umaine. he is so boring and he does not care about you if you have a different opinion than his. very self centered and immature. do not take any classes with him. ,1.0,2.0,John Maddaus
2656,"while his grading was not hard, he liked to talk. Felt like anyone with an opinion or experience different than his was blown off.",1.5,1.0,John Maddaus
2657,Worst professor ever (undergraduate or graduate)!,1.0,3.0,John Maddaus
2658,Not very helpful & unorganized.  Doesn't respond to emails or give clear answers to questions.,2.0,3.0,John Maddaus
2659,likes to talk,2.5,1.0,John Maddaus
2660,He'll put you to sleep. Easy A bc you correct your papers as many times to get a better grade. Class is not worth going to.,1.5,4.0,John Maddaus
2661,"Boring Class with a tendency to drag on and on and on, but not hard as far as work goes",2.0,1.0,John Maddaus
2662,"Strange to talk to, but helpful and friendly.",4.5,1.0,John Maddaus
2663,Very boring to listen to.  But an easy A.,4.0,1.0,John Maddaus
2664,"Pre-recorded lecture modules that aren't edited, could really use a public speaking course (lots of filler words (uh, so, um), audibly sucks his teeth), refers to himself in the third person. Expects a huge time investment every week. Obviously knows his stuff, but miserable in a distance learning environment.",3.0,3.0,Chuck Keating
2665,"A LOT of work and prep. Weekly readings and video lectures to watch, as well as a graded assignment, on top of a case study ""midterm"" and course project ""final"". He grades fairly in my opinion, but I also put a lot of effort into the course. Nice guy, knowledgeable and passionate about systems. Gives help if needed. An A is possible.",5.0,3.0,Chuck Keating
2666,"This course made me realize life is a ""System"" and as all systems, it has its own purpose. This course simplified the world for me and led me to focus on the solutions. I recommend this course not only to Engineering students but to everyone. It may require a lot of preparation but that's the only way to learn. Enlightening course, two thumbs up!",5.0,3.0,Chuck Keating
2667,"For a 3 credit hour course the expected workload is borderline ridiculous, even for a graduate course. No textbook and readings are largely busy work providing little clarification or insight on lectures. Great topic but incredibly disappointing course - averaged 25 hours per week on the course and can't say I'm that much more knowledgeable.",2.0,4.0,Chuck Keating
2668,Challenging course due to the heavy workload.  Grading was  generous as I suspect everyone got a B who turned in all of their assignments on time and followed his instructions.  Content was interesting but I did not care for the video lectures.  Assignments were long for this department but plenty of guidance was provided.,4.5,2.0,Chuck Keating
2669,"An excellent Professor, one of the best.  He has obviously put a lot of work into this course, which is really a rigorous exercise in critical thinking.  Only complaint is he is very late with grading.  I think half of my assignments went ungraded, and never got any feedback on the final project (only a letter grade)",5.0,5.0,Chuck Keating
2670,"Considerable amount of reading and viewing of taped modules. Students must write reviews of each reading and each taped modules even when the material is repetitive. I was disappointed at not getting more ""hands on"" systems analysis class instead of more theory.",4.0,3.0,Chuck Keating
2671,VERY tough & demanding course. Professor is very nice & experienced w/lots of valuable material. No book but LOTS of reading. Out-of-class modules (video-taped lecture) make it more like a 4-5 cr/hr class. No tests but case studies & project are VERY hard. Spend most of my energy worrying about meeting his high expectations rather than learning.,3.5,5.0,Chuck Keating
2672,If you want to understand how to holistically approach complex systems problems this is the course for you.  Excellent teacher with significant experience!,5.0,4.0,Chuck Keating
2673,"A good teacher, though very demanding but helpful and very knowledeable with high integrity.",5.0,4.0,Chuck Keating
2674,"very demanding, learn alot",4.5,5.0,Chuck Keating
2675,"Great professor who wants you to do well. A little difficult to understand (heavy accent) but not too difficult. MAE 441 is a very difficult class to teach, so there were some issues (mostly because there were 2 TAs, one who lectured and another who graded, and they weren't on the same page). Very useful course material, and I Dr. Hou is awesome.",4.0,4.0,Gene Hou
2676,"He was great, TA was an ass though. I really enjoyed the class overall. Dr. Hou is hilarious.",5.0,3.0,Gene Hou
2677,"Somewhat disorganized lab session. The class was scheduled for Tuesday and Thursday, but there were no Thursday lectures at all. Professor is funny and helpful.",5.0,3.0,Gene Hou
2678,"This class was basically taught by the TA, Nick who was absolutely amazing. He even came in on a Sunday to help me. The lectures are pointless (no attendance), you learn everything in the lab.  The software we used is extremely outdated, but its not hard and they grade overly nicely (do NOT forget units)! Dr. Hou has a heavy accent, but he is nice.",3.5,2.0,Gene Hou
2679,I'm not sure how text book use and easiness are good metrics of teacher quality but I give Dr. Hou excellent ratings.  The subject matter he teaches it difficult to understand by itself for most people but he is always willing to help.,5.0,1.0,Gene Hou
2680,Very helpful and kind; easy to get ahold of outside of class; will even come in on a saturday to help you out.  Does expect good work but is willing to help you to get there.  Great person and helpful teacher.,4.5,4.0,Gene Hou
2681,This teacher sucks. Favours a few students and perception is everything for him. You need to be in his good books or you are done for. And the way to find favors with him his to do a lot of work for him. Hard work and results don't matter.,1.0,4.0,Gene Hou
2682,"I graduated in 2012, and can say that his class was the most impactful course that I took at West Chester. The lessons that I learned from him have been very valuable throughout my career. Highly recommend him.",5.0,4.0,Paul Arsenault
2683,Awful. Big ego. Stay away. Take Wang or Gualt.,1.0,3.0,Paul Arsenault
2684,"One of the only professors who truly challenged me enough where I came away having learned something valuable. His class is hard, and work mounts up quickly if you don't stay on top of it. You cannot slack off for one minute in this class. But the man is amazing at what he does. Fantastic professor. I learned more than I have from any other class.",5.0,4.0,Paul Arsenault
2685,"The kids complaining on here need to set the bar higher for themselves. Paul's one of the best profs I've ever had. He actually prepares you for the real world. He'challenging, but gives you the resources to succeed. It's easy to earn an A if you actually put in the work. He's a great mentor- don't take him for granted. You'll learn so much.",5.0,4.0,Paul Arsenault
2686,"Graded only on weekly group-written business case papers, and a few individual. The papers need to be re-written if they are not done correctly. Once you know what he is looking for you will be fine. His lectures prep you for each case- hinting at what is important. Learned SO MUCH from this brilliant man! Take him for this class!!!",5.0,4.0,Paul Arsenault
2687,"Is not clear about what is assigned until it is already due, and then you receive 30% even though you did it to your best ability. Is never at office hours, says to buy the book but literally never touches it, does not test on material. Tests are based on implications and theories he vaguely and dryly touches on in class weeks before. DO NOT TAKE.",1.0,5.0,Paul Arsenault
2688,"Very tough class. He is hard to pay attention too, doesn't take attendance often. Is very vague with little direction on the assignments he gives you. He is never in his office hours and does not have the best bed side manor when asking questions. I suggest taking a teacher that is more attentive to your needs this course.",2.0,4.0,Paul Arsenault
2689,"Toughest class ive taken at WCU because all homework no matter how well done it is is ripped apart and most of the class recieves lower than 60 on every homework, doesnt go to his office hours, not helpful, does not explain how to do projects before they are due",1.0,5.0,Paul Arsenault
2690,"Arsenault is a challenging professor and his case studies are time intensive. You must read the cases multiple times in order to truly write a good case. The cases are hard but you will learn. Best professor in the marketing department, in my opinion. We need more like him.",4.0,5.0,Paul Arsenault
2691,"Hated Paul for the first couple of weeks I had him in class, know thats completely different.  Paul is a highly knowledgeable man and sincerely teaches you lessons that you cannot learn anywhere else.  The cases in 425 are a pain and are stressful, but the amount you learn from redoing them is worth the time spent.  Paul will help you, he is a great",3.5,3.0,Paul Arsenault
2692,"AWESOME PROFESSOR. His lectures will tend to go all over the place and he gets off topic easily, but at the end of the day, you will truly learn valuable lessons that not many teachers can accomplish. The cases are time consuming but you will remember them.  Get to know him on personal level and he'll love you. Definitely recommend taking him.",4.5,2.0,Paul Arsenault
2693,"Funny, nice guy. Not very clear at all. His lectures are kind of all over the place. Office hours will help you",3.0,3.0,Paul Arsenault
2694,Nice Prof but TERRIBLE TEACHER AND VERY BORING! He can talk on and on about nothing for hours and he does. He has a big ego so pretend he is smart and interesting if you want a better grade. Try not to take him for both 425 and 440 if you can. Especially stay away from his MKT425 class.,1.0,3.0,Paul Arsenault
2695,"Hard professor. Makes you think twice, but worth the extra hour or two you spend per week on his cases. Cases (papers) are due every week. Work together with lots of others and they seem less daunting. PS go to office hours he'll love you.",3.0,4.0,Paul Arsenault
2696,Took him for 425 & 400. In 425 he's a nightmare and in 440 he's great. the weekly papers are incredibly time consuming...4-5 hours per week. Would net recommend taking him for 425.,1.0,3.0,Paul Arsenault
2697,"Very time consuming class.. Have a group paper due everyweek on Harvard Business Cases, have to re-do every week until it is perfect. I reccommend not taking it with MKT 440 at the same time.. quoted from the syllabus ""you do not have a life outside of this class"".... true statement right there. However, he means well and is very helpful.",3.0,4.0,Paul Arsenault
2698,"After reading his syllabus and having the first class he comes off as a hard professor. He is definitely not. Great teacher who makes the class very interesting. He is very experienced and knows his stuff. All the guy requires is effort. If you get involved and try, you'll have no problem getting an A. anyone scoring him low is just lazy.",5.0,3.0,Paul Arsenault
2699,"Did not use a textboook. But required you to read ""Buying-in"". I found it challenging to take him for two classes in one semester. Expecially since both classes required reading books. (not that reading is hard, just time consuming). This class is not a hard class, and he does his best to make it interesting. Funny and nice guy. GO TO CLASS!",3.5,3.0,Paul Arsenault
2700,"Nice guy who means well, but his teaching techniques for this class are not the best. Every week we took an online quiz which covered material we were to have read on our own. The day AFTR the quiz was taken we would cover the material in class..this doesn't make much sense to me. Also we never went over the quizes. Can be rude to students at times",2.0,4.0,Paul Arsenault
2701,"Can be unclear at times and crams in a lot of work. Does a lot of trial and error type assignments. Wants to see you do well, but wants to see you do it on your own. It's a 300 level course, there is no need to be baby fed the material. Treats you like an adult and prepares you for the job world. Anyone who hates on him is just being lazy",3.5,4.0,Paul Arsenault
2702,"Professor Flynn knows what he is talking about, but he goes too fast over the material. He also only shows 1 or 2 practice problems, and then puts difficult questions on the exam. Taking this class online is stressful because he will randomly call on you and make you feel like and idiot for something you are just learning about. Very difficult.",2.0,5.0,Kevin Flynn
2703,"I didn't like how he pressured participation. If you go to class and take the notes and follow the practice problems, things make sense. But you do two tax returns and he doesn't at all teach you how what you're learning applies, you just 'read the IRS instructions'. The practice problems also don't help fully with tests, unfamiliar wording/format.",2.0,4.0,Kevin Flynn
2704,"I honestly dont know how he is a professor. If you ask for help and you arent doing well in his class, he wont help. I went to his office hours and all I got was try harder and maybe youll pass. I spent hours upon hours for his class. Dont bother with studying the homework problems for exams. Find CPA exam questions instead to prepare.",1.0,4.0,Kevin Flynn
2705,"Dr. Flynn is an excellent professor. Hard classes but very possible to get a good grade. He challenges students to learn, and prepares them for the real world. My advice for doing well in his tax classes - Don't be afraid of asking questions. Embrace the challenge of tax. I've seen too many people in his classes fail due to fear of looking dumb.",5.0,4.0,Kevin Flynn
2706,"Flynn gets a bad rep from his difficult tax 1 class but non profit is way different! it is not easy by any means but very manageable. Expects you to read the text and do the homework before class. Flynn isn't easy but he wants everyone to learn and do well after school, not just pass the class. Do the work and study and you will be fine.",5.0,3.0,Kevin Flynn
2707,"Flynn is a different professor when he teaches Not-For-Profit. He is very clear and srtaightforward, but he does pick on people for not doing the reading or homework. For ACC407, he doesn't post the homework answers online, so you need to come to is office or, better yet, class to get the solution.",5.0,4.0,Kevin Flynn
2708,"Dr. Flynn is a great professor. I have learned more in his tax classes than I have in any of my other courses at WCU. If you want to do well, prioritize it put in the work. The students who have negative things to say are generally the students who don't put the work in. Go to class, do your homework and study. It's easy to receive an A doing that",5.0,4.0,Kevin Flynn
2709,"Dr. Flynn is a great professor and structures his class to prepare you to be competitive in the real world. If you have any interest in the tax field, this class will help you determine if that interest is legitimate. To pass this class you must put the time in. The exams are tough. Complete the CPA review questions at the end of each chapter!",5.0,4.0,Kevin Flynn
2710,"Some people will say ""You're taking tax with him? Get ready to dedicate your entire semester to tax."" They're not wrong. Teaches the material quickly with little room for questions. Tests are impossible to pass without extra credit. Need to put a few hours a day into it. To anyone taking the class, prioritize this over everything else in life.",1.0,5.0,Kevin Flynn
2711,"Dr. Flynn's class is very challenging, but you do some serious learning! He can be sarcastic and standoffish, but if you show up, participate, and respond positively to him, Dr. Flynn isn't so bad. Do the problems and review the lectures for at least a week or two before the tests. Look online for IRS instructions for the tax returns!",4.0,5.0,Kevin Flynn
2712,Flynn is a ball buster if you do not put the work in but if you do what is expected of you. You earn the grade you deserve. It is a tough course and Flynn doesnt cut much slack but I learned more in that class than any class ever. & I would take him again. Its not as bad as everyone says.,5.0,5.0,Kevin Flynn
2713,"Have to teach yourself, exams and tax returns are impossible",2.0,5.0,Kevin Flynn
2714,"Flynn has a reputation for being a difficult professor, mostly due to the material. He can be hard on students that aren't prepared for class, but he is an excellent teacher if you put the work in. When preparing for exams, study the material as if it isn't an open book test. If you put in some time to study, the course is very manageable.",5.0,4.0,Kevin Flynn
2715,"This class has a reputation as being the hardest class in the accounting department at West Chester, and it lived up to it's reputation tax is just a hard topic anyway but he won't make it any easier. He will make you learn and the tests are open book, but the assignments are very difficult. He will make you feel like an idiot if you ask question",3.0,5.0,Kevin Flynn
2716,"Tax I was easily the hardest class I've ever taken, but it's also the class I learned the most as an accounting major. Read and do problems before class, go to class, and redo problems as many times as you can before exams to drill the concepts into your head. Spend majority of exam time on the MC because they can really hurt you if a lot are wrong",5.0,4.0,Kevin Flynn
2717,"Don't take this guy by any means. If you ask a question, he'll make you feel stupid, goes through material very quickly and doesn't explain things if you get it wrong. Pretty much had to get a tutor and teach myself all of Tax I",1.0,5.0,Kevin Flynn
2718,"Greatest bang for your buck in terms of not only knowledge but how you go about learning itself. The class is not subject to grade inflation like some others, therefore you are going to need to work hard for your grade. It may not seem apparent at times, but he cares about his students and is preparing you for your career. No sloppy work!",5.0,5.0,Kevin Flynn
2719,"This class is difficult but you will learn a lot for your degree. Flynn can be rough but it's the best money I've spent to actually learn. Study his lecture notes, get to know a classmate well and work on tax assignments early. Homework adds extra points to exams. Withdraw on the last day and retake it for an easier time if you can.",4.0,4.0,Kevin Flynn
2720,"Don't believe the rumors, Dr. Flynn is one of the best professors I have ever had. The material, in general, is tough so it is a class that you have to work for in order to get the grade you desire. But, if you are actually interested in learning Tax, Prof. Flynn is the professor to take.",5.0,4.0,Kevin Flynn
2721,Tough grader but you learn a lot. LOOK ONLINE FOR TAX RETURN ASSIGNMENTS!!!!!!,3.0,3.0,Kevin Flynn
2722,You have to take notes to be able to do the study guide and test. She would get off topic a lot though and that bothered me a lot because I would be confused about what she's trying to say or I would just end up distracting myself. If you study the guide you'll get an A.,4.0,2.0,Susan Oldfather
2723,"Ms. Oldfather is very thorough and knowledgeable when it comes to lectures. Abit monotone a times and if you don't have the patience it can drag on, and there's barely any homework if at all. Anything that falls on her tests is covered in her lectures and if u take good notes you don't even need the book, I didn't use it and still got an A.",4.0,3.0,Susan Oldfather
2724,The best teacher dont listen to all those bad comments. I barley study and got an A super easy class,5.0,1.0,Susan Oldfather
2725,"Show up, take note and listen to her lecture and u will pass. Don't forget to do the essay, they are short and pretty simple. You don't have to read a lot from the book but you will need it to do the short essay. Her test are easy if you pay attend her lecture. She'll drop 1 lowest test grade.",5.0,2.0,Susan Oldfather
2726,"Really nice profesor, be sure to takes notes of everything she says if you want to get an A, you will get 20 extra credits in assigments.",5.0,3.0,Susan Oldfather
2727,If you want a class that is slow motion and not much going on this class if for you. Took her last spring. Her class was very tedious. Test are kind of hard and book must be used. Good luck!,1.0,5.0,Susan Oldfather
2728,Ms. Oldfather doesn't really teach and is very monotone. I would take someone else and avoid her ,1.0,5.0,Susan Oldfather
2729,Just slow and not interesting. Too many historical stuff for a geography class. She would be good teaching high school. She needs to speak louder. Geography is not her thing. Good luck! I learn mostly by myself.,1.0,5.0,Susan Oldfather
2730,She is amazing. Read the book and pay attention in class and you will get an A. I learnt tons in her class!,5.0,1.0,Susan Oldfather
2731,Could be a great class if she stop talking bad about other regions and saving North America and Europe from it. Well Ms. all regions have good and bad sides. Take someone else if you can. ,1.5,5.0,Susan Oldfather
2732,I don't know why many people are complaining about her. She was an amazing teacher. Her quizzes wasn't hard plus she gives study guides. Final was also in the form of a quiz. All you have to do is pay attention to her lectures and take notes. You will actually learn something!,5.0,1.0,Susan Oldfather
2733,"This was a blended learning class so we only had to be in class once a month to take the actual test, but she gives you chapters to read and maps to complete. The maps are on the test and so is the content of whatever she makes you read. BUT she does a great review right before each test, so pay attention, expect homework and you'll do fine! ",5.0,1.0,Susan Oldfather
2734,"she is the worst teacher ever ,dont take her ",1.0,5.0,Susan Oldfather
2735,"Hard to understand and listen to. Low voice and also too much information. I wish she was nicer and help the students. You still can take her, but no easy ride with this instructor. No cell phones in her class.",1.0,5.0,Susan Oldfather
2736,"I took Oldfather for AMH. Her powerpoints aren't the best and neither are her review sheets. All of the information she provides is from what she says in class, none of it is in the powerpoint or review sheets. I studies a lot and I got a C in the class because it was hard to keep up with everything she says. She is a little funny though ",2.5,3.0,Susan Oldfather
2737,I would say she is ok but not friendly. Very low voice. I wish she made the class more interesting. PP are ok but not the best. Tests and essays are part of the course. Must like to read. The book is very important and also the atlas (they are required).,1.0,5.0,Susan Oldfather
2738,"I can say she is okay! The lectures are long. Her voice is very monotone, slow, and soft which makes you doze off sometimes. Luckily I've had several students in the class that would ""Wake it up"" a little, so the topics about geography and people were a bit interesting.   The ambiance of the class is very quiet. BE THE GEO. OUTSPOKEN STUDENT!!!",3.0,2.0,Susan Oldfather
2739,"I had Prof. Oldfather for this class 2 terms ago & her lectures are long, PPTs aren't the greatest. If you turn essays wevery test it counts as extra credit. If you readtake noteslisten to reviews you WILL pass. Taking her for World Geo in Win2015 term & I know I WILL pass her class",3.0,3.0,Susan Oldfather
2740,"Just finished her course. Long lectures, and not attractive PowerPoints. Classes can be a torment. Get ready to read and use the book. I wish she concentrated more on geography (she gets out of topic all the time). Take someone else if you can.",1.0,5.0,Susan Oldfather
2741,Gives reviews but you must use the book for the reviews and the blanks maps will be on the test. Must learn to locate places on blank maps using the book and atlas. If you don't study and is not prepared you will fail. Ok class!,1.0,5.0,Susan Oldfather
2742,"Class was informative. Get ready for the lectures. Quizzes were easy if you work smart and not hard. It is important to take notes and read or else you'll fail the exams. If you like to write papers, you'll b able to pass the research paper that is given.",4.0,2.0,David Grad
2743,Prof Grad was the easiest class I've ever had to take. He provided us with the PDF for the book that we never used. The test were a little bit difficult but nothing Google couldn't help out with. The lectures are long but worth the A.,4.0,1.0,David Grad
2744,"The book is not really necessary, just take good note during his lectures, write down definitions, read the review and study. You will pass if you do this. Really nice guy, throws out a on e jokes at times. You also have some writing assignments but its not overwhelming.",5.0,4.0,David Grad
2745,"Professor Grad was definitely one of my favorite professors in my time in Broward College. I really enjoyed his lectures and the way he explains everything. I did get the book last minute thinking I was going to need it but I didn't. Attending to class, paying attention, and taking notes was enough.",5.0,3.0,David Grad
2746,"Take Prof. David Grad´s classes, he cares! You will learn so much, and as long as you stay interested you will get an A. This professor is knowledgeable, caring, but he also wants you to engage in critical thinking and debates respectfully, because religion can be one THE most touchy subject to discuss. 3 exams (take good notes), and 3-4 papers.",5.0,3.0,David Grad
2747,"I took Dr. Grad for REL2300 and this man is the best!!! He gives class lectures but they are super interesting, he engages with the class, he's very witty and always cracking jokes. he lets you makeup tests, homework, and papers. He also allows you to bring in 1 page of notes for all tests and final exam. EASY A!!!",5.0,2.0,David Grad
2748,Easy class but he can be very boring. He should try to not use wikapedia to teach. But you can pass this class no problem.,3.0,2.0,David Grad
2749,"The sweetest man. He has a lot of really cool information that he shares with the class during lecture, I learned so much. You are graded on 3 tests (hand-written), 1 short paper (1000 words), and 3 small assignments. Pretty fair for a 6 week course. Make sure you get a textbook to read. He gives study guides for the tests and they really help.",5.0,3.0,David Grad
2750,This professor is the absolute best! You don't have to show up to class but you really should. Print the review sheets at the beginning and fill them in as he does his lectures. Take really good notes and you'll pass the class. His lectures are interesting and you can really tell he cares about his students,5.0,2.0,David Grad
2751,I just finished Rel2300 with Professor David Grad. His class was very interesting and informational; great story teller I really enjoyed this class.,5.0,3.0,David Grad
2752,He is the best teacher that Broward College has to offer. I learned so much from his Hebrew class and I always felt like he could connect with the class. I 100% recommend him and his class!!!,5.0,1.0,David Grad
2753,The test questions are based on the lecture and some of his test questions are worth 12 points so if you get those wrong you basically get a awful grade on the test.   Fill in the blank,2.0,4.0,David Grad
2754,"Honestly, he's one of my favorite professors ever. He literally cares so much and offers sooooo much insight! His tests were fairly easy, everything we were tested on/had assignments for was not only stuff we covered but stuff I understood and was never surprised by. This guy teaches the way everyone should teach: so that you actually learn.",5.0,2.0,David Grad
2755,Professor Grad is great. He lectures on each religion thoroughly. Takes lots of notes and you'll pass. Cheat sheet for mid term and finals. He made the class very interesting. Easy A!!,4.0,1.0,David Grad
2756,Prof Grad is an amazing guy. He is very easy going and so knowledgable on the subject. There are a few presentations for the class and a few papers. He gives study guides for the midterm and the final which are the only two classes given. He really cares about his students. Truly a great guy,5.0,3.0,David Grad
2757,really makes the class interesting. you can tell he really cares about what he is teaching. test are tricky be sure to study.,4.5,3.0,David Grad
2758,"This professor knows everything he is talking about, he doesn't even have to open a book, or power point to give a lecture. He explains everything so you can understand, and welcomes questions. You have take home quizzes which you answer questions by writing them out. Quizzes are easy if you pay attention in class. He lets you bring a cheat sheet.",4.5,1.0,David Grad
2759,"This class was pretty easy and it's only half a semester so it was convenient too. He gives three quizzes and a final, has review sheets for all of them. The paper is towards the end before the final and he grades very leniently on this. His lectures aren't that interesting to me, but TAKE notes in this class! Helps on the review sheet.",4.5,2.0,David Grad
2760,"Prof Grad is simply amazing. Class is very interesting and informative, i learned so much without even trying! If you do the reviews and pay attention in class (which is easy because he makes it so interesting) you'll be having no problems. You'll enjoy going to every class. Very smart, humble and helpful guy. Love him! Would def take him again!",5.0,1.0,David Grad
2761,Okay this teacher is great! He works with you! H is very passionate about what he teaches. I enjoyed going to every class! ,3.5,1.0,David Grad
2762,"He is super nice and friendly but his lectures can be a bit boring. I attended lectures but didn't take notes and was fine. Papers were easy and there were only a few of them. I would take a class from him again, it was way more manageable than my CAT2 class from a different professor.",3.0,2.0,Stanley Chodorow
2763,"The professor is inherently a nice guy, he is has those sweet grandpa vibes. However, being a good person and a good professor are two completely different things. His lectures are dry and hard to understand. The topic itself is introduced quite blandly and the essay topics are boring and are hard to formulate deep analysis of.",2.0,3.0,Stanley Chodorow
2764,"Don't take this class. Instead, hit yourself with a textbook for the entire day & then type an essay based on that. Chodorow's online assignments are even more horrendous than those in HS. You literally just cram the online reader into your head & type a history summary essay that you learned nothing from. You can't take note-take improv lectures..",1.0,4.0,Stanley Chodorow
2765,"Chodorow is a very friendly grandpa-like guy. He's kind and a bit funny. His lectures are old-school, just him talking, very few slides. This class mainly depends on what TA you get because they do the grading. You have to buy an online reader specifically for this class, which is annoying. Two 750 word essays and four 250 word ones. Not too bad.",3.0,1.0,Stanley Chodorow
2766,"If you have a short attention span the lectures are very long and can get boring since he focuses more on the history aspect of it rather than the actual reading. You could get away with missing lectures. The prompts are not difficult plus he post a ""study guide""/prompts for the final exam but the grade you get is rather dependent on your TA.",2.0,3.0,Stanley Chodorow
2767,"No lecture slides whatsoever, class is pretty much the professor talking for 1 1/2 hours, pacing the front of the class practically just summarizing the readings. Definitely don't take the class if you have a short attention span. Prompts for papers aren't difficult but that depends on your ta. Some are lenient, others not so much.",2.0,4.0,Stanley Chodorow
2768,"Prof. Chodorow is a sweet, charismatic, and funny dude. I'm very pleased I was able to experience his class. He's straight-forward. As much as I enjoyed the lectures they are very long, and almost entirely just him walking and talking. So if you're prone to sleep in class and/or need visual stimuli this class will not work for you.",5.0,2.0,Stanley Chodorow
2769,Professor Chodorow is amazing. If you take the time to talk to him you will learn so much. I hope to continue my relationship with this professor even after the class is over.,3.5,4.0,Stanley Chodorow
2770,He's very nice and tries really hard to help his students.,4.0,3.0,Stanley Chodorow
2771,"Lectures are full of information and usually interesting -if- you've done the reading. Occasionally goes on tangents, but they're informative (e.g. how cheese was accidentally discovered). Provides study guide for final that's >95% material that you should know if you paid attention in lecture and discussion. Not an easy class, but worth the work!",3.5,4.0,Stanley Chodorow
