index,text,quality,difficulty,prof_name
3350,"Seems like she used to be a good professor, but has fallen apart a bit.  Never got back half the assignments, and the ones we did get back literally took months.  Never gave clear explanations for anything, took days to respond to emails (if ever), just very disorganized and unhelpful.  I hope to never take a class with her again.",1.5,3.0,Shelome Gooden
3351,"Awful. We were asked questions about material that I swear she never taught. Took forever to return assignments and post grades. I never recieved some things back (like the final!) When I asked for help and when other students aked questions in class, she was rude. Was 10 minutes late every day and expecteed to keep us 10 minutes late.",2.0,5.0,Shelome Gooden
3352,She is a nightmare. She is so vague and her lectures are extremely boring. She gives assignments at the last minute with very little explanation. She is very disorganized so you never know when things are due or what is expected of you. She is also very inaccessible and useless if you need help.,1.0,5.0,Shelome Gooden
3353,Tough class but she was helpful and fun.Gave lots of opportunities to improve grades. She wasn't always clear though. TA took forever to return papers.,3.5,4.0,Shelome Gooden
3354,"She wasn't clear, and taught based on foundations we were never taught. Her quizzes were tough and she asked for a lot of analysis in class which we were not equipped to do. Her exams were take-home, which was nice, although it meant a lot of work. She didn't answer questions very well. Overall, not the best linguistics professor I've had, by far.",2.0,5.0,Shelome Gooden
3355,"My class didn't like her. Half the time I thought they gave her a bad rap and half the time I wanted to join the mob. I got great grades when I thought I did bad and bad grades when I thought I did well. Takes a while to get these grades. I've had a lot worse though; I think people need to get a grip (some criticism here is deserved, however)",4.0,4.0,Shelome Gooden
3356,"First and foremost, it takes months to have assignments graded.  You'll think you understand everything in class only to have quite a surprise after tests.  Not always approachable or accessible.  Overall I was disappointed with Shelome.",2.5,4.0,Shelome Gooden
3357,"Her quizzes are difficult, her exams are impossible, and her explanations are generally not helpful.  She's always late to class and takes extremely long to return assignments.  Avoid.",2.5,4.0,Shelome Gooden
3358,"She's shown up late to class nearly every day.  She is vague about her expectations, and the tests and quizzes are a nightmare. Also, I'm not a fan of the way she weighs grades.  It's hard to communicate my questions and concerns to her.  Nice lady, fun personality and funny, but I wouldn't take another class of hers if I could help it.",2.0,4.0,Shelome Gooden
3359,"Shelome is a very good professor. I would recommend her to anyone. My only complaint is that she sometimes tries to get you to think  too much, by which I mean that she's still urging you to think through the problem and not really giving you help when you've already been at your wit's end for days.",4.0,3.0,Shelome Gooden
3360,"Knowledgeable, approachable, and an overall excellent teacher!",5.0,4.0,Shelome Gooden
3361,She's cool,4.0,4.0,Shelome Gooden
3362,Shelome is very nice and very approachable.  LOVED this class when I took it.  Not too much homework.  Tests are kinda hard though.  She's very into the subject matter. It's fun to hear her speak....love the accent!  Go for it if she's teaching it.,5.0,3.0,Shelome Gooden
3363,"Content was interesting, besides the fact that the entire course grade is determined pretty much by four things. Be prepared to read three very heavy chapter books from the early 20th and late 18th century. Stay away if taking online.",2.0,4.0,Patrick Lebeau
3364,IAH 201:American Indians and the World was great! He allows you to retake ANYTHING as long as you go to class each week. He is a bit disorganzied but going to class clears that up. The quizzes are SUPER easy as well as the midterm. Take his class you learn a lot you'd never know otherwise!,4.0,2.0,Patrick Lebeau
3365,"This professor is the least caring person ever. He never answers emails and could care less to help you pass the class. He claims the class is easy but your final grade is literally determined from 4 things the entire semester and he refused to give you full credit, but won't tell you what you did wrong. Seriously, do ANYTHING to not have him!!!",1.0,4.0,Patrick Lebeau
3366,"Do not take this class whatever you do. This guy lies about due dates, does not fully explain assignments, and assigns reading as if his class is your only class. also, tons of films to watch as readings too. Lectures are unorganized and unhelpful. Worst class at MSU. Guaranteed.",1.0,3.0,Patrick Lebeau
3367,"Super unorganized, especially because half of this class was online. Very unclear about assignments and what he wants in your papers. Barely answers emails. I am a student that normally received a 3.5 or higher in classes but I currently have a 3.0 in this class for no reason. He takes off random points but does not give any feedback as to why. ",1.0,4.0,Patrick Lebeau
3368,Awful professor. He is so unorganized and does not clarify anything. Do not even bother emailing him because he will not answer. All of his assignments have nothing to do with one another and he does not thoroughly explain them. Would not recommend him.,1.0,3.0,Patrick Lebeau
3369,"No major issues, easy to understand, would recommend.",5.0,2.0,Patrick Lebeau
3370,SOOOOOOOOOOOOOOOO BORING!!!!!!!!!!!!!,1.0,1.0,Patrick Lebeau
3371,"Take WRA 125 from LeBeau if you can!  You can earn points back for revising your paper!  Caution: be prepared for busy work from the Reading Writing American History workbook!  Class discussions are pretty interesting!   I will be honest, I'm not the best writer but I am on my way to a 3.5 GPA.  Mid-term and final are easy!",4.0,2.0,Patrick Lebeau
3372,"Take WRA 125 from LeBeau if you can!  He allows you to earn all points back after revising your paper!  The worst part is all the busy work... from the Reading Writing American History workbook!  Class discussions are pretty interesting!   I will be honest, I'm not the best writer but I should  end up with a 3.5 GPA.  Mid-term and final is easy!",4.0,2.0,Patrick Lebeau
3373,Well organized!  Easy to understand and follow.,4.0,3.0,Patrick Lebeau
3374,"If this is the guy I'm thinking of, he's a boring dolt who was always complaining about **** college student puking on his lawn.  He used to hand out candy though.  That was the only high point of the class.",2.0,3.0,Patrick Lebeau
3375,No Comments,2.5,3.0,Patrick Lebeau
3376,"CCT433 Sustainable Design was a great course. It was a lot of reading and writing, but it opened my eyes to a career as a sustainable design consultant. The prof even posted information about post graduate degrees and certificate programs at the end of class to help us with our future. Great prof, and don't miss the online lectures for an overview.",5.0,4.0,E Littlejohn
3377,she is great,5.0,1.0,E Littlejohn
3378,"Littlejohn is a great professor. Those who tend to complain are typically students that put in minimal efforts and expect to be rewarded for simply showing up. If you take the time to participate and read the (actually) interesting course materials, she recognizes and appreciates it. She provides you with ALL the tools you need to be successful. A+",4.0,2.0,E Littlejohn
3379,"If you like macintosh then you will do fine in this class.  if you think it is an inferior, overpriced product you will not succeed in this class.",1.5,4.0,E Littlejohn
3380,"Littlejohn is a good prof, like someone else said here she treats you as a 'person' and not as a student. She treats everyone on an equal level, and takes her teaching material and her students very seriously. Her lectures are interesting and overall, is a good prof.",3.0,4.0,E Littlejohn
3381,"Great prof, knows what she's talking about and really cares if the students understand the material or not. Her lectures go really fast though, so make sure to pay attention every second. The best thing about her is that she doesn't treat you like a student, but more like a 'person' and talks to you on the same level.",4.5,5.0,E Littlejohn
3382,"great lady, she really cares about the material she's teaching and whether or not the students understand.",4.5,3.0,E Littlejohn
3383,"littlejohn sucks, she is not helpful at all, her lectures go by very quickly and are not related at all to the textbook, yet we get tested on the textbook, as well as the web design labs, its like 3 courses in one! with a crappy prof!",1.0,3.0,E Littlejohn
3384,she's awesome she helped me with a different class yesterday when i was stuck for a lab.,5.0,4.0,E Littlejohn
3385,Very enthusiastic about the material. Tutorials are sort of hard to follow but aren't too difficult. Easy up until the final where a lot of the questions asked you to identify who said which quote. Nothing she emphasized was actually on the test. Presumably done because she said the class average was too high. Otherwise enjoyable prof and class.,3.0,3.0,E Littlejohn
3386,Not bad. Very enthusiastic about her work. Does not take criticism well. Tests are not hard. Takes marks off of assignments for no particular reason. A new lecturer that still has room for improvement.,2.5,3.0,E Littlejohn
3387,"Very knowledgable, enthusiastic and current.  Obviously works hard preparing the lectures and demonstrates interest in her students work.",4.0,3.0,E Littlejohn
3388,Awesome prof. Very intelligent. Has genuine interest in your projects and ideas. Cutting edge. Highly recommend.,5.0,2.0,E Littlejohn
3389,"Professor Hersh was a nice lady however she gave way too much work. I don't think she considered the fact that students have other classes to worry about. We had to write a 4-5 page reflection paper every week. Yes, every week. There was a lot of reading and writing. If you take this class, you need to be able to handle the work load.",2.0,4.0,Jill Hersh
3390,Worst professor for this class. Love the class material but she assigned way too much work for a gen ed class. Not to mention she basically completely ignored her students when classes became online.,1.0,5.0,Jill Hersh
3391,"Prof Hersh was pretty nice and somewhat laid back. Some days she was stricter than others, but overall her class wasn't too bad. She does talk A LOT, and her class is basically just all reading articles and writing papers. It's a decent amount of work, so if you're looking for a simple class, I probably wouldn't take her. Overall, the work is easy.",3.0,3.0,Jill Hersh
3392,Nice lady but do not take this class if you cant handle writing and reading A LOT,4.0,4.0,Jill Hersh
3393,"Very disorganized and assigns many readings and papers throughout the whole semester. She is not clear about many things and has me lost most of the time. She does not upload any grades onto canvas, only readings. Does not completely follow the course syllabus.",1.0,4.0,Jill Hersh
3394,Very structured an organized class. Great teacher. Straight forward with what she expects from you. As long as you complete the work and put in effort this can be an easy A. Took this class as a summer course- was a bit tiering having to write a paper every day but it was manageable.,5.0,2.0,Jill Hersh
3395,"As many women's studies courses, this class is mainly discussion based. There are a total of 10 short papers and then two projects, a mid term and a final. Over all she is a solid choice, she is an easy grader and as long as you try you can get an A. She is a nice woman who just wants to teach and loves what she does.",4.0,2.0,Jill Hersh
3396,Professor Hersh is very unorganized and doesn't respond to emails on time or forgets to open your emails. She was funny at times and I really enjoyed the readings from the book. But when it came to the essays I was lost and didn't know exactly what she wanted but she gives it back with feedback to resubmit again. PAY ATTENTION,3.0,3.0,Jill Hersh
3397,"Dr. Hersh is a great professor. The papers may seem like a lot, but realistically, they're easy A's. I even had a personal (albeit non-confrontational) issue with a prejudiced student in the class during anonymous presentations, and Dr. Hersh was empathetic and professional in her handling of it. I could not respect this woman more.",5.0,1.0,Jill Hersh
3398,Professor Hersh was great. Very easy to talk to and an easy grader. I would definitely take her again. She's unorganized but that benefited me. You need to put in very little effort. If you do the papers you will pass. I wish I can take her again.,5.0,1.0,Jill Hersh
3399,"Easy grader, but it's an interesting course. I went into it thinking it would be a men-bashing feminism course, but I actually learned a lot. She's pretty un-biased and lets you write about your own opinions. No tests or quizzes just short readings every unit and a journal but she grades very generously",4.0,2.0,Jill Hersh
3400,"There is a TON of reading and just as much writing to go along with the reading. It's not a class to take when you have a heavy course load, but it was one of the best classes I took. I was very reluctant because of the preconceived notions I had about WMGS courses, but I am forever grateful I had Dr. Hersh as my instructor",5.0,4.0,Jill Hersh
3401,"Easy grader but really unorganized. Will let you rewrite a paper if she doesnt think it is written well. She is nice, but her class is boring to me. Easy A for a gen ed class",3.0,2.0,Jill Hersh
3402,"Super unorganized but that kind of benefitted students like me who are awful with deadlines and criteria. She lets you hand things in late and only takes off half a letter grade. Take the class though, i saw it on my schedule and was so bummed but I'm glad i kept it its a really good class and i learned a lot. Prof Hersh was fine, no major problems",3.0,2.0,Jill Hersh
3403,Professor Hersh makes things extremely unclear. It is impossible to know exactly what she wants from you unless you ask (the syllabus is impossible to comprehend) and even then the guidelines are hard to understand. Several essays and three assignments in which you must watch movies at home and answer study guide questions. Nothing is on canvas. The syllabus is more strict than she is. I've never done more unnecessary reading in my life.,2.0,4.0,Jill Hersh
3404,"She is very unclear and disorganized. She assigns videos to watch for homework and then questions to answer,but she does not give trigger warnings for them. I have had panic attacks because of this. Be careful with ""Tough Guise 2"" and ""Iron Jawed Angels"". She will make you watch these so be careful if you are uncomfortable with gore, abuse, &rape.",2.5,2.0,Jill Hersh
3405,"I took Jill for Selected Topics: Gender, Race, and Class in the Media. It was super interesting and it was cool to be combined with WMGS majors. She gives a lot of projects and reading, and she's not very clear, but it's an easy class.",3.5,1.0,Jill Hersh
3406,"Pretty leanient grader- even if you hand in things late. Class was mostly discussion based with a few papers, we got behind on the syllabus a few weeks in, and instructions on assignments aren't always clear, but if you do the papers you can get an A or B pretty easily, the class itself was pretty informational and enjoyable. ",3.5,2.0,Jill Hersh
3407,"Loved this course! Very easy A as long as you write the papers and follow the way she wants it to be written, super easy papers. Learned a lot about Women and the things that have been through very interesting, I recommend Males to take this course!! ",4.0,2.0,Jill Hersh
3408,"Professor Hersh is awesome! She always leads a great class discussion, in which you can always give input! There was only two homework assignment and four papers throughout the semester in which I got all A's on. She is very flexible and always willing to help if needed. She is a great teacher i would definitely take her for a WMGS course. ",3.5,2.0,Jill Hersh
3409,"I am a history major here at HSU and I have never encountered such an awfully taught class. The way I look at things, she is much more focused on making things difficult rather than making sure students understand. I have never been more stressed out and frustrated than in this class. I will be avoiding her for the rest of of my time here at HSU.",1.0,5.0,Anne Paulet
3410,"This class was easy until we got to resumes. She told me to take off all my non-history related job experiences on mine. When it came to the mock interview, she said I didnt have enough on my resume. Her criticism was not helpful in any way. I could get into detail but there arent enough characters. Not accommodating at all given COVID going on.",1.0,2.0,Anne Paulet
3411,"She told us in her exact words to suck it up and buy Microsoft Word, even though many students (including me) dont have the money. She literally laughs at us struggling and makes everything extra challenging so we fail and learn. Terrible strategy. I will be avoiding her for the rest of my time at HSU if possible. Hardest class Ive ever taken",1.0,5.0,Anne Paulet
3412,"""This class is designed to stress you out."" Those are the words that Anne told us at the start of the semester, and I didn't think she was serious till I was crying every other day near the middle of the semester. Simply put, there's a lot of unnecessary work and assignments are designed to trick you. I gained nothing from this class except stress.",2.0,5.0,Anne Paulet
3413,"The lack of empathy and understanding of learning styles really makes her teaching detrimental to others. There was a lot of lack of communication on what she wanted one to get out of the information and even the work itself. Nothing sticks out more than her saying in one lecture to ""suck it up and buy microsoft word."" ignoring others circumstance",1.0,3.0,Anne Paulet
3414,Anne is an amazing professor and truly goes above and beyond for her students. She does assign a lot of homework and readings but they all come together to help you become a better student and a better historian. She does not get the credit she deserves in the history department and is very easy to approach outside of class.,5.0,4.0,Anne Paulet
3415,"Anne Paulet pretty much just reads from her slide notes the entire period, rarely taking a break to answer questions or have a class discussion. She assigns WAY too many group projects that require a LOT of time at home to complete. I feel like I could get the same education by just reading her power points at home. AWFUL TEACHER.",1.0,4.0,Anne Paulet
3416,"A waste of my time. So many assignments that feel as though they belong in a 3rd grade class. Attendance is worth a huge portion of the grade and its almost impossible to sit though one of her lectures. She will spend whole class periods talking about organization and time management, and stuff the majority of us already know. Not a college class!!",2.0,1.0,Anne Paulet
3417,"Anne's lectures were very long and dense. There were a lot of papers to write that had a lot of weight on your grade. The study sessions with the TAs before the tests were really helpful- they literally give you all the answers in order, so go to those and just copy everything down then memorize it and you'll pass the test.",2.0,4.0,Anne Paulet
3418,"Anne is an amazing professor. She sets high expectations and is very tough, but you'll learn a lot. A former student of hers correctly advised me ""you'll feel like you're failing the entire time, but if you do all the work you'll get an A."" Make friends, you'll need them. PS going to class is worth it just to see her shoes. Best dressed hands down.",5.0,5.0,Anne Paulet
3419,I hated this class. I didn't like the professor. I love History and Paulette genuinely made me dislike it. I did my homework but for some reason she failed me. She didn't grade a paper and she said she wouldn't give me anymore chances. Her lectures were boring and not at all helpful for the tests. Avoid her!,2.0,4.0,Anne Paulet
3420,Excellent professor.,5.0,5.0,Anne Paulet
3421,"Professor Paulet has so much history in her brain, it's astounding. She makes the material interesting during lecture, even if you're not into the subject. She's funny and engaging. Do the work, show up to class, stay off your iphones (this is college for crying out loud). I thoroughly enjoyed this class.",4.0,2.0,Anne Paulet
3422,"If you aren't a serious student, avoid Anne. PAY ATTENTION, she moves fast (carpal tunnel syndrome mid-semester). Doesn't believe in multiple choice so you better attend those generous study sessions. Don't like writing? Move along. She loves those long, grammatically perfect essays with pesky footnotes. Intimidating but a wealth of information.",4.5,4.0,Anne Paulet
3423,"Anne Paulet is a great teacher. She tends to grade hard but if you do what she wants you'll get a good grade. Studying is a key to passing since you will have 2 midterms, A final, 2 essays, A map quiz, and more. She really wants her students to pass. She offers help for her essays as well as study sessions. She is an awesome take the class with her",5.0,4.0,Anne Paulet
3424,"She will break you. Side note, her wardrobe: pristine. Paulet is fond of calling her 210 History major's boot camp and it really is a break down, build you up sort of class. Can smell fear.",4.5,5.0,Anne Paulet
3425,"If you are not a history major, try to avoid Paulet. She knows her stuff and will make you work really hard. Just turn in all the assignments and you'll pass. If you're lazy and cannot manage that, don't take her. She required books we did not need, which was frustrating. But if you like American History she is the one you should take.",3.0,5.0,Anne Paulet
3426,"She is a good teacher. She has a big ego, it does get annoying sometimes. I am an average student. I passed the class. She likes to be very intimidating and loud. Her lectures were good. Class was interesting and fun, not boring. I learned a lot. I would take her again for another class.",4.0,3.0,Anne Paulet
3427,Awesome professor. Great lecturer & DO NOT MISS CLASS. If you go to class you will get EC from clicker questions (provided you know the answer) you even get credit for just answering. I got an A in the summer while taking a math class. STUDY (just skim your notes/book) and it is EASY!,5.0,3.0,Anne Paulet
3428,"Anne is very nice. she can be a little picky but not impossable. She does clicker questions in class (you can get lots of EC to save your grade)there is alot of writing and a book, but its not bad. just take advantage of the study groups you will get an A or B on all test. 2 tests, 4 writing assn. final, one book. 1000 pts. (easy B)",4.5,1.0,Anne Paulet
3429,She is super nice and is always available to help students.,5.0,3.0,Elizabeth Harris
3430,"Her exams were pretty difficult, but she's a really good lecturer and a really fun and helpful person in general. She also gives some pretty good extra credit. I took her class during covid, so i don't know if this is usually the case, but i didn't find the textbook very helpful. Usually all the stuff you need is in her lectures.",5.0,4.0,Elizabeth Harris
3431,"She was really sweet. Her tests are extremely detailed. Homework every week through online textbook. Attendance is mandatory, but she doesn't post lectures so you have to go anyways. Small assignments to take pictures around campus every week. She gives lots of extra credit for attendance, bumped me from B to A without ever getting an A on a test!",3.0,3.0,Elizabeth Harris
3432,"Prof Harris is a wacky, fun and sweet person. Unfortunately, Her class wasn't the best to deal with. Pros and Cons: Her tests are almost impossible and her feedback consists of: study right before you go to bed and study some more. Labs are repetitive and tiring but They're an easy grade. Homework is easy and she makes it short. GET THE ATLAS!",2.0,5.0,Elizabeth Harris
3433,"Doesn't care about you, your life, or your grade. Lets the book and lab work do all the teaching.",1.0,4.0,Elizabeth Harris
3434,"Dr. Harris was a tough lecturer but it was clear that she was very passionate about the subject. If you are a bad test taker, you can STILL pass this class. I averaged a 69 on tests and ended up with a B in the class because of all the extra credit she offers. DO NOT SKIP CLASS and DO ALL THE HOMEWORK. :)",4.0,4.0,Elizabeth Harris
3435,"I loved this professor. She was always super nice, tests were really easy to me. Read the material, do the homework and go to lectures.",5.0,2.0,Elizabeth Harris
3436,"The lectures is the only way you'll see the powerpoint of notes. The labs are mandatory and at the beginning of class there's a quiz of the reading about the lab, she'll ask 2 random questions, even what is the Latin name of a bacteria... The lab practical is very difficult, remember the organisms, their functions, group name, their labeled parts.",3.0,5.0,Elizabeth Harris
3437,"Dr. Harris is extremely knowledgable about her subject and you can tell she is passionate about it. Her lectures are easy to understand, however she may power through a bit fast so be sure to take pictures of lengthy slides in particular (she does not post them online.) Overall this class was super interesting and you learn so much by the end.",4.0,4.0,Elizabeth Harris
3438,The information she provides in the lectures is rarely if ever useful. She is not helpful if you ask for advice regarding studying. The tests are incredibly difficult and specific. They cover everything from the book and the lecture. Also the powerpoints are not uploaded to webcourses so take notes and pictures!,1.0,4.0,Elizabeth Harris
3439,"This class requires you to work, but it was also the only class that I actually learned something in. If you care enough to get the grade you want, it's definitely attainable. Just make sure you read the textbook and do the homework and mini quizzes (in lab) correctly because they do add up. Also pay attention to details.",5.0,4.0,Elizabeth Harris
3440,"Dr. Harris is a caring lady, but don't expect to excel in her class if you don't read.",3.0,4.0,Elizabeth Harris
3441,"The grading of this class is very fair- there are many opportunities to get a good grade, whether you're a bad test taker, not the best with writing lab reports, etc.  Dr. Harris is a stickler for detail, but you really appreciate it in the end. Her lectures are very helpful and follow the textbook well.  This class is a good intro experience.",4.0,3.0,Elizabeth Harris
3442,"Dr. Harris is an excellent biology professor. She lectures well, is engaging, and her lab section is informative and interesting. You will have to study for her tests, but they're definitely do-able with proper effort. All tests, including the final, are multiple choice.",5.0,3.0,Elizabeth Harris
3443,"She won't help unless you READ THE BOOK and put effort into the class.  If you do, you'll be fine. Otherwise expect to struggle a bit.",3.5,4.0,Elizabeth Harris
3444,"Fairly great professor. Tests are average in difficulty, but no curve. Tests counted for 40% of the total grade, with the other 60% being assorted assignments and attendance (which boosted up the grade easily). There are 3 group projects towards the end, which can be tedious at times. The honors lab was amazing though. Would recommend. ",4.0,3.0,Elizabeth Harris
3445,"The difference between an A student and a B student in Dr. Harris's class are those who read the book and those who do not. She will test you on material that is covered in the book because you are a college student and this is expected. She does not give you her notes because writing, listening, and taking your own notes facilitates learning.",3.5,4.0,Elizabeth Harris
3446,"Dr. Harris is very passionate about what she does. I like her style of teaching, take notes because she won't give you her power points. You have to work hard but it is worth it! Exams are critical thinking style so you have to study. Keying is hard but you get better. Cool as a person and gives you chances to recover points. ",3.5,4.0,Elizabeth Harris
3447,"Professor is very passionate about debate, she walked us step by step out of our comfortableness when it came to public speaking. I learnt more about critically thinking in this class than I have in all of my English classes combined. Professor grades fair and is very funny, take this class if you are in college to learn rather than just for paper.",4.5,3.0,Elizabeth Harris
3448,"Dr. Harris gives amazing lectures . As long as you pay attention in class, you should pass. She gives exams every few chapters and the final is cumulative but not too bad. I would just get the PDF, didn't use the actual book much. There are a few group projects but nothing more than a PowerPoint. One of my favorite classes for sure.",4.5,3.0,Elizabeth Harris
3449,Rolfe is amazing! This was my favourite class of my undergrad! He is the nicest guy and provides an exact exam breakdown with a review lecture going over only testable material!,5.0,1.0,Rolfe Vinebrooke
3450,Amazing professor. He made the final so much more easier by providing terms needed to fill in the blanks. He has a big passion in what he teaches and also has a algae tattoo (True Story!). BFA degree so his midterm and final are based on 2 algae images side by side where you list similarities and differences. He tells you what's important to study.,5.0,3.0,Rolfe Vinebrooke
3451,"There is absolutely nothing more I can say about Rolf. He becomes your friend during the course of the semester. He cares about the students doing well, and therefore makes it easier for the students to understand the material. He first degree was in Fine Arts and his examination structure reflect on this. But overall, amazing person.",5.0,3.0,Rolfe Vinebrooke
3452,"Dr. Vinebrooke was without a doubt my favorite prof this year. He cares about his students and really tries to get them into the material hes teaching. Hes a fair grader and allows extensions. For one of the labs, they brought us a bunch of algae drinks and snacks! I recommend this class to anyone, algae people are great.",5.0,3.0,Rolfe Vinebrooke
3453,"I am not a botany fan or anything, but this was one of my fave classes during my undergrad. Whatever your field of interest is, if you're planing on pursing research he knows a lot and will be a great idea to learn from him as much as you can about it.",5.0,3.0,Rolfe Vinebrooke
3454,"Horribly boring material yet Rolf somehow can keep your attention. Often finishes class 20min early. It's a semi curved class, he thinks someone should get a 100% on his exams, so whatever the highest mark is, he'll bump them to a 100 and then pump everyone else accordingly. 2 easy presentations. Gives great summaries of what to study.",4.5,2.0,Rolfe Vinebrooke
3455,"Dr. Vinebrooke is GREAT. He focusses on comprehension rather than memorization, and it'd be tough to find a more helpful and friendly prof on campus.",5.0,2.0,Rolfe Vinebrooke
3456,"Dr. Vinebrooke cares deeply about his students, and has a gift for sharing his passion. I would have never expected a course about Algae to be so interesting, and that is entirely due to this great prof. His can go through things too quickly sometimes, but he doesn't mark harshly and is more interested in effort than getting it all 100 % correct.",4.5,2.0,Rolfe Vinebrooke
3457,Great Lecturer,5.0,3.0,Rolfe Vinebrooke
3458,"Ugh.  Can you give more examples for the same concept please?  Oh wait...is this important for the exam?  Who knows because all you talked about was examples after racing through concepts! Nice guy, seems to love what he does, but come on...needs to take an Education course or something. Ironic he emphasizes clarity in OUR writing!",3.0,3.0,Rolfe Vinebrooke
3459,Blah. This class held so much promise yet it was totally uncaptivating and I hardly got anything out of it. I think 99.9% of the class was asleep at any given time. So many examples were presented for a single concept it was hard to keep them all straight. The seminar saved this class; it was a fair amount of work and useful.,2.5,3.0,Rolfe Vinebrooke
3460,"Not very many prof are good teachers, but Rolf is a very good teacher and makes himself available for questions during lecture or after lecture.  He also seems to really enjoy what he teaches and makes interesting relevant references to his work. Also very friendly.  I highly recommend this class.",4.5,4.0,Rolfe Vinebrooke
3461,Presents things in a clear and concise manner.  Is very friendly and seems to enjoy teaching the class.,3.5,2.0,Rolfe Vinebrooke
3462,This was an excellent class and I recommend it to anyone interested in algae or even just plants in general. Vinebrooke made it extremly interesting and class was never boring. There was a lot of work in the class so bewarned but he is a fiar marker and gives extenstions. Overal great prof!,5.0,2.0,Rolfe Vinebrooke
3463,"He's pretty good, interesting, good notes. His tests aren't really that bad not too hard. If you study his notes it pretty much spells out what to write on the tests.",5.0,2.0,Rolfe Vinebrooke
3464,"Accounting is no joke, but with a good professor you just might have a chance. I took prof Mirbod for (201, 202) and she is officially my favorite professor of all time. Her classes are long and very lecture focused, but it's not hard at all. Make sure you do the Wiley plus homework's and study for exams. She's very understanding as long as you ask",5.0,3.0,Sherry Mirbod
3465,As a DSS student Dr. Mirbod was really patient with me! She is a great professor. I took her during the summer 2020 (COVID) and she works really will with remote teaching. If you do your homework on WileyPlus and participate in class or on zoom and you will do Great! Take her! But make sure you do your work and you will pass her class. Good luck!,5.0,3.0,Sherry Mirbod
3466,"Dr. Mirbod is great! Even though we had to meet via zoom, she was extremely helpful in responding to our questions. She knows the subject and her lectures were clear and allowed us to ask questions. Her study guide is great. Read the textbook and do your WileyPlus homework, which is not difficult, you will get an A.",5.0,3.0,Sherry Mirbod
3467,"Ok I'll start off by saying I failed acct 221 the first time. Accounting is no joke and having a professor that gave so much homework on top of pop quizzes, my grade tanked. This class is self taught!! I took Mirbod in the summer, 3 months of work condensed into a month. This course was straightforward, bare bone material none of that waste of time",5.0,3.0,Sherry Mirbod
3468,"So I took sherry's 221 class fall 2019; I have to be honest she, her teaching methods are stuck in the past. the only reason i did well was because of group study sessions with R Gottfried, they will save your life. also the wiley HW is graded for accuracy. i would have gotten an A if it was for completion. they are very hard be prepared good luck!",2.0,5.0,Sherry Mirbod
3469,She's a decent lecturer but moves fast so you gotta pay attention all the time because accounting really sucks if you don't. I underestimated it and got pummeled for a while. There are only 3 tests so if you're not careful you'll get destroyed. The homework is barely worth anything but you gotta do it in order to succeed.,3.0,5.0,Sherry Mirbod
3470,difficult class and to be successful you have to do a lot of homework and additional tasks. The professor does his best to explain difficult topics so that it becomes clear. The more you practice the better the exam results.,5.0,4.0,Sherry Mirbod
3471,"Prof Mirbod is the best Accounting teacher on the GT campus, her lecture builds on the readings she assigns, She gives a lot of practice problems. Accounting is not an easy subject, but follow her lead and she will lead to an A. I got an A in both ACCT221 and ACCT222. She cares for students and is honest if you are going to pass. Be ready to work.",5.0,4.0,Sherry Mirbod
3472,Dr. Mirbod is THE BEST. Clear lectures and very knowledgeable. She truly cares about her students and wants them to succeed. She gives a review pakage which is very helpful. Accounting is a hard subject but she tries her best to make it as easy as possible. She tells you what to study for the exam but you have to study. Easy grader.,5.0,3.0,Sherry Mirbod
3473,"Prof. Mirbod is AWESOME! Great lecture and very caring and knowledgeable. Her study guide is very helpful, but you need to read and do the HW to get an A. Accounting is not easy but she wants to make sure you understand. She puts a lot of practice questions online and goes over the problems in class. Best professor.",5.0,3.0,Sherry Mirbod
3474,"Prof Mirbod is awesome! I look her again after success in ACCT221. She supplements her lectures to the powerpoints. She fills in the blanks. Read ahead of time and do the WileyPlus hwk, practice problem from Syllabus, do the Review sheet, there is no way you get less than an 80 on the Exam. She Cares for her students. Do not skip class.",5.0,4.0,Sherry Mirbod
3475,Tough Grader. She is more helpful to students who are lazy than she is supportive to students who are diligent and high-achievers. Make sure you read the power point and study guide. I wont take her again because I don't think she appreciate my commitment to her subject and definitely cant recognize that high achieving student need help too.,3.0,4.0,Sherry Mirbod
3476,"Her effectiveness is subjective. You may find her helpful, but beware when youre thinking of saying that you dont understand something: shes possibly gonna question you (did you pay attention to class?). Oh, and careful if youre thinking about printing 2+ pages in the class (the college is gonna make you pay for it).",3.0,3.0,Sherry Mirbod
3477,Prof Mirbod is awesome. Her lectures informative and well structured. She can get side track some. Do the Homework follow the book. To do well on the exam follow the detailed study guide. I would take her again if i could. She make accounting come to life. Made the class enjoyable. She is super nice and grades easy. She is fair. questions are fair,5.0,3.0,Sherry Mirbod
3478,"She is honestly so amazing. She explains everything really clearly, she's accessible, she cares, and she genuinely wants you to succeed. DON'T SKIP THIS CLASS THOUGH OR YOU'LL FAIL. Lectures are as helpful as the textbook but you need to understand BOTH to do well.",5.0,3.0,Sherry Mirbod
3479,Dr. Mirbod is Awesome! Very knowledgeable and caring professor.  she teaches the way that students can relate and understand. not a tough grader.,5.0,3.0,Sherry Mirbod
3480,"Class is not easy, but if you keep up with the homework assignments, you'll do well on the exams.",5.0,4.0,Sherry Mirbod
3481,The best of the best,5.0,1.0,Sherry Mirbod
