,text,quality,difficulty,prof_name
155,"Dr. Saffu is perhaps the most unclear professor the world over. I believe that he is a good man, just not a good prof. I'm not sure why the classroom needs a chalkboard; he will only write 3 words on it per lecture at best. Avoid his class if possible, you will leave with more headaches than knowledge.. you know?",1.5,5.0,Kojo Saffu
156,"His class is not boring at all. He talks about everything but not what you actually needs for your exam. So you have to read the book. However, The book is full of words, pointless and uselless. Never be able to read it. No theories or method be clearly defined and explained.  Useless questions of quiz from the Connect. ",2.0,5.0,Kojo Saffu
157,I was disappointed by this prof. Entrepreneurship can be a very interesting topic but the lectures were terribly boring and long and he was often extremely confusing especially when answering questions. He is slow to respond to your emails and the one time I tried to find him during his office hours he was not there. ,1.5,3.0,Kojo Saffu
158,"Terrible professor. Barely understandable, not clear on any instructions, and extremely unhelpful when you have a problem and want to talk to him in person. His lectures are long and quizes cover material not covered in lecture or textbook. Would avoid.",1.0,4.0,Kojo Saffu
159,Most useless prof ever. Teaches the easiest courses but since you never understand him cause he just mumbles and has a thick accent. you never know what to do. If only i had clear instructions in this course it would have been so much easier.,2.0,5.0,Kojo Saffu
160,Worst Prof at Brock. Not clear at all and for the 2 hour lecture he goes the entire 2 hours without a break. I think he lacks common sense and teaching abilities! AVOID him at all costs,1.0,5.0,Kojo Saffu
161,Big nope. Professors make a big difference in how do you at school and this prof changed mine for the worst! Avoid at all costs,1.0,5.0,Anne Quema
162,"i did not enjoy her class. she wants the best for her students but is also very rude and only accepts her way of way of writing and let me tell you it's different and very complex. she portrays a very judgemental vibe and does not make room for mistakes, would not recommend!",1.0,4.0,Anne Quema
163,Horrible.,1.0,5.0,Anne Quema
164,really horrible experience. tough marker and class expectations are unclear this course is an woman and gender course and she marks it as if it is english. doesn't seem to care about content of paper only how your grammar is :(,1.0,5.0,Anne Quema
165,Way too  angry about gender and ambiguous.,1.5,5.0,Anne Quema
166,"heard this was an easier course but it ended up being the worst grade ive got so far in uni, he lectured & you had to write down what he said but he spoke so fast so its hard to get everything down. With the textbook readings and the novel, and with the course content itself was not easy. i had to do my midterm while packing to go home for covid-19",1.0,4.0,Wayne Fife
167,"His grading standards make no sense. He gave me an 80ish on the final paper while giving a friend with a similar quality essay less than 10%, and told them that intro and conclusion paragraphs are ""filler"". I had both of those, as is standard essay convention. Grading seems totally arbitrary.",1.0,5.0,Wayne Fife
168,He made little effort to move to the online format after the university was shut for the pandemic and I had far better instruction from a per-course instructor than I did with this tenured professor online. The final essay required was of a topic posted from notes posted online because he couldn't figure out a way to use d2L effectively. Pathetic.,1.0,3.0,Wayne Fife
169,"I would not recommend Wayne Fife. His exams were not bad but then our final assessment was changed to a final essay. The majority of our class failed his essay (in an introductory course), which was based on material he did not teach. He was so arrogant in his emails. We are in a global pandemic and he has been the least bit accommodating.",1.0,4.0,Wayne Fife
170,"I worked at the Breezeway and Wayne was a regular. He acted like he was the only person in the world. Super rude and condescending. Very arrogant. I dont know how many more words I can use to describe my distaste for this man. 0/10, would not recommend.",1.0,5.0,Wayne Fife
171,"As an undergrad prof he may be different, but at a graduate level hes awful. Not open to any other views than what he conceived when doing his work in the 1980s. Quick to try and tell students theyre flat out wrong without offering the option for critical thought and dialogue. Vicious in written/email responses and indifferent in person. F-.",2.0,3.0,Wayne Fife
172,"Better be good at spelling, and writing. very tough grader, AVOID at all costs.",1.5,5.0,Wayne Fife
173,"The hardest marker I've ever encountered! The course was interesting and rather easy. I would get nearly every true/false, multiple choice and fill in correct on the tests, but he was very unclear of what he wanted in the long answer questions.Definitely suggest avoiding him, he was also rude to anyone who wasn't in love with the course (like me!).",2.0,5.0,Wayne Fife
174,What a bad class. I cant imagine why people give good grades. He gives you cases and sends you off assuming you know every concept. Once you give a 45 min presentation the next hour is about tearing down all you did wrong. DO NOT TAKE. I have a 3.8 GPA in finance classes and struggle in this class. Professor is horrible.,1.0,5.0,Km Haddad
175,"Stay away from this professor. The littlest things you do during the exam like, stay on a question a little longer, look at your notes for more than couple seconds, use your calculator for more than couple seconds he'll give you an F and sends your CSRR and ruins your future. he did that to more 30 than students a class 80.",1.0,3.0,Km Haddad
176,"I had to take this class for major credit and I'm stuck having to retake it. He doesn't teach other than boring recorded lectures that are confusing and don't give a good grasp of concepts. He doesn't give a study guide and tells you to use Mindtap to study for exams, no help from him. Mindtap heavy, 40% of your grade and you have to google a ton.",2.0,3.0,Km Haddad
177,"terrible class, will report entire class for cheating. dont take",1.0,5.0,Km Haddad
178,I got a 25% on the second test and I am a A/B student. This class is horrible. avoid it,1.0,5.0,Km Haddad
179,"If you take Haddad/Badrinath be prepared for a dramatic semester. Go to A+ review, use Chegg and try to buy/get the website A+ created called, ""Finzter"" it's textbook specific and helps you get a perfect score. Take hw and quizzes seriously. GRADE BREAKDOWN HW 20% Quizzes 20% #1 Midterm 20% #2 20% #3 20%",1.0,4.0,Km Haddad
180,DO NOT TAKE. Horrible Karen professor,1.0,5.0,Km Haddad
181,"Haddad is not a terrible teacher. BA323 is relatively challenging, and it being moved to completely online made it worse. Watching his lectures will bore you to death, but he's fair with his grading. Try to ace the hw and quizzes in the online txtbook, 40% of your grade depends on it. Use the textbook's tools instead of blackboard and you'll pass.",2.0,4.0,Km Haddad
182,"Extremely hard professor. The homework was difficult and his lectures in class are of no help. He has a heavy accent also. You will have to teach yourself the coursework, I used Chegg. I did NOT like him personally, he really doesn't like to help students, either doesn't care or really loves the saying ""tough luck."" Also never responds to emails.",1.0,5.0,Km Haddad
183,"From the first day of class, you will be ready to face tons of homework, useless lectures, and very likely the darkest period of your life. There's lots of things this professor care about, such as his career and his fortune, but how students feel and learn is definitely off the list.",1.0,5.0,Km Haddad
184,"One of the hardest classes I took at San Diego State University. I am not sure if I just did not understand the material or if it was because of Professor Haddad but the tests seemed way different from the homework. Lectures were hard to follow and sometimes irrelevant to the applied concepts. Lots of homework, fully online. I barely passed.",2.0,5.0,Km Haddad
185,"His class is not easy, especially when his lecture doesn't help at all, he can spend 30 mins to explain 1 year equal how many months, weeks, days, but no useful information from his lecture, be ready to study on your own.",1.0,5.0,Km Haddad
186,"I have no idea why would SDSU first decided to hire such professor, who is the most irresponsible and ridiculous professor ever. He apparently does not understand how to talk with students, and his way of teaching was autarchic. No one in my class ever like him, please resign yourself if you have any consciousness left in you!",1.0,5.0,Km Haddad
187,He was a really tough professor. I ended up teaching myself everything at home because I didn't learn anything during lecture. The homework was really difficult and took a LONG time to complete. I received a B on the first test and F's on the last two tests. Do well on all the homework and quizzes. I pulled a B because it was curved at the end.,2.0,4.0,Km Haddad
188,he is tooooo smart to teach he's not on our level,1.5,4.0,Bret Findley
189,"this class is a big part of why I am doing****ty at college.  Last exam scaled was a 69.... Good luck, and may I never have him again!",2.0,5.0,Bret Findley
190,No Comments,1.5,4.0,Bret Findley
191,No Comments,2.0,4.0,Debbie S Smith
192,"Professor Reifler is a nice guy, but he gives way too much work. A bunch of people in my class dropped it because of the workload. Get ready for hundreds of pages of reading at a time because he puts all material on the tests. Very picky when grading essays too.",2.0,4.0,S. Reifler
193,"never take this guy. Too much homework, loves talking about nonsense. The absolute WORST",1.0,4.0,S. Reifler
194,"This prof always has a bad attitude and expects the worst out of everyone, very negative. Half the work in her class seems pointless. By far the worst prof I have ever had in university I don't how she is the head of her department....",1.0,3.0,Erin Beveridge
195,"Erin does not care about anyone other than herself, she always believes she is the smartest person in the room. I have never struggled in a math class yet finished with a C+ when I did ask her for help she asked me if I had a learning disability since I had messed up some notation. She is an awful person and would avoid her at all costs.",1.0,5.0,Erin Beveridge
196,"Erin does not want you to succeed! She has straight up told the class she does not expect anyone to finish her exams. She purposely does not give anyone enough time to finish her exams. As well do not expect to get anything graded right away, she took nearly three weeks to hand marks back.",1.0,4.0,Erin Beveridge
197,"She is not very understanding and she likes to think she knows everyone's life story, when it comes to personal issues. you are on your own. School wise she has no regard for people who are a bit slower and she often has a ""oh well that's too bad"" kind of attitude towards your issues.",1.0,4.0,Erin Beveridge
198,Erin expects us to drop everything for this class. She also gives a very heavy workload with short notice of due dates. Marking takes a long time in her class. She does not seem to care about students and seems annoyed if they do not understand. Participation in class is a must. There is also not enough time to complete midterms or final exams.,1.0,4.0,Erin Beveridge
199,Goes off topic in classes easily where we barely learn in the class setting. Skips tons of steps when teaching then seems to gets annoyed if everyone is confused. Posts everything last minute and expects everyone do drop everything for the classes.,1.0,3.0,Erin Beveridge
200,"Erin is the worst professor at this school. She is inconsistent with her expectations and does not care about the students. She refuses to accommodate students who need to move a test because of a ""policy"" which, upon talking to the head of the math department, isn't a real policy. She does not want students to pass this class.",1.0,4.0,Erin Beveridge
201,"She will take advantage of times when she knows students aren't going to do well and will have a quiz then (middle of midterms, day before/after reading week) which most professors are nice enough to not do, calls students dumb, does not give me help whenever I ask. She doesn't seem to want students to succeed",1.0,3.0,Erin Beveridge
202,"Erin is late to every class, never responds to emails, and if you need help for anything after class or outside off class in general you cannot count on Erin to be there because 100% she will not be. She means well but if you have the choice to have a different professor do it. Guarantee your grade will be 5-10% lower because she is the prof.",1.0,4.0,Erin Beveridge
203,Time allowed is unrealistic and she has trouble with her temper. Thinks everyone should be at a 400 level in math for a 100 level course,1.0,4.0,Erin Beveridge
204,"Worst prof at unbc, AVOID taking any of her classes. She doesn't help or teach properly. All she cares is about her cat and even her daughter doesn't want to take her class. She teaches to fast and wants to go home and sleep... HORRIBLE PROF!!!",1.0,5.0,Erin Beveridge
205,"Erin's lectures are awful. She whips through them as fast as she can, usually not bothering to work things all the way out or stop and explain things. Like she'll skip steps the first time she shows an example of something. She designs her midterms so that you barely have enough time to write them, forget checking it over or time to workthings out.",2.0,4.0,Erin Beveridge
206,She goes through the class extremely fast. She went through at least 4 lessons in less than an hour.,1.0,4.0,Erin Beveridge
207,She is the worst teacher i have ever endured... A pretty horrible person as well. make you hate school.. i had to retake her course with another teacher and got an A.,1.0,5.0,Erin Beveridge
208,Very rude and egotistical.,1.0,1.0,Jenna Hennebry
209,Unprofessional and rude,1.0,3.0,Jenna Hennebry
210,"STAY AWAY! By far the worst class ever taken. Content was boring, didn't learn anything, prof was always late. Didn't find her funny or entertaining, she seemed rude to students who asked questions. Avoid.",1.0,3.0,Jenna Hennebry
211,"Had this prof for my PhD. She made fun of students, and would attack people if they questioned her. No grading feedback the whole term. She seems to have a big ego. I'm super skeptical about the 7 separate 5/5 glowing reviews submitted on the same date January, 10th. Didn't feel I learned anything, and that's the worst part of all.",1.0,1.0,Jenna Hennebry
212,"This is the worst professor I have ever had. She is very disorganized, unclear, won't respond to emails, switches dates, impossible to know what the expectations actually are. She is also very rude to students, snippy, and disrespectful. Her attitude is really bad, and makes it clear she doesn't want to teach the course. Soul crushing experience.",1.0,5.0,Jenna Hennebry
213,"Adjusted class time to start 0.5 hr later, causing the class to run 30-60 min overtime often. Over the term, students contacted her with questions for assignments. Never received responses 95% of the time. 100% NO COMMUNICATION up to assignment deadline.s Promised samples/explanations never supplied. Heavily biased. Inability to be dispassionate.",2.0,2.0,Jenna Hennebry
214,The best the CS department has to offer. Clearly the best by far.,1.0,5.0,Jenna Hennebry
215,Walked out on a presentation to take a phone call,1.5,5.0,Jenna Hennebry
216,"Nice guy, but not the greatest teacher. A third of his final exam was based on the last chapter of the book, which was only covered in a makeup class where only a few people went due to last minute scheduling and was never in any tutorials or assignment. He's better than other people teaching this course and better than some Concordia profs",2.0,4.0,Dhrubajyoti Goswami
217,"He speaks with a lisp and is hard to understand. He will get stuck in mid word very often, but you'll get used to it after a few weeks. Final exam wasn't hard. In general not a good teacher. Doesn't post course notes and his lectures are long and excruciatingly dull. Wouldn't want to take any more courses with him.",1.5,5.0,Dhrubajyoti Goswami
218,"When a teacher answers you ""I don't know"", then will you really call him teacher?",1.0,5.0,Dhrubajyoti Goswami
219,Very bad prof. Doesn't know how to teach. Insults you. You wil not understand what he is saying. You will want to avoid this guy at ALL COSTS.,1.0,5.0,Dhrubajyoti Goswami
220,"Not a very good lecturer. Not always very helpfull one on one either. Often answers ""I don't know"" to questions about the assignments, without any promise to get back to you.",1.5,4.0,Dhrubajyoti Goswami
221,"These kind of person, we should not even call them teachers, yet I don't know why they are hired as a teacher.",1.0,5.0,Dhrubajyoti Goswami
222,He is professional. But his teaching skill is the problem obviously.,1.5,5.0,Dhrubajyoti Goswami
223,I didn't understand anything in this course from his lectures.  Albeit he's a really really nice guy...the teacher leaves a bit to be desired.  I'm just happy I passed and got my credits.  It's as if I never took this class...it feels weird...,2.0,4.0,Dhrubajyoti Goswami
224,As a third year ID student I feel that it is necessary to look back on profs I have had. Harry was definitely the safe bet for me. I chose him for 3/4 drawings classes and to be quite honest with you I did not learn much. He was very repetitive with his content and got called out by many students for his remarks and lack of effort. 4/10,2.0,3.0,Harry Mahler
225,Just a poor teacher. He taught like 3 of my classes at OCADU. Comes unprepared. Walks around the room and says offensive comments to models and students. Uninspiring. Shows you work of his he did 20 years ago. Obviously biased grades. Not much else to say.,1.0,1.0,Harry Mahler
226,"Honestly, I dont understand how he is still able to teach at OCADU. He uses the same old boring slides every year, and every semester. They are not useful, and he puts no effort in delivering updated content and techniques to his students. He is always late for his classes, and unprepared. He's also very arrogant! Horrible teacher.",1.5,3.0,Harry Mahler
227,"He is an artist. Those ideas came from his dream cannot always become reality, but he does not listen to you. It feels like insulting eng discipline. However, he thinks he's amazing, and wish you to be the same. I suggest him to stay within his own knowledge domain, and make judgement when he really understand what is going on. ",2.0,1.0,Harry Mahler
228,He sucks! He's just a styling teacher that tells you not to style. He wants you to only think like him.,1.0,1.0,Harry Mahler
229,He wants his students to stay within his knowledge. does not want you to explore new possibilities. always discourages new ideas.,1.0,3.0,Harry Mahler
230,shouldn't be a teacher.,1.0,1.0,Harry Mahler
231,Shes an organic freak,1.0,3.0,Joey Noble
232,so boring. so boring the whole class falls asleep within the hour,1.0,5.0,Calvin Roskelley
233,"An independent study class. There's far too much noise in classroom. Prof doesn't do much but stand around at computer talking. Little help is given, but there are tutors. Online program used for math is horrible, not very good at ""teaching"" you how to do the math. If you need a teacher, do not take this class, not much help is given here.",2.0,4.0,Eugenie Trow
234,"She seems like a sweetheart but this class was a mess. She spoke so softly in class I could never hear her and let student talk over her constantly making it impossible to follow. When class went virtual she didnt even try to use zoom and just posted her lectures with audio, most of which didnt work. Assignments were simple but tests were tricky",2.0,3.0,Cameron Walker
235,"The book she had us read is quite captivating honestly. The lectures are a bit boring, but the book is the source of the test and assignments, easy A as long as you read. I recommend her. She's super passionate and caring. She has assignments almost every week based on the book, so do them for easy points :) Take her!",2.0,1.0,Cameron Walker
236,"Super boring, but she really means well. She is passionate about the subject and answers any questions you might have but it's just lectures and lectures. It's only midterm, final, and essay that are really graded. there is assignments and discussion posts, super easy so do them to get that bread!! but easy a (:",2.0,1.0,Cameron Walker
237,This is the worst teacher I have ever experienced!   EVER!!!  She is disorganized and rude and all she cares about are her political agendas.   Her lectures do not make any sense at all!    She has picked two people in our class that she hates obviously and she is semi abusive to them.    We have no clue what the assignments or tests are about!,1.0,3.0,Cameron Walker
238,This was the worst stats class I have ever taken due to the teachers poor teaching ability. Know your notes for lecture because that be the exam. The homework is useless and only graded in the sense that he checks that you did most of it. I am sad that this was part of the curriculum because I didnt learn anything as i have already taken grad stat,1.0,4.0,James Ciecka
239,Brilliant guy but terrible teacher. He made students feel stupid when they asked questions and huge curve due to poor teaching ability. I would not recommend anyone having him as a teacher.,1.0,5.0,James Ciecka
240,"Stat/Math can be a hard topic if you've been out of school for awhile, however the professor makes it extremely difficult to feel like you get it. The hw and test questions were confusing. I had 3 different tutors, and they even seemed confused about what he was asking. Class avg for exams was 50% I think that says a lot about his teaching ability.",2.0,4.0,James Ciecka
241,"The class is easy, yet he makes it more difficult, and he doesnt cover the important stuff like hypothesis testing etc. Instead of teaching us how to do hypothesis testing and regression, he makes you memorize stuff like newton date of birth, bernolli etc, like its really a hestory class but fails to teach proper stats. Skip him he'll confuse you.",1.0,5.0,James Ciecka
242,Test are not similar to what he gives in class. Book is useless. He teaches quant as if it was a history class.,1.0,5.0,James Ciecka
243,Not interested in helping you learn.  Moves very fast in class lectures.  Needs to retire.,1.0,5.0,James Ciecka
244,"Brilliant, but cursed with a burden of not being able to teach the material to students without an extensive math background.  I took Stats and Calculus in Undergrad and earned A's in each course, far from the case in this class.  In order to succeed you must have a strong math background, visit his office hours frequently and take perfect notes. ",1.0,5.0,James Ciecka
245,"He goes through material so quickly that he losses the majority of the class. Even worse, if you ask a question he makes you feel dumb while he answers it. The only thing that saved my grade was a take home final so I could work on it over 10 hours. He's hard to get in touch with and doesn't really answer your questions.",2.0,5.0,James Ciecka
246,"As already stated, class is very hard for all backgrounds excluding advanced mathematics. The guy is not helpful and flies over the material. Don't get behind, study hard and work on all home-works. This guy has to be a PhD professor, not MBA's. I hated Calculus and Statistics before, I hate it even more after this class. That alone says enough.",2.0,5.0,James Ciecka
247,Stay away unless you have extensive math and econ background.,1.5,5.0,James Ciecka
248,Dry lectures - reads from slides. Common sense content. Labs are unorganized and chaotic. Labs and midterm marked super easy. No exam.,2.0,1.0,Massimo Marcone
249,"Terrible prof., not very helpful at all and pretty much has you read the entire textbook as a substitute for actually teaching. Extremely annoying, sends pointless emails every week on how great he is. AVOID AT ALL COST.",2.0,3.0,Massimo Marcone
250,"Do NOT take this class as a gen-ed, it is one of the hardest gen-eds I've ever taken. I took it to get an extra few credits. It is not worth it, don't waste your time. All the quizzes and exams are so difficult for no reason, and you have to give full attention to lectures or you won't pass- it's not enough to just attend class.",1.0,4.0,Kevin Hagopian
251,"Disregard everything you heard about this course, DO NOT TAKE THIS AS YOUR GEN ED COURSE! It's not hard per-say, but it's more work than you would expect. You will do a ton of reading, more reading than watching movies. Lectures are very long and boring. Quizzes and exams are primarily on random things that are said in lecture.",1.0,4.0,Kevin Hagopian
252,"Kevin Hagopian loves films and sharing his vast knowledge. But he stands on stage and reads from a powerpoint for almost the entire class. He does show movies during class, but not movies most students would be interested in. While his class may be long and boring to most. He does know what he is talking about and does really love teaching.",1.0,3.0,Kevin Hagopian
253,"This man, within the first few weeks of classes, showed a documentary that showed real footage of people jumping off of the Golden Gate Bridge to commit with no warning of what we were about to see. People were getting up and leaving left and right. Everyone was visibly uncomfortable. He preaches about ethics, but doesn't practice it. Inexcusable.",1.0,4.0,Kevin Hagopian
254,"Don't take this class if you're looking for an easy A. Kev's got a lot of passion for the material, but you won't get much if you can't reciprocate a love for extremely esoteric concepts. Take lot of notes; they'll help with studying for the exam, and keep you awake as his droning voice threatens to lull you to sleep. Technical errors are frequent.",2.0,3.0,Kevin Hagopian
255,"OMG the most boring professor I have ever had. I have not stayed a whole class this semester. He is definitely a good professor and knows what he's talking about. If you love film, this class is for you. If you don't, DON'T take this class thinking its an easy A or just watching movies because its not. unbearable 2 hour long lectures and hard exams",1.0,4.0,Kevin Hagopian
256,"Seriously the worst teacher I've ever had. Exams are 90% about reading, which there is A LOT of. Exams are more concerned about wether you did the reading/came to class than if you learned anything. He's obviously full of himself and can be really condescending. He CANNOT lecture - literally reads off the slides & every other word is ""uh"" or ""ok"".",1.0,4.0,Kevin Hagopian
257,"Took this class because I heard it would be an easy A - but thats only if you have the other professor, apparently. Not sure how you could manage an A with this guy. He assigns 30-50 page readings weekly, and thats pretty much 9/10 what the tests are about. The movies are boring too. Do not take this class with him!",1.0,5.0,Kevin Hagopian
258,"What a God awful teacher Kevin Hagopian is. Kevin constantly pauses his sentences for 20 seconds to think of big words to use, which usually end up being quite simple ones. He is way too philosophical and almost nothing the guy says makes sense. I hope you read this Kevin because you are a horrible teacher. Change your ways!!!!!",1.0,5.0,Kevin Hagopian
259,"He does lecture (a new one) everyday in class so if you miss one day, your'e screwed. If you don't do the full 40 problems of homework everyday you will be lost. Doesn't care if people fail, he won't try and help you if you don't go to him first. His tests are very hard. If you cant dedicate 100% of time to this class, don't take it!",1.0,5.0,Jon Short
260,"Hardest professor my freshman year! Reviews? Non-existent. Knows what he's talking about? Absolutely, but his sarcasm gets to a limit. Answers homework problems? Sure, but only after you managed to understand a lesson after you did terrible the first time. Tests? Even if you're a math expert, Dr. Short's tests are very difficult.",1.0,5.0,Jon Short
261,"Probably my least favorite professor that I've had. His tests were harder than what I was prepared for, and he could be rude. At one point he told the class something like, ""If you're having a hard time, you should consider switching majors."" Would only explain things one way. Taught myself by reading the textbook. Went from an F to a C this way.",2.0,4.0,Jon Short
262,He expect student to understand the first time he explain something.. He does not like to explain how he got his answer. If you're  not good at catching on FAST you will fail! quiz every Friday( 10 points). Test are HARD! and nothing like the Homework or anything he goes over in class. This class stressed me OUT!  YES I FAIL. DO NOT TAKE HIM!,1.0,5.0,Jon Short
263,"Although Calculus is very difficult, he taught at very reasonable rate. I understood the material during class but his tests were extremely hard. Only had about 10-13 problems each test while there were only 3 tests plus a final. He used easy examples during lecture but put difficult questions on the test. I would not suggest taking him.",2.0,5.0,Jon Short
264,"I am really good at math- any kind- and this is the 2nd male math professor I have had at Sam and I don't understand him- nor did I understand the other one. If you understand the ""why"" and ""how"" in math then you will do great in this class I, however, don't and he doesn't ""help"" you unless you have a question. Office hours are ridiculous! ",1.5,4.0,Jon Short
265,"This class is very hard and it kinda seemed like he wanted us to fail. The unfair thing was that he taught us something 1 day before the final, which is wrong. I think he should have thoughts about the class and how would the students feel but he kind of tortured us all the way through.",2.0,5.0,David Wolber
266,"NEVER TAKE HIM. I don't know how he has such a good rating on rate my professor. He makes concepts really confusing and every 3 weeks there is a midterm or a big project due. There are 5 big projects, 3 midterms, and a final. His midterms can never be completed as they are very lengthy. He hardly provides feedback. He only reads his slides.",1.0,5.0,David Wolber
267,"May be a former department chair and may have experience, but he was not a helpful professor. First day of class, he did not mention computers as his interests, and his lectures were really vague. His slides were not specific, did not have any real terms or code, and he had analogies and examples that made the concepts harder to understand.",1.0,4.0,David Wolber
268,"Knows his stuff but does not do a good job teaching the material, and does not become truly hands on until you are in desperate need for it. Goes on tangents a lot and expects you to know things beforehand. Powerpoint slides never went in to depth. Had to Pass/No Pass this class",1.0,4.0,David Wolber
269,"nice guy, always pushing due dates back, sometimes forgets how to program himself, sometimes uses analogies that further complicate the concept, forgets to silence his cell phone, interrupts class to greet tardy students, but gets the job done.  His tests are very awkwardly worded and unclear.",2.0,2.0,David Wolber
270,"She is very intelligent teacher. She knows what she talks about her subject, but she is the most meanest teacher I have met at Foothill College. I wish she could be a little nice to students and treat them like adults.",2.0,4.0,Kathleen Duncan
271,"I don't even know where to begin with how terrible she is. She is so unorganized its ridiculous, her due dates are not consistent, she makes you feel stupid when it her fault that students aren't understanding. Her lectures are confusing and although she does offer extra credit but she never got around to grading it so it wasn't added to our grades",1.0,5.0,Kathleen Duncan
272,"Are you familiar with Dolores Umbridge from Harry Potter? Ms. Duncan will go out of her way to embarrass her students and she DOES pick her favorites. I took this class with my little brother, week two we were already on our tip toes. She is a super tough grader, managed a B purely due to study groups. More than 3 minutes late? Stay home. Mean rude",1.0,4.0,Kathleen Duncan
273,"First off, she's VERY condescending.  I mean she won't be afraid to announce to the class that you are a ""failure.""  Second, she expects students to show up on the weekends even when there is no class that day.  It's almost as if she decides who passes and who does not pass!  Most unorganized and unprofessional professor on campus.",1.0,5.0,Kathleen Duncan
274,"Please, do yourself a favor and DONT TAKE HER! She REQUIRES people to come into class on the weekends, and if you don't you will fail.  People work on the weekends!  Many, many people complain about her,  she is probably the WORST prof at foothill I've ever had.  No one is as bad as her.  Please don't get entangled in this mess, it will save you!",1.0,5.0,Kathleen Duncan
275,"Shes a pretty fair grader, lots of extra credit. Multiple choice and practice exams. This class is crammed with too much material however. She is disorganized and halfway through the quarter it's hard to keep track of everything she's assigning you.",1.0,5.0,Kathleen Duncan
276,"I got an A. This was the most frustrating class I have ever taken. She is one of the most condescending people I have ever met. Embarrassed students in front of the class, graded on the dumbest most nit picky things, unrealistic expectations, and very disorganized. I never once opened my textbook. She does provide lots of practice work.",2.0,4.0,Kathleen Duncan
277,"Don't take her class, seriously. She is sometimes very harsh on students and she  gets angry easily. Once you made a mistake, she will keep an eye on you and bust you every time you make mistake. Sometimes, she makes you feel like you know nothing at all.",1.0,3.0,Kathleen Duncan
278,1. very condescending + rude 2. doesn't believe in learning diabilities; generally ableist 3. instructions are not clear  4. claimed people on here just hated her b/c they didnt want to do work... i never payed attention or studied more than 10 minutes and i (currently) have a 95% in the class.. 5. don't take this class unless you have to,2.0,3.0,Kathleen Duncan
279,"She is extraordinarily unorganized. Her website(etudes) is a mess. Everything is jumbled up and she does not give clear dates for when things are due. In class she is always talking about how people should behave in order to do well like ""if you don't study, you'll fail"" that kinda thing. But IF SHE IS NOT ORGANIZED AT ALL NO ONE CAN UNDERSTAND HER",2.0,3.0,Kathleen Duncan
280,She is the worst professor I have ever metshe doesn't respect student and humiliate student in front of everyone else,1.0,5.0,Kathleen Duncan
281,"I don't know if she just changed the course but there is too much work for a LIB 100 class. She managed to put 9 papers, a test, 6 POP quizzes, and a presentation project at the end. And if you miss 6 or more classes you fail the class. I don't understand why she decided to make this semester so difficult. This is your warning!",1.0,5.0,LeaAnn Tibbe
282,"Nice, but talks to her students a bit too much like a kindergarten teacher would talk.  She didn't put any of the quizzes on the syllabus which kind of sucked and in my opinion is unfair.  She grades hard on the paper...HELLO, it is a LIBERAL STUDIES class...NOT a WRITING CLASS.  She also makes it clear who she doesn't like at times.",1.5,1.0,LeaAnn Tibbe
283,"For being the head of the department, she sure is unhelpful.",1.5,3.0,Greta Trautmann
284,"The class was fun, but I have to say, I don't think I learned much of anything.  There is a BIG emphasis on listening, which is good.  I feel less confident in my ability to speak leaving the class than I did coming into it.",2.0,2.0,Greta Trautmann
285,"This professor is a f-ing joke. If you want to take a fluff class and learn nothing, take her class. ItÂ´s true, sheÂ´s hilarious! Hilariously unorganized, undedicated, unprofessional.",1.0,1.0,Greta Trautmann
286,Avoid him total jerk,1.5,5.0,David Karpovich
287,"When I took him, I found the lecture material's quite confusing.When I went to the office to get assistance he helped me but he seemed afraid.",2.0,4.0,David Karpovich
288,I'd rather impale my eyes with an ice pick than bother with her again.,1.0,5.0,Susan Carlton
289,"This class is for those who want an easy A on material that is easily digestible. Show up, read, and you'll be fine. For those who want a stimulating and intellectually challenging class, DO NOT TAKE THIS. The lectures she gives are such a disservice to the novels we read because she summarizes it and doesn't offer anything new. So boring.",2.0,1.0,Laurie Edson
290,Even though I went to most lectures I feel like I learned a lot more from the book than lecture. He's clearly a smart guy but lectures just weren't super engaging or organized (I had it at 8 a.m. which didn't help). Start reading early so you're not left reading an entire textbook the night before the test. Grade based only on midterm and final,2.0,4.0,Russell Revlin
291,"Revlin is a nice guy. He is smart and knowledgable in psych. He helps you in office hours if you go. However, his tests are ridiculous. He takes concepts from outside of the classroom and expects students to study things that are not taught in class. If you can stay away, I would.",2.0,5.0,Russell Revlin
292,"did not like this man at all. when asked where certain topics were in HIS OWN BOOK THAT HE WROTE HIMSELF he simply said i don't know somewhere near the end probably. his slides are only helpful if you copy down everything on them and everything he says or take pictures of them and find the terms on them in the book. Tests are hard, class is boring.",1.5,4.0,Russell Revlin
293,"This class was really hard. Reading is REQUIRED but for me, it was just boring. All of it. He doesn't post lectures online (then again, so many teachers don't) & SKIPS THROUGH most of the slides in class. He wrote the textbook and to me just seems really pompous and unapproachable. I wish I would've dropped it when I had the chance!! DO NOT TAKE!!!",1.0,5.0,Russell Revlin
294,"Lectures are disorganized and don't even come close to covering all the material on the exams. The textbook is great though. You need to read it to even pass, as you will be tested on the entire thing. Revlin seems like a nice guy but blew me off when I tried to meet with him outside of class (to be fair, it was during dead week).",1.5,4.0,Russell Revlin
295,"Exams are very tricky. The ""study questions"" in the slideshows don't help very much and have almost nothing to do with the exams.",2.0,5.0,Joe Loturco
