text,label
"As a Human Resources major I was very disappointed. Her lectures are rushed and vague, her online tests have nothing to do with the slides she presents, and the criteria for the group project is illogical. It's not a difficult class, but she doesn't know what she's talking about. Needless to say, I expected more from a PhD in Human Resources.",0
"fels does not know what she is teaching, our class average for midterm exam was 45% while other classes had 60%. for the final, she put a short answer while no other class had it, she also made us watch 2-3 hours of youtube videos and study all case studies and noother class had to. she also counts 5% of participation mark for tweeting",0
"A very nice professor. Plus, he would make a very good artist (his diagrams were always well rendered). I took his class years ago and enjoyed his teaching and personality very much.",1
"Overrall great teacher! He wants you to learn so you do have to put some effort but there is no reason you should not pass this class. He is really helpful, gives extra credit and will do whatever he can to make sure you pass",1
"Mrs. Noland is the best teacher I've ever had at CPCC and I've grown in so many ways and have learned so much from her class. She's so hilarious (like really hilarious) and I looked forward to going to class. Her homework load is light and as long as you do all the requirements (speeches, oulines, etc.), you'll do great in the class.110% Recommend!",1
"I had Dr. Strange for Conservation, a class he created.  Incredible!!  This was one of the best classes I have taken at UT.  Dr. Strange is funny, passionate, engaging and a downright blast.  I learned so much in this class.  Don't miss this one!!",1
"Great professor! Very interesting; obvious that he really cared about the subject (novels from the modern period) and the students. Gave a variety of assignments which really helped to learn the material in different ways, leading to deeper learning. Very fair grader, and always willing to help if you need it. Gave extensive and helpful feedback!",1
"very smart, gives good notes, class is so boring though only downside",1
"Tons of reading and about two hours worth of lectures to watch before class. Overall hes a good professor and pretty easy if you can manage all his readings. He will ask questions about them and his midterm/final are a combination of the reading and lectures. If you pay attention, youll do well.",1
"Awesome instructor with bad accounting jokes, but they help make the material memorable. You have to do the homework because the class lectures cover the assignments and tie them into the concepts covered in the chapters. Professor Hurley tries to pace the course progress off how well the class is learning the material. Highly recommend.",1
"Carson grades HEAVY on papers. Anything and everything on a paper. Good teacher just kind of bland and worries about how your papers are written. I would take again. Tries to be funny during his lectures just awk. However, if you want an easy A then he's the way to go.",1
"I loved McNiel, she made going to school very pleasant, I loved her class. She's super nice, funny and an educated woman. She is super understanding over people's fear of public speaking and helps you get through it, shes the professor you want for your speech elective credit",1
Mangone is obviously very passionate about what he teaches and really tries to make the information digestible. He puts all the information you need for exams on his PowerPoint slides and his tests tend to be easier than Liebig's to help your grade. His lectures are a little rushed but if you review the material you will likely be successful.,1
"i love this lady....  she is so sweet, understanding, and always willing to help you. Her discussion are very interesting. she has a good heart and only wants her students to succeed.",1
"Baughman is awesome. I've had three classes with him and I learned a lot in each of them...PLUS he's really funny and will always take some time to show his classes his newest favorite youtube video. Definitely a professor to take a class with at Bates, especially if you're interested in politics.",1
"Nice person, but not a good teacher. She is way scatter-brained but means well.",0
"DO NOT TAKE HIS CLASS! Very confusing and all over the place kind of teaching. His teaching is to give you 2 different textbooks and watch you tube video lectures-which he states not to pay too much attention to! Tests-essays on 450 pages of info but no specifics The ""reviews"" for the quiz/test are paragraphs and can't relate to the texts.",0
"Amazing professor! She's clear and nothing is ever confusing. She's energetic and you will never get bored with her. She's extremely helpful and will kindly assist you with any kind of questions. She's a joy to learn from, however, don't expect an easy A. It's a tough course and you really need to study and do the homework.",1
sometimes she doesnt regulate class discussions well which can be frustrating.,1
"I absolutely LOVED his class! He's super funny, and seems like a genuine guy. Really gets into the lesson and clearly knows his stuff. There's a lot of reading, but the two tests are not hard as long as you actually read. While he counts a lot on participation, he makes sure that even the quiet kids have a chance to speak.",1
"most unorganized teacher i have ever dealt with. Barely goes over topics, will talk more about things that do not pertain to the class than teach.",1
"One of the most unorganized professor I have ever experienced. Unclear answers when students ask questions. Assign homework, quizzes, and exams on materials we have not touched yet. Do not take this guy.",0
"Only take him Only if you absolutely DO NOT HAVE any other choice, if you do have  choices , please take somebody else. Stay away from this guy, he doesn't help at all.",0
i really enjoyed this class i took it this past semester in summer 1 i enjoyed this class and he was very caring and friendly i always sat inthe back next to joe and azata he gives the best stories,1
"He's a great teacher and you have two projects but you only present them to his TA, the only problem for me was I just wasn't interested in the material. The lectures are on blackboard but he has you do little like 2-3 sentence things every class just to make sure you're there.",1
Dr. Anderson is a great professor. He always emphasizes on working FOR the student. He makes learning Latin very easy to understand and is attentive to any problems you may have. It is obvious that he has a passion for what he does and makes the classroom (even online) a fun and safe environment. Highly recommend!,1
"Make sure to study the notes. If you understand the theory you will do well. He is very helpful and welcoming, but you need to be familiar with what you are wanting help with or he will talk over your head.",1
"I would never recommend anyone to take her class who is doing a gen ed or if you have any traditional views. She gives out many writing assigments, and also grades very unfairly on your own analyzations of the theories learned. She is a very young professor and a joke. Uconn really needs to get rid of her. I should've looked here before taking.",0
"Lisa is amazing!  To anyone taking the field seriously and capable of the workload, you will find the assignments extremely useful.  They are relevant and challenging, but absolutely worth it!  My favorite professor at BSU.  She still keeps in touch and is a true advocate for BSU students and students with disabilities.  Thank you Lisa!",1
"I really liked his portion of the class because he was very easy to listen to because he was just so lively and passionate about genetics, RNA in particular. I also really liked his slides because he underlined the key points which made it very easy to study off of for the exams. He is a great professor all around. Highly recommend!",1
"Lectures are detailed and clear with zero assumptions of prior knowledge of coding. Issues are resolved quickly and fairly. Restrictions on coding methods are extremely rare so if you do have experience coding with the language taught you won't be penalized for using techniques not taught in class. Overall, this is a well-taught course.",1
"Worst class and worst professor I've ever experienced. Incoherent, arrogant, insecure, condescending. There's nothing I learned in this class that I couldn't have picked up from reading the books by themselves. In short: a waste of time. Buyer beware.",0
He loves the sound of his own voice. Take another professor if you really wanna learn stats,0
"Professor Pittman, is really nice, but  she makes you work for a good grade. She does have a quiz everyday , but if you study really hard and read the material ahead you will pass. Her test are just the quizzes and essays.  Chapter quiz every Monday, essay Wed, and map Friday. Take if you are hard worker.",1
Professor McLendon was a excellent professor.  She explained what was expected clearly in her syllabus.  She graded papers in a respectable amount of time.  I would definitely take another course from Professor McLendon.,1
He's a really chill professor who wants to see everyone do well. Definitely make sure you go to class and try to participate!,1
"His grading criteria feels random. A paper a week (yes, theyre short, but theyre so frequent!). If your paper is perfect hell nitpick it and find problems anyway. I spent more time on homework in this class than for my 4k level classes. Even though it wasnt hard it was tedious.",0
He is a great professor! A lot of homework so prepare to work your butt off. Quiz every week but its a group quiz and its fairly easy. He grades pretty tough and is very helpful and always try to help you get obtain an A. Tests are long and hard but study the review sheet as they should be some what indentical. Great professor!,1
He is the best professor. He give one midterm exam and one final and both of them are home take. in the midterm you can do as many times you can and raise your grade. He usually look at the effort that students put in his midterm. He is simply awesome and care for his students.,1
"Professor Ratner has dry lectures if you are taking the hour long 3 x a week class. His presentation notes are helpful and necessary for tests. He is strict with cell phone use and computers are not allowed. He insists every student is on time, attends every class, and pays attention. His sarcasm is dry and somewhat insulting, be aware. He is ok.",1
"Very very nice man, but terrible professor. He does not know how to teach physics at all. Tries to be helpful, but is terrible at explaining things. Lecture heavy! Not much practice with equations, but thats what the exams are on.",0
His quirky persona makes the class very enjoyable. From day 1 he gave me a new lens to look at society through which i used in the course material as well as outside the course. Gives clear feedback and assisted me in my growth as a writer. A few papers (as usual in an English course) and a few free writes. Very approachable person and great class.,1
"Dr. Landrum is an amazing professor and he's really passionate about what he's teaching which kind of rubs off on the class. He's funny, makes stuff relatable, and super nice to his students. Don't take this if you don't like reading, though. He expects you to do your reading and you get quizzed on it. Tough, but you definitely learn a lot.",1
Professor Jefferies was amazing. I learned so much from taking his course and it helped set the stone for my programming foundation. I wish I would've taken his course prior to taking the JavaScript course as I feel this course are based upon the essentials when learning any new programming language,1
"She makes it as simple and clear as possible. Organic chemistry can be difficult for some people, but she will help you. She will encourage you to go to her ""office hours"" with questions. If you take her class, study hard, no other way around it. Study her power points well. Great teacher overall, I'll have her for Organic II next semester.",1
Mark Johnson is an AWESOME professor. He is helpful and honest with his feedback. He believes in his students. I also had accomaditons through the school and he went above and beyond to respect and help me throughout the ENTIER semester. You do have to read a ton. He is great and I highly recommend him to anyone! ,1
"Professor Meshelemiah is passionate about the study and practice of Social Work. She makes an effort to learn everyone's names and ensure that the class is involved and discussion heavy. The textbook is absolutely required and she assigns minimal homework. Great class, and I highly recommend the class and professor.",1
She is a very picky one and you definately know you earn your grade. She a nice ladie too.,1
"I've taken Physics and Intro to Solar System Astronomy with her. She's very interesting, and gives lots of great examples. Class is extremely interactive and she is incredibly quirky. Honest grader. Her English isn't perfect, but it doesn't take much to understand what she says. Encourages students to correct her grammatical errors. Very chill.",1
"I have taken this professor multiple times and have always loved her. She cares for her students, knows her material, and gives great feedback on papers. Much of her assignments are just for class participation, but they do require reading the textbooks. The rest of her homework is few and tests (3-4) are spread out.",1
"Worst professor ever. Very boring and unorganized lectures. Adam has zero passion and doesn't seem like he wants to be there. Equation sheets aren't allowed on tests, no partial credit and review days are a joke. Material isn't that difficult but tests are you're whole grade and he makes them as hard as he possibly can. Avoid this professor",0
"Just take his class to listen to his lectures.  The man's voice is like chocolate rubbed in your ear.  Loves having discussions about abstract (and thus, often difficult to follow for some) topics, but in the end you'll certainly broaden your intellectual horizons. Highly recommended.",1
"Professor Bowman is not only a great teacher, she is an amazing person. She listens to her students and cares about their lives. I would take any class that Bowman has. LOVED HER.",1
"shes nice but her teaching is bad, she's also hard grader, don't take her if you don't like math coz she doesn't know what she's teaching and IDK why GGC has someone like her",0
Excellent prof! Very clear and decidedly hot. :),1
"Truly an unnecessarily tough grader. During the corona virus crisis she did not lower her expectations of us, and additionally stated during class time that she would spend less time grading our work and would give us fewer comments on how to improve. Though through her words she acted sympathetic to her students, her actions spoke otherwise.",0
Intimidating. But knows exactly what he's doing. Incredible percussionist.,1
She is very sweet and a good portion of the textbook she goes over in power points in class. All the stuff she goes over in class are always on the test and if your not doing so well she allows a lot of extra credit,1
"okay, yes he is tough. But Wilson really WANTS each person to succeed. If you're willing to seek him out for help - help for ANYTHING:no matter how small - he makes the time to work with you on it. Loves to help you, but makes sure YOU do the work.",1
"Dr. B is a great professor, very inspiring. His grading may be confusing but it's very hard to fail his class, she give extra credit for EVERY EXAM .",1
"would take her again. she is a tough grader, extremely specific about apa. but she is clear in what she is looking for. her test questions are specific, but i guess technically they are fair overall. she gives all the info you need in the slides and when she talks you really need to listen. and she is super nice",1
Mrs. S is an absolute sweetheart! she is beyond dedicated to her students and works around the clock to help you achieve your goals. I never had a professor that was so caring to her students and truly helps you in whatever you need. As long as you work hard and follow directions you will be successful in her class! She has a great sense of humor!,1
"her class was pretty fun, and i think that she is cute, even though she is married.",1
No Comments,1
If you want to experience a condescending instructor who believes that the only way to test students is via hard essays this man is for you.  If you just want to learn and have a good experience avoid him like the plague.  If you take him dont ever miss class or he will fail you for not coming to hear his sermon.,0
"Professor Camarena talks about how he's huge on attendance, but he'll make you waste ur gas by missing several classes w/out emailing his students ahead of time. I think everybody takes his class because he's laid-back and isn't strict. You can use a calculator in this class.  HW 25% of ur grade and Quiz/Exams 50%",0
"Great professor, real world application",1
"The best professor I had at Cal. Truly a crystal clear speaker, and you can tell he really cares about the topics. Tests are fair. Wish I could've taken more classes with him.",1
"Really relaxed guy will work with you and understands that you have a life. Will not overload you and will go over and edit your paper with you. If you do what he requires you'll have an A. I will be taking 102 with him, great guy, you learn a lot!",1
I took Alex for Calc 2 and came in expecting to just get by but ended up doing much better than I imagined! She cares so much about her students and will go out of her way to help you and make sure you actually understand the material. I'd highly recommend her to anyone; she is by far the best prof I've had at Pitt!,1
He's flexible and helpful ,1
"Easy A to satisfy the GWAR requirement if u like writing creatively. 3 required readings, I found 2 online and Last of Her Name I didnt read. Dont really have to discuss readings so ur good. 5 easy quizzes, 2 short stories, peer reviews, presentation on a reading, and final portfolio (8 prompts, ur 2 stories, and 1 revised story). Def recommend!",1
"He is probably the best Spanish Profesor that I have ever had! He not only teaches you what you need to learn, but real world application for those of who really want to speak Spanish fluently!  He enjoys teaching and doesn't mind joking around. The tests are all standardized and I think he prepares you well. Attendance is a must for him!",1
"There's a quiz every week in this class. One midterm and one final. Two papers. Participation definitely matters and book is mandatory or he'll deduct points. He'll count every time you participate in class. His lectures are very long and tedious. Personally never paid attention, but you can tell he cares about his students. He'll help if you ask.",1
"I sincerely took several  aspects of this class for granted, especially the production aspect. I was one of the students who felt we were doing too much in the class. Now as a teacher, I realize  every aspect of the class was relevant. Well, the professor was kind enough to award me an A- despite my failure to submit assignments timely.",1
No Comments,1
Best professor in the department. Never learned so much and had fun doing it. Really enjoyed going to class.,1
"Prof. Appel is amazing! Was very specific when asking questions and takes the time to answer any questions, also was very helpful when going in for tutoring. HIGHLY recommend her if you're not good math because she made it so easy!",1
"Amazing prof, really down to Earth and cares a lot about his students' success. Lectures were very engaging, and Prof. Adve effectively created an environment where students felt comfortable to ask questions. Homework was designed with a good difficulty; it reinforced concepts while not being overly hard. Exams were fair, but had to work fast.",1
"His feedback seemed copied and pasted for each student. He is completely impersonal. He left almost no weekly notes. The reading was good for the most part-- a few utterly boring reads, but more often than not interesting and useful information. The assignments were often very easy.",0
I would avoid taking Eric for MTH162. He gets off topic and then speeds through the lecture because he doesn't manage time very well. He assigns an excess amount of homework that you'll have a quiz on and expects it all to be done by the next class. It'll be pretty much a self-taught class. Good luck.,0
VERY SINCERE IN HIS TEACHING QUALITIES,1
"If you do the short hw readings, class is simple. If not, no biggie unless there is a pop quiz but those aren't too hard. The tests are take home (but 12 page essays) and the in class test he gives you the question weeks beforehand and you bring notes. I got above a 97 on all tests, easy easy grader just use the lectures online!!",1
"I don't even know where to begin where to start with the guy. He is extremely friendly to all of his students, first of all. Whenever I see him outside the class, he always takes the time to chat. Secondly, he will do anything you think needs to be done to pass, especially during office hours. Overall, the best professor on campus, by far.",1
Grades like an English prof. but he makes class interesting and keeps everyone engaged.,1
Professor Young is the best MATH 211 professor ever. She explains things in ways that students can understand.,1
VERY VERY VERY hard. But a great teacher,1
"This is a very interesting and easy UGS. There are many grades that are gimme 100s. You must show up to weekly discussion sessions but they're easy and enjoyable. Lectures are optional. He is invested in his students, really cares about their questions, and wants to give you the tools to make your own decisions. Very fair and well taught course",1
"This class was simple and straight forward for some parts, and overly complicated for others.  It doesn't help that the teacher seems to want to talk more about monkeys to explain everything than practical information.",1
"Get ready to read, because his PPT slides only glance over what is on the exam. It is very book heavy and his study guides are just the topics you need to read in the book. Learn the terms and go to class because his lectures (although sometimes boring) are based on real life examples. Friendly fellow and takes feedback well.",1
Lisa assigns assignments with little to no direction. She requests that you go to peers for help instead of her. She grades tough- you get a C for doing exactly as she asks; you must go above and beyond to get any higher.,0
"She's amazing to watch teach. She's always enthusiastic when she comes in and her lectures aren't boring like most teachers in her subject. She is a challenge if your'e lazy, but if you stay on top of your work, she'll work with you.",1
Awesome course. Her notes were really clear and easy to refer back to when doing the problem sets. She gave us a bunch of practice midterms and finals which made a big difference. Super busy prof but she made our class the priority if we had questions outside of the lecture,1
Show up and take notes and you are good. You have to take notes by hand but it's not bad. He keeps things interesting and fun. I'm not a history person but he made this class very enjoyable.,1
"great teacher, keeps it interesting, VERY nice and helpful, will work with you if you need help, would take any of his class!!!!!!!!!!!",1
"Not sure what these students are talking about. The bad reviews are clearly from the people who don't want to work for their grade. This is nursing, what do you expect? If you can't handle the lectures, then you're not smart enough to be a nurse. She cares about her students and people are getting mad about the HESSI, it's her job, not her doing.",1
"Professor D'Sa is extremely smart in his field. There are two tests; both 25 questions and multiple choice. He is willing to help and will not trick you. He will tell you what is on the Exams, verbatim. He is the ONLY teacher that lets you use a financial calculator! Take advantage of that! Otherwise, formulas are not easy to memorize.",1
"Prof Richards is the coolest, nicest professor ever! I took his class but then changed my major so I didn't need his class anymore but I still decided to stay in it because he has such a great teaching style and is always very organized! Definitely one of the best professors at DSU!",1
"Quizzes are basically all trick questions. Multiple choice questions on the final are mainly straightforward, but some questions are tricky. The short answer questions on the final are about the most irrelevant details out of all the material that was covered (when you're studying, everything you think is useless is probably one of the questions).",0
"Pay attention in class and youll do fine. Do the extra credit, ask questions and theres no reason you cant get an A.",1
He one of the best teachers ever. You can listen to him clearly. Take notes. Mr. Furno is the reason I take notes to this day.,1
Mrs. Barclift is a great teacher! She is funny and you learn a lot from her stories about her past experiences in the field. She can be blunt and somewhat rude when she feels overwhelmed so if you need to talk to her about your grade be sure to do it when she's not overwhelmed. Overall she is a really good teacher and very easy going.,1
"Professor Monahan is the beginning, then end, the one who is many. He is Monahan. I transferred into Suffolk from SUNY Cortland, and he is the best professor I have ever had to date. Monahan Cares about every one of his students, and is always there when you need some advice. Overall, excellent professor, And will be continued in mgmt. :)",1
pretty funny guy. he'll keep you awake during lectures most of the time. listen and take notes during class and you won't have to panic while studying. buy only his little book that he writes ($20) and don't buy the textbook. that's all you need to do well,1
Mr. Newcomb is an amazing educator! He explains things very well and is patient. He gives great feedback! Tests are huge part of your grade so just make sure to do the homework and review! Ask questions when needed! He is hilarious and very personable.,1
"A bit hard to understand at times, but the class is not hard at all as long as you attend and pay attention. I am not an A student at all but this class was an easy A if you go to class and do the HW.",1
"The best professor for theology! He cares for students by understanding they have other classes. Need an extension or to miss a class b/c youre sick? No problem, just talk to him beforehand. He always checks in with the class to see if they understand the material or are feeling stressed. Explains the material to the simplest terms. Great teacher!",1
Do not take this class. You are paying to teach yourself. The professor does not teach and his LA's teach the course instead. Each LA will give you a different answer and you will end up confused and unsure. I regret having taken this course. The class is also extremely slow and not even the professor can give you a decent answer when you ask.,0
"Avoid this professor. Bad in every way. Rude, arrogant, hard to reach, and disorganized.",0
"She has a lot of personal experience under her belt. However, her grading is harsh, and her manner in class was very uncomfortable. For her I'm sure it feels like impassioned political discourse, but it comes off as mean and belittling. Unclear assignment criteria. Interesting but narrow range of topics discussed. Needs major changes to class model",0
"Shimizu is ok. Her lectures are scattered and sometimes incoherent, but she's definitely passionate about what she's saying. The grade consists of 2 papers, 1 essay final, and some pop quizzes. She is very strict about what the papers needs to be like, but I found that made the papers easier since you knew exactly what she was looking for.",1
I love Prof. Willmore! She is the best professor you can get for a foreign language. She is very very helpful and clear in instructions and what she expects from you. Her teaching style is awesome. She speaks in English and Spanish so it's never confusing or frustrating. Lots of homework on cengage but it's not that hard.,1
"This teacher is very difficult to get along with.  She is very demeaning to students and does not seem to want to help students learn.  She is a very hard grader, to the point I would say unfair.  If a small aspect of a lab write up is not exactly how she feels it should be, she will gouge your grade severely.  If you can avoid her DO SO!",0
3 mc exams on definitions found in the textbook. 5 easy hw assignments. he grades on participation and attendance but as long as you show up you'll be fine. he doesn't allow any electronics. you don't need to pay attention long as you memorize about 50 terms each exam. he's approachable and always willing to explain more. kinda boring lectures.,1
"Maybe an hour or two of homework per week. To get an A: - go to class - complete and understand the homework - the above will allow you to get good grades on the quizzes and tests If you dont get an A, you were probably too distracted by her attractiveness.",1
"Prof Jones likes to be called Randy. I took his Fine Art class and WSU Tri-Cities. While attendance was mandatory, you can really just zone out during class. He's really passionate about art and has some cool lecture points, but the lecture isn't at all in the exams. For the exam all that you need is re-read your hw which he corrects to perfection",0
"Incredibly boring lectures. I was able to teach myself out of the book and still do well in the class. The group project isn't too bad, but the directions are incredibly unclear and he had to be asked multiple times for things to become clear. Easy class if you read the slides and do practice problems. So boring though. ",0
"Incredibly easy class with clear cut grading criteria! Amazing and clear lectures: there were 8 lectures coupled with a quiz, 3 assignments that had to be done with a partner, and 1 midterm and 1 final. She provided a study guide for both exams and the week before she holds a review. I would take her again and highly recommend her to anyone!",1
"She is always upbeat and excited to teach, good at explaining and reviewing.",1
"Honestly, the only thing that really killed me was the final. There was so much information to study it was unrealistic. The teacher seemed really nice, though It was an online class so it's hard to really tell. But yeah, there's a lot of reading and a lot of information. Don't think I would recommend it.",0
Hands down the best professor I have ever had. Made me look at the world in a completely different way and changed my life!,1
He was the easiest professor and the most honest. He always tells you what to expect in the midterms and final. He gives handouts which basically outlines the class lecture. You don't need to go to class BUT he gives good examples that can help for the exams. Key ideas and examples are his thing. Not boring if you listen attentively. Really chill.,1
"Awesome professor. Very helpful, seems to truly care about her students. Notes are online, attendance isn't mandatory but you should go because sometimes she shows films and had worksheets. It's an easy and very interesting class. Take her",1
He often went off topic and his lecture slides were terrible. He clearly cares a lot about the material and the students but his lectures have nothing to do with what you're tested on. The multiple choice on both the midterm and the final was very difficult.,0
"I love Kristin.  She is very vibrent and really cares about helping all the students.  She is very fair y mas bonita.  Highly recomended for students just trying to get through the class and for students really interested in espanol. Muchas amor, siempre.",1
"Great music teacher, I don't know how he isn't famous.  From beg. to advanced, don't be afraid to take this course, music major or not.  He is helpful, only a few oral tests, but you'll learn more than you can imagine.  I learned more in 2 semesters on guitar than I have in 4 years.",1
"Dr. David G. Schuster gives awesome lectures. He is very passionate about the subject he teaches which makes the class all that more interesting. Only takes grades on four papers and two exams. Exams are all essay, so break out your pen.",1
Sweet guy. AWESOME CLASS!! EASIEST A EVER!!!!!! Quiet.  A lot of time to do your essays (could be 1 page as long as they were decent). Simple binder check at end. Lots of movies. Gets out early. Need the book. Can get away with missing 1 or 2 days. Not good if you want discussion or feedback on your work. WOULD RECOMMEND TO EVERYONE! Be respectful.,1
"Amazing prof. He really knew his stuff and made every class super interesting. Super caring, helpful, and gives away 25% on participation. Midterm was super straightforward, and the essay wasn't too bad either. Would definitely recommend if you like Medieval Studies.",1
Don't take her. It's hard to understand what she says during class. You mostly will have to teach yourself.,0
"Great professor! Took this class at SJSU and Kress was a nightmare, 100% better experience here. If you do all your homework you'll have no issue at all. Tests are all based off of the quizzes and he's nice and helpful! Taking again for 4B!",1
"He's a great teacher! totally recommend him to anyone! and hes has a great sense of humor which he uses to teach. As long as you do your work and pay attention in class you should get an A, no doubt! Great Teacher! I would take him again if i could :D",1
he knows his stuff. gives great notes. study notes for tests and quizes and get A's. can be a little boring tho.,1
HE IS VERY HELPFUL AND FUN ,1
"Mrs. S seems mean at first, but once you show her you are serious about nursing she will love you and help you with everything you need. I can see where some people might not like her, but if you give her a chance you won't want to leave her. I promise!!",1
"She is hands down my favorite teacher. She genuinely cares about her students, and constantly accepts feedback. I have learned and grown so much this semester with her. Absolutely the best! I will miss her next semester.",1
Amazing guy and teacher. He is funny and easy going and someone who actually cares about his students passing. He may spend a bit of time on examples but it is needed for a spreadsheet question. He shows you how to use Excel and take the easy way of calculating the problems instead of you using a calculator. More professors need to learn from him.,1
The class is hard. Read the book and don't get behind. His tests require a lot of writing and understanding of the material. He is the only E350 prof so you might as well do well the first time.,0
"What I liked most is the integration of cultural stories and personal experience that you cannot find in any textbook, that helped look at issues from a very, very different perspective. The only criticism is that this course covers too much. But I would recommend it to anyone interested in Islamic and Middle East studies.",1
"This man has a doctorate in accounting. If you were to look up the word ""accountant"" in the dictionary you'd probably see a picture of him. I highly recommend taking him if you ever plan on majoring in accounting in the future after NVCC. Attendance isn't mandatory for his lectures but I recommend you go.",1
Mr. Petro is an AMAZING math teacher. He truly cares for students to learn and provides a clear pathway for success. Get ready to learn and to work. If you don't put in the effort then you'll definitely fail. He is accessible and willing to answer questions so be ready with yours. My grade was solely due to my effort and not his teaching. Great guy,1
"Take notes and you'll do well on the quizzes. only gives about 3. for the papers, work hard because he is a hard grader. very nice and wants you to learn and understand what he is teaching.",1
"While mr. Fu is nice and is very knowledgeable about this subject, I feel like he is not a good teacher. I had a hard time understanding him because of his accent and broken English. He seems to prefer outdated ideas over modern ideas so beware of that. He doesn't give very good feedback either. I don't really recommend his classes.",0
"Mr. Hoover's 1020 was great. He's very patient, and will go over the material until you understand it. Always gives extra credit for the exams. He also goes over most of the homework. There's no reason to fail his class.",1
Seemed fair to me. Gave a redo on one quiz that the whole class struggled with as he felt is was too hard and not fair. Liked the class as we got to build a robot. It was a lot of work but learned a ton and had fun doing it.,1
Very nice and caring teacher and person. She will go out of her way to help you with personal problems or school problems. NUMBER 1.,1
This class is very hard but professor Aunave is such a sweetheart and helped me as much as possible. As a student taking French for the first time I would say it was extremely difficult even though I made my best effort. Its a small class with lots of talking and group activities. She can tell if your really trying and will grade accordingly. ,1
"This was by far the best experience I have had in college. Professor was knowledgeable, efficient, and sweet. Graded faster than lightning speed. Light coursework, brief assignments, and discussion boards. East tests. Lots of extra credit offered. Take her!!",1
Ms. Hunt is an awesome teacher. She makes the class a lot easier and funny. I would take her over and over again. We need more teachers like her.,1
"Professor Okten was a very caring professor, and it was evident that he wanted everyone to understand the material. Though the lectures were remote, he did a stellar job of explaining the concepts to the class. Some of the assignments were graded a bit tough, but he did a good job of explaining why things were graded how they were. Would recommend.",1
"His passion for the subject is so clear. He cares a lot for his students. It is  really intense course, but, if you show that you are trying, he will work with you.",1
She is a great professor. She will take her time explaining to make sure you understand. Her final exam is long: 30 long multiple choice questions and one essay. She prepares you well. She offered three reviews and was willing to answer every question.,1
"12 quizzes, 1/2 point each. drops 2 lowest. 3 assignments, 3 exams. Study the content of the assignments, go to class, and you will do good. This professor also uploads supplemental videos for you. goes above and beyond, very knowledgeable about SQL. TAKE HIM",1
Great teacher. Interesting. Very nice person. Made class easy to attend because it was not boring.,1
Lab reports are impossible. If you miss a lab or are late you are screwed. Five minutes after lab starts she wont let you turn anything in. She enjoys taking points of of everything. If you have an option do not take this professor.,0
"She is a very passionate teacher. She is also very caring and respects the students. However, her exams killed my grade. They are based on the book and while I read the book and even took notes from the book, I did poorly on the exams. Many other people in class had the same problem. Many of the questions are trick questions.",1
"I definitely liked her style, but if you're an art major- she will enforce her own style onto you, promoting no style for personal development. She also enforces her animation class quite a bit, and she can be very sensitive. Attendance is mandatory, no excuses. Overall, she is a good teacher, BUT- prepare yourself for her. She is a handful.",1
"Tabea is the best teacher I have ever had at NAIT. She is knowledgeable, puts effort into her lessons and really cares about her students. Leadership isn't always the most exciting course but she made it great!",1
"Ryan is funny and entertaining, and his lectures on creativity are interesting. However, in person, Ryan can be condescending and critical. Sometimes, criticism is constructive and based on facts. Other times, he just has his own opinion of how things should work. Frequently made me feel stupid in emails. Just be tougher than he is.",1
"He was a great professor, all his lectures were entertaining and made you reflect a lot on personal issues or something that may be going on with your life. Do all the homework and you'll pass with flying color, easy grader as long as your answer seems like there was effort put into it",1
"He's been in the game for a long time and I feel like he knows what he's talking about. The reason I gave him a 4 and not a 5 rating is because he's a really good teacher but he ain't perfect, I'll tell you that. P.S. But then again aren't we all...",1
"What a great professor! While this class is in a lecture hall, she still manages to interact with the students and answers individual questions. Plenty of extra credit is given if you show up to class. There are very few grades outside the tests, so it is important to study for them. However, Smith does provide study guides and TA study sessions.",1
3 open notes quizzes. Midterm and final are 3-4 essays each. Prompts are given ahead of time so you can memorize your essays. The most important thing is to write down EVERYTHING she says. Printing the slides is not enough. If you include all of the details she verbalizes on tests you'll get 10s easily. Don't get caught not reading hw. Easyish A/A-,1
"Great Prof. Very sweet, will try to help you as best she can. Definitely read the textbook if you want to do well and make good notes. This is not an easy class, but she is not unfair. Just study and read carefully and you'll do well.",1
She is very good at photography but not a great teacher. Will instruct clearly on how to do things in the Photo Lab but doesn't clearly explain things about photography. Very nice & helpful!,1
Ms. Louis is a good teacher. I just want to say that the test questions are not very good but Ms. Louis did inform me that she is working on improving them for us. :-),1
"HORRIBLE PROFESSOR! Does not respond to emails, does not fix mistakes in grades, and made one of the tests at the last minute! Would strongly not recommend this professor.",0
"After taking a long break from school, I'm glad I had Prof Blair coming back to academia. Prof Blair prepares her students to be ready to critically think through ideas, situations, and real world issues. It was an honor to have my creativity, thinking, and writing skills mentored under Prof Blair; and I'm sure you'll have a similar experience.",1
"Teacher makes you look forward to every class. You will learn a lot in the course, he is extremely helpful. If you go to class and do your work, you will receive a good grade. Highly recommended!",1
Great professor and very interesting class!,1
"Exams are from his lectures so obviously you cant skip classes if you want to do well. Pretty straightforward. Seems like a lot of online homework but its really not (its actually quite easy). I wish there wasnt a term paper involved but its not the worst thing ever. Basically just go to class, pay attention, take notes and youll do well.",1
