,text,quality,difficulty,prof_name
195,Excellent professor. He goes to great lengths to help his students. Definitely take him if you are an EE.,5.0,3.0,Steven Northrup
196,"If you are an EE major, this is the professor you want for EE205.  We were all better off in EE206.",5.0,2.0,Steven Northrup
197,"Best professor I've had by a long shot. He's very clear and makes sure you understand the material before he moves on. He's always willing to give you extra help outside of class when he's there. If you pay attention and do the homework, the exams are a piece of cake.",5.0,2.0,Steven Northrup
198,"Professor Liao was very helpful this semester, especially with the craziness of COVID going on. He was very clear, thorough, and would go back if needed. He will answer any questions you have, and would definitely recommend taking him.",5.0,2.0,Guo Jiao Liao
199,"Mr. Jiao is a great professor, will work with you if you need help. Show up to class, pay attention to lectures and you will most likely pass. He does a good job explaining lectures on power point. Overall a great understanding teacher.",4.0,3.0,Guo Jiao Liao
200,"All homework and quizzes are done online on a site you have to pay for. That's where the textbook is as well, but I never used it and passed. English is not his first language, so it may be difficult to understand what he says, but powerpoints are clear. Pay attention, show up to take notes and you'll pass. Hands out a clear syllabus.",3.0,3.0,Guo Jiao Liao
201,"He is a really straightforward professor who really cares for his students. Although his voice is really low, the class is basically self taught. The online homework examples do really help you understand the content better. Quizzes and Homework are online through MathXl. Take advantage of his office hours and you'll most definitely pass the class",5.0,2.0,Guo Jiao Liao
202,"A lot of online homework and quizzes. The textbook is also online. He is very nice but voice is low and monotone. All notes, pretty much reads off the PowerPoint. Just gives you a basic explanation about the problem. You have to teach yourself. Good thing is the midterm was exactly like study guide so make sure to study that.",2.0,4.0,Guo Jiao Liao
203,His online hw is so annoying! There are 40 questions and a lot of them have more questions within the question. His voice is very low and monotone so you can't really understand. On top of this his lectures are fast. He tells you what to do for a problem but doesn't go into depth about the concept. He also expects you to already know most stuff.,1.0,5.0,Guo Jiao Liao
204,"Very helpful instructor! Definitely recommend him because he goes step by step. He will also teach you some very helpful short cuts. He also cares very much for his students, and I think that is super awesome! Definitely take him!",5.0,3.0,Guo Jiao Liao
205,"Gives you samples for midterm and final, similar questions. Online quiz and homework, easy A if you are following, attendance is mandatory first several classes. The book is not required.",5.0,1.0,Guo Jiao Liao
206,"Best math professor I've ever taken in elac, he's helpful,learn a lot,homework and quizzes are online, love this class",5.0,2.0,Guo Jiao Liao
207,Professor Liao is really good at teaching. He explains different techniques and gives recommendations. His homework is online but he gives you plenty of time to finish it.. It sometimes can be difficult to understand him but overall great professor!,4.0,4.0,Guo Jiao Liao
208,"I really like professor Liao. I think he cares about students a lot. Even though some students might perform not as good as expected, he would not give them hard times. His tests are 95-99% similar to his in-class lectures. If you pay attention to his lecture and do homeworks, defnitly you have no problem to ace the test!",5.0,3.0,Guo Jiao Liao
209,He talks very low and monotone which makes it hard to concentrate on what he is saying. He does try to explain but his explanations are hard to understand at times. All homework is online which could be annoying.,2.0,4.0,Guo Jiao Liao
210,English is not his first language which wouldn't be a problem if he spoke loud and clear which he doesn't. You literally have to sit in front to hear him and you'd be lucky to understand. Very Disorganized. He forgets to teach the tricks in his trick questions. Would never take him again. Avoid like the plague.,2.0,3.0,Guo Jiao Liao
211,"He is a wonderful Professor. I am not saying this because I passed but because he really takes the time to help you understand math. He shows different techniques to solving a problem in case you don't understand. He's awesome! Offers extra credit. Do the work, study and you'll pass. You can't expect to pass if you don't do the work.",5.0,4.0,Guo Jiao Liao
212,"Super easy. Go in to class with some prior experience with math. Does not go that in depth. tests every week, super easy. homework is really easy just a lot of problems. heavy accent but understandable. gives a lot of breaks.",3.0,3.0,Guo Jiao Liao
213,"He talks super low. Offers study guides for exams, however some questions are not what he provides when it comes to the real exam. Drops lowest exam grade. Homework must be done in green books, and are due the day of each exam. He is not that bad, but I would not take his class again.",3.0,3.0,Guo Jiao Liao
214,"He's a very strict grader and deducts any points as possible from the test and homework. He talks very low so make sure to sit in the front, if you have any questions he's willing to help. Besides that the class isn't as hard if you know what you learn in MATH 125.",3.0,4.0,Guo Jiao Liao
215,Professor Liao is good but he goes a little too quick. Expects you to know your Math125 when you come in. Does not explain step by step but if you ask he'll come up to you and explain until you understand. Homework is due on the day of the test. Test questions are easier than homework ones. Drops one test. Will provide formulas in exams.,3.0,4.0,Guo Jiao Liao
216,Do not take this class he is so hard to understand he has an accent. He is also old so he is sooooo boring I had him at 8am and I could not keep my eyes open.  He also does not teach so well . Many test,1.5,4.0,Guo Jiao Liao
217,"Took him on a short semester, teaches pertty clear and breaks down the steps. Practise test helps ALOT, if you got that down your good to go for the test. Final is accumulative of all practise test, same stlye of problems just changes numbers.",4.0,3.0,Guo Jiao Liao
218,"He's a great professor! Favorites sociology teacher so far. Dissects the readings very clearly with the help of students' thoughts. Very inclusive and engaging. He has a personal story connected to pretty much about everything we talk about in class, so it makes things relatively easy to remember. Overall great!",5.0,3.0,Francesco Duina
219,"I like Professor Duina's teaching style a lot, he always encourage student to participate in class and the homework assignment is really ON POINT and clear. Trust me you'll start to appreciate his teaching techniques after the semester ends.",5.0,1.0,Francesco Duina
220,"Really boring and too talkative about himself. Bored me to death, pretty easy grader, just uninspiring. Learnt way too much about his personal life.",3.0,3.0,Francesco Duina
221,Great guy. Learned a lot. Very interesting.,5.0,2.0,Francesco Duina
222,"Things aren't always clear when students do the readings, but Prof. Duina does such an amazing job clearing everything up and talking about theorists. LOVE DUINA, take a course with him. And he's sexy.",5.0,2.0,Francesco Duina
223,"best in the soc dept, by far",5.0,4.0,Francesco Duina
224,"Okay teacher, very talkative. Good at teaching the material, although sometimes he talks down to his students.",3.0,3.0,Francesco Duina
225,One of the best profs I've ever had.  Very good looking too!,5.0,3.0,Francesco Duina
226,No Comments,4.0,3.0,Francesco Duina
227,"One of the best teachers at Bates, would definately recommend to all....",5.0,3.0,Francesco Duina
228,No Comments,5.0,3.0,Francesco Duina
229,"Awesome guy.  Interesting, funny, and of course, very knowledgable.",4.5,2.0,Francesco Duina
230,"As lovable as he is effective, Morales teaches Japanese from its foundations and has the experience to answer just about any question you could have. Classes are densely packed with information and timed perfectly, and homework is picked down to the individual question to help solidify learning. I eagerly look forward to JPN 2.",5.0,3.0,Juan Carlos Morales
231,Teaches very well. He knows what he is talking about. Textbook not required but the workbook is. Make sure you get the right one. If you need help he will gladly help. Can be reached out of class easily. Gives time to turn in assignments. If you want to redo an assignment you can if you ask. Learning a new language is hard. Be prepared.,5.0,3.0,Juan Carlos Morales
232,I love the way he teaches. I had fun and retained the information. Would recommend and take it again.,5.0,3.0,Juan Carlos Morales
233,One of the best professors I have taken in a long time. He has a passion for Japanese and teaching. He's easy to understand and thanks to him I am quickly learning the language.,5.0,3.0,Juan Carlos Morales
234,"The best professor around hands down. Super understanding, considerate, hilarious, relatable, encouraging and immediately available for his students! I have had multiple foreign language professors and I feel like I have learned nothing. With Morales sensei I have learned so much and continue to learn every class and have fun learning.",5.0,1.0,Juan Carlos Morales
235,"Amazing teacher, truly loves his job",5.0,3.0,Juan Carlos Morales
236,"The best experience you can have learning a foreign language. If you're seriously interested in learning the language, his class will be the favorite part of your day. Highly recommend - no question!",5.0,3.0,Juan Carlos Morales
237,"Of course you need to put the work in to get the grade, but he works with you and is very kind/informative. He gives you material sources so that you can further educate yourself.",5.0,3.0,Juan Carlos Morales
238,"Sensei Morales is one of a kind, seriously! He cares so much for all of his students which is the most important thing a professor can do, aside from making learning fun and easy esp a foreign language (WHICH HE DOES TOO!!!) 10/10 will be taking JPN 1121 with him. YOU WILL LEARN JAPANESE!",5.0,2.0,Juan Carlos Morales
239,"Professor Morales is honestly such an inspiration for someone like me who wants to become a foreign language teacher. He is extremely intelligent in all the languages he teachers, I think he knows 6-7? Extremely easy to open up to, hilarious, helpful no matter what, understanding, caring, and honestly I look forward to going his class everyday :)",5.0,1.0,Juan Carlos Morales
240,Super great and funny. Awesome teacher !!,5.0,1.0,Juan Carlos Morales
241,"Amazing professor. He's very kind, offers you help, and he's really funny. I took 3 classes with him and they were all really interesting and fun. He'll help you if you ask or not, but do ask and he gives feedbacks. 150% recommend, you won't regret it :)",5.0,2.0,Juan Carlos Morales
242,"AMAZING professor!! Makes the lectures extremely fun, and with him you will easily  learn any language you signed up with him for. Wish I could take him again for german 3 but unfortunately that class was not offered. I 100% recommend him. Ich liebe dich Herr Morales!!",5.0,3.0,Juan Carlos Morales
243,"Literally the best professor in MDC. No doubt about it. I've taken both german one and german two with Herr Morales. It is with him that I have realized that loving an afternoon class is possible. If you really, really want to learn either german or any other language that he offers teaching for, be sure to take him! Herr Morales is simply THE BEST",5.0,3.0,Juan Carlos Morales
244,"I love every second of our lessons, Morales Sensei makes the class super interesting and he is ALWAYS willing to help you in ANYTHING you could ever need. He makes it all very easy, interesting and FUNNY... WIsh every other professor was like him... Really easy tests and FUN PROJECTS! ",5.0,3.0,Juan Carlos Morales
245,sensei if your reading this i miss you soooooo much. i've never had anyone so determined to get me to learn. you made it fun and interesting and awesome,5.0,3.0,Juan Carlos Morales
246,"Very Great teacher, had him in high school. very thorough. Explains things to the T, highly recommended",5.0,4.0,Juan Carlos Morales
247,"It is very rare to find a professor who is in love with not only the subjects they teach, but also teaching itself.  Sensei Morales is one of those rare professors.  We should all be so lucky in our other classes.",5.0,2.0,Juan Carlos Morales
248,"Sensei is so awesome...He is very clear..Have I learned more Japanese in one semster the taking 8 years of Spanish...He makes it fun and easy to learn the language...Highly recommended and cannot wait til next semster...Warning: Class is fast passed, very quick....",5.0,3.0,Juan Carlos Morales
249,"Dr. Nikkel was great. Very helpful in making sure we understood the nuances of what he wanted in our discussion boards. It is really nice to have a professor who actually participates in the discussions and gives feedback and lets us know exactly what he is looking for. He was beyond fair and had I worked harder, my grade would have been higher.",5.0,3.0,David Nikkel
250,Dr. Nikkel is an excellent teacher. He responds quickly if you send him an email and are unsure of something. Watch his videos several times because they are helpful when doing the homework assignments. He is fair in his grading and will leave feedback. This class is a challenge but you will learn so much. Give him a try!,5.0,4.0,David Nikkel
251,Dr. Nikkel is a great teacher. He responds quickly if you send him an email and are unsure of something. Watch his videos several times because they are helpful when doing the homework assignments. He is fair in his grading and will leave feedback. There is no final exam. This class is a challenge but you will learn so much.,5.0,4.0,David Nikkel
252,"I like him as a person, I really do. His other classes are fine (despite the fact that he always chooses incredibly hard to read textbooks). This class is a slog and honestly makes me question why I'm in the major. He gives almost no guidelines on the paper that is due and every day you have a quiz in class, but you never go into detail.",3.0,3.0,David Nikkel
253,"He was very truthful in his syllabus. Every due date and exam date was presented at the very beginning of the semester. He was very willing to work around circumstances and very nice. He also curved every exam and had office hours for students to come by to get feedback on papers. Only thing I didn't like was his lectures, put me to sleep...",3.0,3.0,David Nikkel
254,"He is a good professor. He gives you study guides that if you do them, they are word for word like his exams. Any word he says is relevant to these study guides so you need to pay attention.  He does curves. Enough said with that.",4.0,2.0,David Nikkel
255,Didn't really understand the lectures,2.5,3.0,David Nikkel
256,Dr. Nikkel is the best. No one ever has any problems with him in my class. He only asks that you get the basic understanding of the material and is understanding when you write your papers.,5.0,1.0,David Nikkel
257,I love Dr. Nikkel! He is super enthusiastic and has interesting lectures. The homework is an easy two questions per week. He reviews for the tests quite thoroughly so if you go to class on the review day you should be good for the test.,4.5,2.0,David Nikkel
258,His mid-term and final was hard!,3.5,5.0,David Nikkel
259,He is a very nice teacher. Very energetic and loves what he does. His classes are fun adn easy.,4.0,3.0,David Nikkel
260,Crazy and energetic. Loves what he does. Explains everything out. Study guide has most of the test questions.,5.0,2.0,David Nikkel
261,"Really nice guy...you can stop by his office any time and he will go over the material with you until you understand it.  He is energetic and funny during class, but never calls anyone out. He is not strict about tardiness, but does take attendance daily.  If you take notes and pay attention you will do great.  HINT: make flashcards to study with!",4.5,2.0,David Nikkel
262,Dr.Nikkel was a fair teacher for the most part. He seems to really enjoy what he dose for a living. His class is mostly him running about the room and looking at these videos. I liked him cuz his work was stright to the point and he really wanted his studnets to learn. Also i got my best naps in his class.,5.0,1.0,David Nikkel
263,No Comments,3.0,2.0,David Nikkel
264,"He is a good teacher.  He really knows what he is talking about.  He is funny, and really helpful. I reccommend Dr. Nikkel for a religion class.",4.0,2.0,David Nikkel
265,"Professor Nikkel is very knowledgable and intelligent. He explains and covers his materials thoroughly. He is not like some professors who teach one thing, and when you get to their tests/exams you wonder where did he/she get the info from. What he teaches in class is what you get on the exams.",5.0,2.0,David Nikkel
266,I absolutely loved Sara. I was so lucky to take her during my first semester just before she left for sabbatical. Super kind to her students and was always super interested in what students had to say about the scripts at hand. A queen.,5.0,2.0,Sara Chambers
267,"Sara is a very nice person at heart, but as a teacher I think it is hard to have her. Her grading system is very confusing and doesn't allow for students to keep track, and she makes the class very lecture heavy, which often leads to boredom from students. There is definitely a way to make the class more interesting. Wonderful person, not teacher.",2.0,5.0,Sara Chambers
268,"What an icon! She is known as the ""theatre mom figure"" around campus for a reason. She is the definition of caring, compassionate, and laid-back but passionate about what she does. You'll learn a LOT of valuable information, just be prepared to do a lot of homework.",5.0,3.0,Sara Chambers
269,Sara pushes you. Don't expect to take her class and do the minimum to get by. She genuinely wants to she her students succeed. If you are not putting in the effort to grow then she will not be able to help you.,4.0,4.0,Sara Chambers
270,"Best teacher ever. High expectations for students, learned so much from her. Hilarious. ",5.0,3.0,Sara Chambers
271,"Sara is the best teacher I've ever had at BGSU. I've had her for multiple THFM classes, and I learned so much in each. People think she's ""tough"" but she just has high expectations for her students and doesn't expect less than their best efforts. If I hadn't just graduated, I wouldndefinitely take more classes with her in the future. ",5.0,3.0,Sara Chambers
272,"I loved Sara! She definitely has a passion for the stage & that showed during our class time. She cares about her students' success, and the course information is really interesting. The class is a lot of work, but it ended up being one of my favorite classes. You use the book a lot too, and the plays so you need those! :)",5.0,3.0,Sara Chambers
273,"Sara's class is one that should be taken with caution. Don't let her humorous attitude fool you into thinking you're going to get an A with ease. She will push you to be your best but at the same time will expect you to have a professional (and ""perfect"" ) approach to everything. Utilize your time wisely and be prepared for a rigorous work load.",2.5,4.0,Sara Chambers
274,Sara's classes are difficult because she pushes you to do your best. There wasn't a class where I didn't learn. She also teaches more than just the text book; she gives you an incite into life and her successes and failures. She is also hilarious.,4.5,4.0,Sara Chambers
275,"This class was real hard and Sara doesn't exactly teach it the best, but she is an awesome person at heart. I've taken a class and performed in a show with her and she's a cool person to work with, so it helps if you get on her good side. Also, if she sees that you are putting solid effort into the class she won't be so critical of your work.",2.5,4.0,Sara Chambers
276,"not easy but the information is useful, if you are going into the field of theater or film.",2.5,5.0,Sara Chambers
277,"Don't take this class. It is dull and didn't teach me much about acting etc. I was bored and disliked Sara and her attitude. Her work is so extensive and detailed, that I spent hours on writing her papers and doing the homework.",4.0,2.0,Sara Chambers
278,I absolutly love Sara!  She really knows very much about theatre and she made it fun.  She has this great attitude and she really does love teaching.  She has great passion.  I feel like I really learned a lot and as long as you think about projects it is really pretty easy.,5.0,2.0,Sara Chambers
279,"This was a very easy class, and I enjoyed it a lot. Sara allowed us to get to know her as well as the other students in the class. Our projects were fun, and the workload was fairly light. She is a very good teacher to have as an intro to theatre.",5.0,2.0,Sara Chambers
280,she knows her stuff.  helpful and funny.,4.5,3.0,Sara Chambers
281,She is kinda nice but she is the worst teacher on campus. The class is a waste of time and not worth the work. If you have her you might as well just drop the class to avoid the headaches of her insane projects.,2.0,5.0,Sara Chambers
282,she is a fun teacher but grade projects really hard.,4.0,3.0,Sara Chambers
283,"I can't say I really learned much in this class, but the assignments were a breeze and attendance wasn't mandatory.",4.0,2.0,Ben Fred-Mensah
284,"Professor Mensah is a great professor who incorporated relevant news into the lectures. The course was straightforward. The required chapter summaries were few, but rather lengthy because they were to be single-spaced and 11pt font. I suggest holding him to the material in the provided test study guides, in case the answer varies on the test.",4.0,3.0,Ben Fred-Mensah
285,"Great teacher. Great lectures. Great class overall. I had Prof. Mensah for PoliEcon and if you're looking to learn a lot, read chapters he assigns from the book. The chapters are really interesting. His lectures are great, but it can be hard to follow if you aren't a student who learns well by lecture because he gets off topic really easily.",5.0,1.0,Ben Fred-Mensah
286,"Dr Mensah is the Professor Ojelade of the Poli Sci Department, but actually nice and respected. His classes are GOD easy, as you only have to do the test and he reuses the same test that he's created since he first made the class. However, as said, he is very kind and funny and that alone made me want to come to class as he doesn't check attendance",5.0,1.0,Ben Fred-Mensah
287,He is by all means an easy A. He loves to joke around during class and not gonna lie I don't remember anything pertaining to Poli. econ. but I do remember that he was funny. Attendance is not mandatory. If this class doesn't directly relate to your major it can be a little boring. There's only a few assignments and the essays are finnesable.,5.0,1.0,Ben Fred-Mensah
288,Dr. Ben is great. He has good sense of humor so lectures arent boring. Info is thorough and hes very accessible if you have Question during or outside of class. Do the readings and assignments youll do well,5.0,3.0,Ben Fred-Mensah
289,"Dr. Mensah's a nice guy, very energetic and creates a comfortable environment to learn in overall. His lectures are very informative, much of what he discusses makes up the criteria for how is exams will be laid out. Straight forward grading policy, and grading overall. Its much appreciated the non pro forma learning environment. Kudos Professor.",4.0,2.0,Ben Fred-Mensah
290,"TAKE HIM! One of Howard's best. He is hilarious and extremely knowledgable about the topics we cover. It is an easy A, but still take the time to get to know him because he's awesome and a joy to talk to. I will definitely be taking him again.",5.0,1.0,Ben Fred-Mensah
291,You get what you put into the class knowledge wise. You can just show up for the midterm and final and get away with an A . But i would highly encourage you to go. Mensah is one of those professors that really should not be at Howard and took major pay cuts to be here. Though it does not come across all the time he is extremely knowledgeable.,5.0,1.0,Ben Fred-Mensah
292,He is a great man TAKE HIM,5.0,2.0,Ben Fred-Mensah
293,One of the gems on howard's campus! He works with you and want you to learn not just pass.,5.0,1.0,Ben Fred-Mensah
294,"Dr. Mensah is really a nice professors. I found the lectures very interest and learnt a lot about political economy. If you can appreciate intelligent humor than you'll like his course. Overall, a considerate and great lecturer.",5.0,2.0,Ben Fred-Mensah
295,"If you want an easy A take him!! Also, it helps if you're an attractive female. I went to about three or four classes the whole semester, failed just about every test, and somehow received an A. It's almost impossible to get a bad grade in this class. And he gives a lot of extra credit just in case you feel you may need it.",4.0,1.0,Ben Fred-Mensah
296,Super Nice! Tells hilarious stories! Take notes in class there's barely any homework then do the test. Pretty Easy,5.0,1.0,Ben Fred-Mensah
297,It is easy to get an A in and he will help you to make sure you do.  It isn't a lot of work but he does teach the material and on the quizzes he gives you will have to study.  failing a quiz won't affect your grade though.  If you show that you want to pass he will pass you.,3.5,2.0,Ben Fred-Mensah
298,"He's a very entertaining and smart guy, and if you listen to him you will learn a lot. Quizzes and tests are unbelievably easy. Pay attention in class and take decent notes and you'll ace them w/ no problem. He digresses and tells stories a lot but it won't hurt you or your grade. Just be respectful, listen, and participate.",3.5,1.0,Ben Fred-Mensah
299,I had him for Political Economy. He's a really sweet (and funny) guy and knows the subject really well. Sometimes he may be unclear because of his accent and because he digresses a lot. But overall the class is pretty easy. The tests and quizzes are SUPER easy. Read the book and take notes and you'll do fine. He's one of my favorites.,3.5,2.0,Ben Fred-Mensah
300,"I think this guy's a genius.  And he is one of the few professors whos jokes are actually really funny.  HE says a lot of real things as if he should have been a social worker, mentor, or minister or something. I felt him. Unfortunately he's a little stricter now that people tried to take advantage of his benevolence. not hard if you take notes",5.0,2.0,Ben Fred-Mensah
301,I took him fall 09 and it was a great course. The readings were definitely interesting and he brought his passion and history to class. He's quite funny if you're smart enough to comprehend his jokes and his gotten a lot stricter than I expected but still a great course with him.,5.0,4.0,Ben Fred-Mensah
302,"Easy but boring class. Just sit in the front, laugh at his jokes and act interested and you'll pass. Hes a really sweet guy, though he tends to go on and on about Ghana. His lessons can seem a little scattered but he always gives study guides. No reason to get less than a B.",3.5,1.0,Ben Fred-Mensah
303,"Dr. Marlow's class is engaging and challenging. He loves to draw from his students' experiences and welcomes feedback and opinions. The textbook is your best friend, but he chose one valuable enough that I still reference it in future classes. Truly one of the best professors I've had",5.0,4.0,David Marlow
304,"Professor Marlow is a very entertaining lecturer. His humor may not be appreciated by some, but I thoroughly enjoyed it. The subject itself was interesting, and he obviously cared a great deal about what he was teaching. Lots of reading, but there are lots of grades, so you have plenty of chances to keep your grade up!",5.0,3.0,David Marlow
305,I love this man.  I'm taking him for multiple classes at once for this semester.  He makes difficult material easier to understand.  He also is very passionate about his classes.  I would definitely recommend him for someone attempting to take a class that's both structured and enjoyable.,5.0,4.0,David Marlow
306, GET BOOK ONLINE.  Many assignments.,5.0,1.0,David Marlow
307,"Dr. Marlow is super fun. He has a hard time getting through the material because he encourage class discussion. He knows how to explain things so student's understand. Though there was one time where I emailed him a question and his reply was ""it's in the syllabus"".  The syllabus is 13 pages long. Just sayin. Into to Linguistics is very interesting",3.5,4.0,David Marlow
308,"When I first took this course the set up of his website was confusing. There will be times where you'll need to email him. He will reply, but he'll have an attitude in the email, so if you like rude professors take him. I felt like I learned nothing after this course. I'm usually an A student too.",1.0,3.0,David Marlow
309,"Class is HARD, but Dr. Dave certainly knows how to make learning English interesting and does do through comic strips and modern world examples. There's barely any homework. Just a small paper for each chapter (like 500 words), five quizzes, and the final paper. Final paper is difficult, but I would take his class again in a heartbeat. Also works with you during personal emergencies. Thanks Dr. Marlow!",4.5,4.0,David Marlow
310,Great Professor! Very unique. Keeps the class interesting. Random number generator to see whether or not you have a quiz...Therefore it was very rare! Very helpful on assignments.,3.5,2.0,David Marlow
311,LOVE Dr. Marlow! His personality is definitely out there and made me nervous at first cause he is so hyper and full of energy. 4 major papers. If you go to his office hours he is TREMENDOUS help! Should have done it all year. He is funny and will deff keep you laughing.  I am for sure taking him for any future english class that i can GREAT teacher,5.0,3.0,David Marlow
312,"very good teacher! He KEPT me laughing the entire class! He's awesome! very helpful!! Just remember to read! Las Vegas quizzes every now and then, but he tells you and makes sure you a fully aware that he might give a quiz!",4.5,2.0,David Marlow
313,"Doc is awesome.  Very laid back though can be a little absent minded sometimes...who isn't?  Las Vegas quizzes (roll for quiz or no quiz) make sure to read for that matter.  Reading assignmts but not hard, actually helpful.  Several papers to write but pretty low stress topics.  Overall, helpful for college essay writing!",4.5,1.0,David Marlow
314,"Even though his attendence is not mandatory I recommend going.  If you go, you will do better in the class.  He's a great teacher and grammar is hard.  He explains well.",3.5,4.0,David Marlow
315,He is a good teacher.  Funny.  You will need your text book for the class. You roll a dice to see if you have a quiz every day there is a 50/50 we had 3 all semester.,4.0,2.0,David Marlow
316,Marlow is a very good english teacher but hes hard as hell!!  He expects the best out of you and expects you to have your work on time.  You have four major papers and the first two are fairly easy.  The last two are research papers and they get somewhat hard esp the last one.  He will have you ready for your next three years of college. Great guy!,5.0,4.0,David Marlow
317,"He is a great professor!!! Real easy to get off topic... That is always a good thing. He is really fun, but papers due back to back so be ready for that.",4.5,2.0,David Marlow
318,"Dude this guy rocks, he's easy going and an easy A if you do the work.",5.0,1.0,David Marlow
319,"Nice guy but not a great teacher.  He goes off on tangents all the time and ends up having to cover a ton of material in little time because of it.  We covered too much information too quickly.  The entire class consisted of slide shows, which just about put me to sleep everyday.  Boring class, but it was interesting to learn abt human tendencies.",2.0,4.0,David Marlow
320,"He's a great teacher.  Very laid back and easy going.  He gives pop quizzes every now and then, but they aren't really a surprise because if he gives you a reading the class before you can count on maybe taking a pop quiz. Even then there's a 50% chance you want have to take it because he makes you roll a die to see.",4.0,2.0,David Marlow
321,"Fun guy to talk to! Classes, you actually gotta study. Pop test every now and then and a lot of papers due!! Enjoy!",4.5,2.0,David Marlow
322,No Comments,1.0,1.0,David Marlow
323,"I took him for all 3 Calculus classes, and he was amazing. Even though his lectures took forever, it was due to him trying to answer every question and trying to clarify as detailed as he can. Homework is optional, but the quizzes have multiple attempts, and the tests are fair. He is also a hilarious guy.",5.0,3.0,Mike Malone
324,"Professor Malone was pretty organized and helped make this class pleasant. He lets us drop one test and five quizzes at the end of the semester, this helped my grade a lot. It is pretty difficult to fail this class if you do what he asks. Homework is optional and he lets us retake quizzes as many times as we want. Highly recommend I loved his class",5.0,2.0,Mike Malone
325,Gives you many opportunities to be successful and to pass the class. You must do the work and you will pass. He is always available to answer your questions and help when you need it. All you need to do are his assignments!,5.0,3.0,Mike Malone
326,Due to the online only format he was thoughtful in allowing multiple attempts at quizzes and homework. It was a great option some sections were harder than others.,5.0,3.0,Mike Malone
327,He is easygoing and will answer whatever questions you have. He often shows multiple ways to solve problems and ensure that students understand before continuing. Grades are based on online quizzes that are easy and chapter tests that are slightly harder.,4.0,2.0,Mike Malone
328,"Ive taken all of the calculus sequences and passed with an A in all of them. Hes a great lecturer, but often his lessons are not as structured as you may expect. He always told us that he lectures off the homework, meaning he will display the homework problems and base his lecture off how to solve that problem set. Hes a great and funny teacher.",5.0,2.0,Mike Malone
329,Cool dude. Sounds like Nick Cage. Easy Class overall. <3 Do the quizzes and the tests are easy. If you find this class hard you shouldn't be in the class. :),5.0,1.0,Mike Malone
330,"Very laid back professor, I didn't show up to class very often but I went for every test, did every online homework and online quiz and passed the class with an A. Good at explaining math concepts and was helpful to students who didn't understand.",5.0,2.0,Mike Malone
331,Mike Malone was very thorough in his explanations. His test questions are identical to the quizzes. So do the quizzes and you should be good to go. Homework is not mandatory but it helps with memory retention of common methods. I had him for Calc 1 Spring and now I'm taking him for Calc 2 summer term (4 wks shorter).,5.0,3.0,Mike Malone
332,"Great Professor!! Compared to the calculus classes at a UCF this class is cake. I love the way he explains problems! He doesn't speed through them, but he obviously can't go too slow because there is a lot of material to cover. Quizzes and test are required, but homework is optional. Obviously with the more practice you have the better you get.",5.0,3.0,Mike Malone
333,"I took this class using my math lab so it was essentially a hybrid class. He cared about you learning anything and he would always ask if we had questions. The tests were easy if you did the work. But, his grading technique is super confusing... I would definitely take this professor again. He is really nice.",5.0,3.0,Mike Malone
334,"I signed up for an in person class, but everything is on MyMathLab. I was sceptical at first, but it was actually pretty easy. Only needed to go to class for exam days and the final. Very few people show up on any given day so if you need one on one tutoring with him, he is able to do that and is good at it.",4.0,1.0,Mike Malone
335,"Hybrid class: Do online work & go to class, even if you feel you dont need to, GO TO CLAS -lectures are tough to understand -examples dont make since! -I would def. take into consideration before taking him if math is your weak spot. Hard to tell if he actually cares to see his students succeed! -Utilize tutors & study groups for sure!!",1.0,5.0,Mike Malone
336,"He wasn't very thorough on how to actually solve most of the equations he'd talk about. Also, his examples on how to solve the problems were less than mediocre. He doesn't really put that much effort into his lectures.",2.0,3.0,Mike Malone
337,"This course is a hybrid course, meaning that its a class you go to to simply do work online. MyMathLab helps a lot in refreshing your memory on past techniques and the professor is always there to help. However, he makes it clear that he doesnt teach the material.",5.0,3.0,Mike Malone
338,One of my favorite math professors ever!! Kinda awkward but in a good way. He is very clear on what the tests will be on and explains everything extremely well.,5.0,3.0,Mike Malone
339,"He is a very good professor. He did not lecture in class but if you needed help he was super eager to help you. Since the class was online and let us have our space, he stays up front and his tests are easy. He's a great professor when you need help and when you don't. He did not take attendance but if you get too far behind he'll withdrawal you.",5.0,3.0,Mike Malone
340,I RECOMMEND THIS PROFESSOR. He is literally the absolute best math professor at Polk.,5.0,2.0,Mike Malone
341,"The most understanding teacher at PSC. Although, there was no lectures for this class, he would help in anyway he could. I would recommend him to anyone.",5.0,3.0,Mike Malone
342,"I took his hybrid class and it was a breeze. The class was on Pearson but we took the tests in the classroom on paper. You really have to teach yourself with the Pearson homework but it is set up very well. All the test were straight off the homework except the final, the final was a little bit hard. He is a strange guy but is very approachable.",3.0,2.0,Mike Malone
343,"Dr. B is a very knowledgeable and respected person in his field. Do you have questions about something geology-related? He'll more than likely be able to give you a detailed and accurate answer. His tests are difficult but fair. He is more than happy to answer questions. The main thing is, don't slack. Take notes, ask questions, and study.",4.0,4.0,David Boden
344,"Do not take his class. For the field class prepare for the class to end sometimes more than an hour past what is schedule. Very strict grader, heavy on the report papers every week. Boden teaches intro level classes but teaches them in a more complex way than most people understand. In other words, if you dont know a lot about geology good luck",1.0,4.0,David Boden
