,text,quality,difficulty,prof_name
219,"If you're reading this I hope it's not too late. This professor had no idea what she wanted in an essay, didn't show up to half the classes and didn't grade papers until the very end. Prob could've gotten a B if I worked a little harder but AVOID AT ALL COSTS",1.0,4.0,Alyson Martin
220,Verbal instructions were often very unclear to the point where almost no one in the class could understand what exactly she wanted for each assignment. Almost no grades were entered all semester. She barely follows her syllabus. Feedback on the essays was very redundant. Just a very bad professor - avoid at all costs.,1.0,1.0,Alyson Martin
221,AVOID AT ALL COSTS. I didn't receive a single essay back until the last day of the semester. The professor is not clear about what she wants at all and she never shows up to office hours to ask questions.,1.0,1.0,Alyson Martin
222,"She is extremely disorganized and fails to clearly communicate her criteria for writing a paper. It is the day before finals and she has yet to grade/provide feedback for any of my 3 papers, and has lost one of the papers, even though I have provided her a physical copy and electronic copy multiple times. It is astounding that she is a professor.",1.0,1.0,Alyson Martin
223,"Back again after finishing the class to its entirety to say.. that was a waste of my time and money. Professor Martin said she would make a ""special exception"" for those who turned an essay on time to grade said essay by the day of the final. Come to find out, she has not even started. This essay was important as it was needed for the reflection",1.0,5.0,Alyson Martin
224,"DO NOT TAKE HER CLASS! Although she is sweet, nothing is graded. We wrote multiple essays and we only received one essay back before finals week. Assignment instructions are always unclear, no matter how many times she explains it. Stay clear if you care about a decent GPA.",1.0,4.0,Alyson Martin
225,"nice lady, but if you care about your GPA id avoid taking this class with her at all costs! shes very unorganized & there is almost 2 weeks of class left & shes only posted one grade plus attendance. she is also picky at grading so its unfair for us to know what to work on to get a better grade when she doesnt give us anything to compare to.",1.0,5.0,Alyson Martin
226,"Professor Martin is a very nice lady. Besides that, there is not many other positive ways to describe her as a teacher. She is VERY disorganized and unclear in everything she talks about. We have three classes left and she wants us to do some informative essay, group project, and reflective analytical essay over assignments we have yet to get back.",1.0,4.0,Alyson Martin
227,"Would never EVER take this class again, neither should you. Three classes left with ONE grade entered plus attendance. Talks about personal problems frequently with the excuse for not having papers graded to be ""there was too much negativity reading those."" Honestly just can't believe how terrible this class has been.",1.0,3.0,Alyson Martin
228,"This class was awful! Professor Martin is not clear when speaking to the class, the whole semester no one knew what was going on. She is an extremely tough grader on essays and takes forever to give grades back. We are currently on our 3rd essay and barely got back our grades from our first essay. Lastly she does cancel class a lot.",1.0,3.0,Alyson Martin
229,"No clear directions on to what the actual assignment is. Wants a new essay draft printed each time you make even just a word change, and we all know we don't have the money as college students to be printing off 8 or more pages every class. Definitely would not recommend taking her class, honestly taking the online class would be easier for sure.",1.0,5.0,Alyson Martin
230,"Prof Martin doesn't grade anything on time in fact just a few weeks away from the last day of classes and she had yet to grade anything other than attendance. Attendance is for a grade, but most classes are her talking about her personal life and making awkward comments. She thinks ""?"" or ""Awkward"" counts as feedback for assignments.",1.0,3.0,Alyson Martin
231,"Were halfway into the semester and the only thing I have in the grade book is attendance. She always cancels class, sometimes at the last minute too.",1.0,3.0,Alyson Martin
232,"Martin does NOT follow the syllabus at all. She stopped following it the second week of classes. She cancels class often and does not grade papers on time. It took her way too long to grade three major papers and prompts aren't clear. For the self reflective essay assignment, she didn't assign it until a week before the end of the semester.",1.0,5.0,Alyson Martin
233,"Martin is incapable of organization, she cancels class, loses papers and does not specify due dates. It took her over 2 months to grade a single essay and did not even do it on her own time. She graded it at her desk right before calling me up to give it back. She is specific in what she grades for. You will fail if your paper is too complex.",1.0,4.0,Alyson Martin
234,This professot canceled class again and she is always cancelling classes to fail you and she gets excited when she fails her students ! Avoid at all costs and she does not enter grades until the last week of classes and she will be happy when you repeat writing comp I or II . Avoid at all costs and take a different professor!,1.0,5.0,Alyson Martin
235,SHE IS TERRIBLE!!!!!! She literally does not know how to grade papers because she thinks that putting awk or ?? Is grading and explaining what was wrong. She is constantly repeating herself to her students because she does not know how to explain it the first time. Being in that class is so annoying!,1.0,5.0,Alyson Martin
236,"just wanted to come back on here and say how grateful i am that i am no longer in this profs. class. To put it simply, find another professor before you think about taking her class. She is horribly rude, likes to think she is ""open minded"" but then just comes across as ignorant. DO NOT take her class, not worth the stress.",1.0,4.0,Alyson Martin
237,"Learned nothing from his class. He is a terrible professor because he doesn't even try to help you learn or give any advice about careers or the industry. He's the opposite of Bryce, who actually teaches real world applications of finance. Haltiner just drones on about useless theories he copies from the text, and he's completely useless.",1.0,4.0,James Haltiner
238,"As a Professor, he is knowledgeable and answered my questions pretty quickly. I was failing the class for the majority of the semester. The class itself is VERY difficult. Lecture videos don't cover HW and quizzes are hard, don't expect an A. DO THE PRACTICE EXAMS HE GIVES. I would take the class in person, avoid online.",2.0,5.0,Charles Snow
239,Online Class. On assignments some material is not in the video or in the reading so difficult to answer. He gave out wrong conversions in an assignment and took points off for students using it stating we should of caught his mistake. His video's audio is terrible as well. Does not post grades until day before final! No Feedback! Quizzes are hard!,1.0,4.0,Charles Snow
240,"I made the mistake of taking Charles Snow online. He is a terrible professor. He still uses his old slides from IT classes and records his lectures however you are not able to view the notes he is writing sometimes. The worst thing about him is that he take FOREVER to grade assignments, tests, or quizzes. I would personally avoid at all costs.",1.0,4.0,Charles Snow
241,"Horrible communication plain and simple. The mid term took two weeks to get a grade on. Our final was Dec 16th. The final grade was just uploaded today, Jan 3rd. I still haven't gotten a reply to my email about my final exam. Saving grace is that the homework was super easy. According to the grades, my HW was 85% of the overall and exam 5?Wrong lol",2.0,2.0,Charles Snow
242,"This is a class which you can't skip or snooze through. The 4 Assignments are easy, and participating in class is worth the same amount of points as the midterm, and the final. Exams are very hard (material comes from lectures and current events). You will need to put in the effort. He took two entire weeks to upload grades after the final exam!",2.0,4.0,Charles Snow
243,"not the worst lecturer, but this man never returned anything.  I had the worlds most solid A going, but hadn't seen a paper a web site, or a presentation grade going into the final.  ended up with an A-, and when i emailed him he said and I quote ""oh yeah, i hope to get those grades posted soon.""  never did, and never returned an email.",1.0,5.0,Charles Snow
244,"Homeworks really hard.  Don't take class unless you have to. Its not worth the headache. I disagree with the review below, I chose the labs instead of presentation.  Labs were very easy, basically just pinging and tracerts.  Tests are super hard.  I ended up with an A, but worked really hard for it. Didn't know any grades until the final.",2.0,4.0,Charles Snow
245,This professor seems not to care. He is not organized. He is a lazy or slow grader. I don't know why he gave out essay exams when He didn't have time for to grade them. We are almost finishing the class and we don't know what has happened to our paper grades. He is not responsible at all. Lots of students are waiting patiently for their grades.,1.0,4.0,Charles Snow
246,Professor is very nice but the overall structure of the course is very poor. Homework help can not be found in the book becuase the book is useless in this course. Homeworks are extremely difficult and exams are also difficult unless you attend and pay attention to every lecture detail.,2.0,5.0,Charles Snow
247,"Asks you to show up to class everyday but his power points were word-for-word from the text book. I ended up just finishing up the course from home and still managed to get an A, but he does reward points for showing up.",1.0,1.0,Uzo Agulefo
248,I just took his class last semester. He was great with teaching materials but was NOT very understanding with his students. He called people out like teachers do in high school. He also took points off for attendance even though I missed for a funeral. Left his class with a B instead of the A just for missing an extra two days.,2.0,1.0,Uzo Agulefo
249,"Class was absolutely unbearable, he did nothing but read off of power point every single day in class, by far one of the most boring things I have ever done, I dreaded going to it every day.",2.0,3.0,Uzo Agulefo
250,"She's superficial and invests in students that fit her description of a nurse. She isn't open-minded toward outsiders, and makes casual judgements about people while herself displaying behaviors and appearances that might call for some casual judgements. She was decent as a teacher, but I found her disrespectful as a person.",2.0,3.0,Mary Moseley
251,Nice and jovial.  Has a lot of trouble focusing.  If you can get her to sit down and calm down long enough... She has a wealth of excellent information.  But you really have to work hard to get at it.,2.0,4.0,Mary Moseley
252,This instructor is useless.  She cannot respond to a question with any coherence. Avoid her if you want to get anything out of the class.,1.5,3.0,Mary Moseley
253,"She can barely write a complete or coherent sentence.  If you ask a question, her reply has nothing to do with what you asked!  Very confusing.   Avoid this teacher if you can.",1.0,3.0,Mary Moseley
254,Too worreid about HER looks instead of your knowledge.   Just read book & get notes from her powerpoint.  DO NOT choose her for clinical.  May be bipolar!,1.5,3.0,Mary Moseley
255,She repeats a lot and is disorganized. Nice though.,2.0,3.0,Madhulika Khandalewal
256,"Everyone seems to like this professor but my whole class thinks she is a terrible teacher, she is redundant, boring, and condescending to some students, although she  knows less about certain things. Yes as a person she is sweet, as a professor she is horrible. Her projects are pointless, and she is not organized in her lessons.Keep away!",1.5,3.0,Madhulika Khandalewal
257,"Oh my god, where do i start.  Its actually so funny, because she was a horrible..horrible teacher.  Not helpful!Repetitive! You actually have to show up to class, so ditching is not an option.  She is soo boring, that when class is over you think she is nuts.  Do not take her class. Even if its the last class left.  Trust the site, they are right.",1.0,3.0,Madhulika Khandalewal
258,Dr. Hall is good at what she does but she wasn't transparent about my grade the entire semester. She kept handing me back A's all semester to hit me with a B+ as my final grade. She assigns several readings a week which isn't so bad since the material is interesting but she expects you to remember so much for the exams which adds hours of studying.,1.0,5.0,Marcia Hall
259,I don't recommend taking her class because she is not an organized person. She has no idea how to use canvas and never writes anything down so it's hard to know what the main points of the lectures are. But the worst part is she never goes over any material that is taught or readings so you have no idea what you are going to be tested on.,1.0,4.0,Marcia Hall
260,"I'll put it simply: avoid at all costs. I don't like being critical of teachers cause I can't imagine it's a very easy job, but this was the worst class I've ever taken. It's probably due to the fact that we've transitioned online, but he has an aid & it's been almost a year now - it should have been better organized. Just don't do it.",1.0,3.0,Rendell Drew
261,"Honestly, he was very interesting as a prof. He had trouble switching to online but the course is easy if you do the homework and make sure you are caught up on everything. It is one of those classes that stresses you out and sometimes the lectures could get confusing. Not an easy A but interesting class at least.",2.0,4.0,Rendell Drew
262,"if you need to take a class to get back into going to school, or you just want to introduce some uncertainty, chaos and uncomfortable ""did he just say that"" moments into your day, then sign up. I took this class a year ago and I still think about it. the class itself is nearly intolerable but the spectacle is sublime. get ready for the ruckus.",1.0,3.0,Rendell Drew
263,One of the worst classes I have taken. I emailed the professor over 3 times and never got a reply. He cut our first quiz time short and got upset when the class did poorly. Lectures are extremely disorganized and he doesn't let students see the powerpoints outside of class.,1.0,4.0,Rendell Drew
264,"If you are looking for organization and a linear-style lecture, this class is not for you. The lectures were all over the place and expectations were never fully clear. It's one of those classes where you understand the material through the book more than the class. My learning style was not compatible with his teaching.",1.0,4.0,Rendell Drew
265,Read! study the connect homework he gives you as an additional source. This class is easy if you are constantly ahead. Get behind and you will fail. Overall the lecture felt unnecessary. I would have rather taken an online class because It was basically the same thing. Lectures not helpful :(,1.0,4.0,Rendell Drew
266,"Overall the lectures felt rushed and I felt the weight of the class all on my shoulders throughout the semester. He was not approachable/helpful. No study guide for hard tests. Way too much info, not enough teaching, lectures seem lazily put together, lectures have no structure and are all over the place. 10 year is the reason he's still teaching",1.0,4.0,Rendell Drew
267,"High expectations of the students but does a poor job in the lecture: copies material from book, poor time management (rushes to finish when out of time), lectures are very hard to follow, very fast passed (extremely hard to take notes), poor job engaging students, shows lack of effort in the material (not helpful material) Read! it's all on you!",1.0,4.0,Rendell Drew
268,"Get ready to put up $$ for his book and access code in order to do the homework. Class is based on 100 points. If you like organization, do NOT take this class. Canvas is just flooded with all kinds of documents and he constantly goes off topic during lectures. Does offer a good amount of extra credit. Likes to hear himself talk.",2.0,3.0,Rendell Drew
269,"He wrote on the board & verbally stressed that our exam time was 11:20-11:50. He started to yell at the lecture hall around 11:35 about how slow we are, repeating this consecutively for 10 min. He also had a conversation about football. Impatient, he started the lecture at 11:45, 5min before it was supposed to end while people were still taking it.",1.0,3.0,Rendell Drew
270,If you asked me to describe this man in one sentence I would tell you that he rates himself on rates my professor .,2.0,3.0,Rendell Drew
271,"Had Dc. Drew this pass semester (fall). His teaching skills are very old. No power point, simply notes on a word doc. No study guides youre on your own. Extra credit is available though. Hes not a fan of laptops but you can use them. He gets off topic very easily so that can be a little annoying at times.",2.0,1.0,Rendell Drew
272,Just one word USELESSNESS.,1.0,4.0,Rendell Drew
273,"Trash. Always mumbling in his ""lectures"" which aren't even lectures... it's just him reading from a google doc (not even a powerpoint) and he scrolls through it incredibly fast and no one can write anything down. whether or not you raise your hand to participate in class or go to him personally to ask a question, prepare to be belittled. Unhelpful.",1.0,4.0,Rendell Drew
274,"I stopped going to class because of how rude and demeaning she was in class. She would yell at us if answers weren't exactly she was looking for. Eventually no one would answer her questions and she got even angrier for lack of participation. Lost 20% for not participating, have to retake. Bad experience with her as department head as well.",1.0,4.0,Monique Dufresne
275,"She's definitely the most condescending, rude, garbage prof I have ever had. Shes so patrionizing and sorry honey but if you are going to class with your hair electrocuted and hideous old navy sweats, go and fix your life. she can just drop out of unviersity because she is the worst educator. profs shouldnt make you feel dumb.",1.0,1.0,Monique Dufresne
276,Never take class with her ever,1.0,5.0,Monique Dufresne
277,Her lectures drag on and she is very hard to follow. I got more done reading the textbook at home than sitting in her hour and a half lecture. Although she is available for help it's a struggle for her to actually help you and she's not always understanding of situations. She does take attendance the first couple lectures. ,2.0,4.0,Monique Dufresne
278,"""Tests are tough"" is the understatement of the year. This prof calls on you in class when you don't raise your hand and when you're visibly struggling to find the answer. Her lectures are unhelpful, her tests are impossible, and she expects everyone to understand the material before even learning it. Going to ask her for help is a nightmare. Awful.",1.0,5.0,Monique Dufresne
279,"Harsh, unapproachable, avoid taking her classes.",1.0,5.0,Monique Dufresne
280,"Completely agree with the comments previously made. Being involved with this professor was a terrible experience. The worst prof I've ever had. Mean, dishonest, unwilling to explain, manipulative, sadistic and cruel. A real hell. Very resourceful though and can be kind and presentful when she decides to.",1.0,3.0,Monique Dufresne
281,Perhaps the worst professor at Queen's.  She is boring in class and nasty in person.  She is not sympathetic whatsoever to students and their needs. Horrible.,1.0,3.0,Monique Dufresne
282,"Worst teacher I've ever had at any level in my whole life, and I did grad school.  Vindictive, nasty, petty and ineffective.",1.0,3.0,Monique Dufresne
283,My perception of the HSIM program starting to change once because of this class.  I believe it was Dr. Kulesher's first time teaching this course but it was absolutely horrible! I can't recall learning anything except from the two 60 min videos we watched.  He also assigned us a 20 pg research paper and this is not a WI class.,1.5,3.0,Robert Kulesher
284,"DO NOT take this professor.  She sucks at teaching, she don't know how to communicate with her students.  She's constantly rude she surely do not help you at all.",1.0,3.0,Janet Aikins
285,"Completed Sping 2016. This professor knows her Anatomy and Physiology, but she expects you to read and know the answers while she is lecturing if she asks a question.  If she suspects that you are not reading then she will not want to help you.  This is not an easy professor or course AND you must read and study.  There is NO other way.  Good luck!",1.5,5.0,Janet Aikins
286,"She is very rude and likes to yell at the class when they are unable to answer a question she is asking. She is very unclear and is never prepared for class. She obviously does not want to be here, but is forcing you to be miserable with her.",1.0,5.0,Janet Aikins
287,"Be prepared to give much detail to your answers when she asks questions, if not she will make you feel that your answer isn't good enough, even when you are right.  Has no sense of humor and is not helpful at all.  I advise you to read your material before coming to class. WOULD NOT TAKE HER AGAIN!",1.5,4.0,Janet Aikins
288,"She is one of the worst professors I've had. First of all you have to listen closely to what she is saying because of her accent, and she HATES when you ask questions. Has a very dry personality and can be very rude and not understanding. She gives extremely hard and confusing tests or quizzes. If you aren't good at this subject don't get her!!",1.5,5.0,Janet Aikins
289,Terrible instructor. No teaching ability.  Complains constantly.  Does not know how to use basic technology. Rude and unhelpful.,1.0,5.0,Janet Aikins
290,"Horrible. Doesn't teach, reads PowerPoints word for word. Complains about the book. Doesn't answer questions. Heavy accent. Horrible attitude about teaching, don't know why she bothers to do it since she seems to hate it.",1.0,5.0,Janet Aikins
291,"She's very rude, don't bother asking her anything. When you ask questions during lecture, she will make you feel stupid for it. She is very biased in her grading of labs. Address her as Dr. Aikins, she like that. That's all the bad stuff, if you study her study guides you will pass.",1.0,3.0,Janet Aikins
292,"She is extremely rude! If you have any questions about anything, you're better off asking a neighbor or figuring it out on your own because she will say ""I'm not answering that"", and give you an ugly attitude. Boring, not hands on at all! Only looked at slides twice but was then tested on slides WTH?! She's a terrible professor and an awful person.",1.0,5.0,Janet Aikins
293,"WOW.. SHE IS VERY DIFFICULT DONT ASK QUESTIONS YOU WILL LOOK STUPID STUDY GUIDES ARE USEFUL, SHE MAKES AN EASY SUBJECT VERY DIFFICULT",2.0,5.0,Janet Aikins
294,"WORST. TEACHER. EVER. I had her last semester and OMG she is horrible, she insults you when you have questions and refuses to answer them, regardless of how serious or genuine you are. I don't think any one made an A in her class...just plain RIDICULOUS, i don't know why shes still teaching here",1.5,4.0,Janet Aikins
295,"She isnt that bad actually, if you study hard u wil make a good grades..Dont ask any questions... listen to what she says,..however,  u do need  to read the chapter on you won..",1.0,3.0,Janet Aikins
296,"If you just need the credit for Augustana Core, then yes take this class because it is really easy as long as you have a good memory because all of the grades come from quizzes and tests. But because I am a business major, this prof doesn't help much to improve my knowledge and skills in my area of interest.",1.0,1.0,Yasser Fahmy
297,"Super easy class, just come to every class to get the participation mark. His practice tests are literally the exact same as his actual tests. He's very monotone and boring. You can literally learn everything by yourself using the textbook.",2.0,1.0,Yasser Fahmy
298,"Yasser is best known for his catch phases like: ""Excellent Students"" ""Green light?"" ""I see you all nodding"" ""You are all excellent students and I am very proud of you""  He is a really nice guy that is insanely intelligent, but he cannot teach to save his life. If you are just looking for an A take his course, but you won't learn anything.",1.5,1.0,Yasser Fahmy
299,"Yasser is not a good professor, sure if you want an easy A go take his classes, but for those of you who actually pay money to learn, take the classes from another professor.",1.0,1.0,Yasser Fahmy
300,"You want to get a good grade? I see you all nodding, excellent students!!",2.0,1.0,Yasser Fahmy
301,"Yasser is a very nice person, and a very intelligent professor as well. However, don't expect to get clear answers when you ask a question in class. His exams are based primarily on his notes from the board, so you really cannot afford to miss class, UNLESS he refers to a textbook for the whole semester.",2.0,2.0,Yasser Fahmy
302,Not good at all. worst prof i've ever had :(,1.5,4.0,Yasser Fahmy
303,No Comments,1.0,5.0,Yasser Fahmy
304,"Very unclear and inconsistent on grading.  He seemed to favor certain students, and if you were not in that group to bad for you.",1.0,3.0,Jim Godfrey
305,Doesn't really make an effort to help you improve.  Group critique sections are kind of useful but unfocused.  He provides almost nonexistent feedback until you get your grade.  You pretty much have to hound him for input.,1.0,5.0,Andrew Myers
306,"Expect weekly assignments, but do not expect any feedback.  In class, you can expect a model but not much else in terms of helpful instruction.  Criteria for getting an A are hazy, but involve somehow exceeding his expectations (which would be--by definition--meeting his expectations for an A).",1.0,5.0,Andrew Myers
307,"Andy is a nice guy, but not very helpful. His comments are usually helpful, but he takes a very passive approach to teaching, only offering help when you specifically ask for it.  My problem is, if you don't realize you have a problem, how do you know to ask?  Laid back teachers are nice, but only if they balance that with pro-active teaching.",2.0,1.0,Andrew Myers
308,the worst class. So BORING. you cannot understand a word he says and he doesnt care about teaching at all. very nice and seems like he cares about sustainability but not good at all. his voice will put you to sleep and i gave up and used this 2.5 hour class to get homework done for the week. everyone fails exams so he will curve like 20 points!,1.0,1.0,Joe Chen
309,"This class is extremely useless.  Joe Chen has great experience, but can't relate to students. Hard to understand most of the time.  Very nice guy, but this class should be done away with.  You will literally learn nothing.",1.5,1.0,Joe Chen
310,Couldn't really understand him.,2.0,1.0,Joe Chen
311,"This class was extremely easy.  When I first registered for this class, I thought that it would be the most interesting class, but Joe is a very boring teacher.  He has tons of experience but does not know how to teach students.  He is very soft spoken and can be hard to understand.  The class is easy but you won't learn anything.",1.5,1.0,Joe Chen
312,"if you want to get a 100 on everything you do, take him. I LOVE JOE CHEN! he is a cute old man, very nice guy, and impossible to fail. However. you won't learn a thing in his classes....",2.0,1.0,Joe Chen
313,"Very nice guy, but not good at teaching a class. He is more of a working guy instead of a professor. You can't understand him. As well as he doesn't really tell you what the class points are. As well as not giving you your grades.  I wouldn't recommend taking him, try to get a different teacher.",2.0,2.0,Joe Chen
314,"I wish to start off with expressing I have been to Japan for several trips and know a basic amount of Japanese already but her forms of teaching is incredibly difficult. Her accent is very think and her pace is so fast, if you don't study for hours outside the class you will NOT pass. I ended up dropping it two weeks before finals to save my GPA.",1.0,4.0,Mieko Ogawa
315,There are very few assignments in her courses so when you get a quiz or a test you have to do good on them. Quizs and tests have almost no similarities to the homework you do so you go in blind. Horrible teacher,1.0,5.0,Linda Lim
316,"Assigns labs, projects and exams all coinciding with each other giving you too much work due at once especially if youre full time. Very tough grader and does not give partial credit. Rude when you ask questions and unresponsive to emails. Dont take this professor.",1.0,4.0,Linda Lim
317,"Lim gives up to 10+ hrs/week of homework. Very hard grader and does not give partial credit. Tests are full of trick qustions. She is extremely uninspiring, and if you ask for help, she is very condescending. Also, dont buy the books for this class. The solidworks book is used for 3 weeks and can be borrowed at the library. The C++ book is unused.",1.0,4.0,Linda Lim
318,"this professor gives anxiety and depression, every day in the morning, my head would hurt and I would have to take some medicine before coming to this class. she doesn't respect students. please don't take this class..",1.0,5.0,Linda Lim
319,"Professor Lim is the worst professor Ive had at Hudson Valley. She is a tough grader for both engineering tools and engineering design. When asking her a question, she just says to look it up online or in the textbook. DO NOT buy the C++ textbook. We never used it in class. Avoid this professor at all costs.",1.0,5.0,Linda Lim
320,"Class should be called a C++ class. The other topics were barely covered, $130 for a solidworks book that was used for 2.5 wks, use the library copy.  She loaded the last four classes with a test, final, C++ project, & lab homework. An RPI Ph.D. in compSci doesn't mean you should focus a large portion of the class on C++ for an intro to ENGR tools!",1.0,5.0,Linda Lim
321,"Every project we done , no matter how well you did it , you never get an A grade from her class . She wouldn't give you the grade higher than B+. Be sure you drop all the notes and listen all what she said , she always ask some tricky questions on the exam.",2.0,4.0,Linda Lim
322,Professor Lim or Dr. Lim was okay at teaching but she was very cocky and passive aggressive. She consistently would flaunt her Ph.D. at RPI. It was cool at first but after the 20th time it was really annoying. I wished she focused on the course. She's a really tough grader if you don't follow the criteria given. She tends to overcomplicate things.,2.0,4.0,Linda Lim
323,"if you are planning on taking this class you may as well buy the book and teach yourself. you will be much more motivated that way, and you won't have a quiz EVERY DAY. at the beginning of one class she wrote ""this week is your last chance to add/drop classes."" i went to drop the class the next day and it turns out add/drop had ended a week before.",1.0,4.0,Linda Lim
324,Dr. Connors should not be allowed to be a college professor. She is the most unprepared woman Ive ever met. She regularly misses scheduled meeting with students and never responds to emails. You have no way to get in contact with her and youll have no way of knowing your grade until the last possible day because she doesnt really grade anything.,1.0,4.0,Clare Connors
325,She does not answer emails. She did not grade any assignments until the last few days of class. She is very opinionative but nice. I would choose a different professor if you actually want to learn about the subject. She does give good feedback for improvement but she is very unorganized and does not clearly specify what to do when she gives work.,1.0,4.0,Anita Cornelius
326,"She loves adding in last minute requirements for assignments, doesn't throughly explain what is required, really unorganized. There's a lot of assignments given, but it's easy if you have a couple of days open to finish them. I didn't learn squat.",2.0,3.0,Anita Cornelius
327,Very poor communication and doesn't make expectations clear. Thinks she is superior.,1.0,5.0,Anita Cornelius
328,"I took this class and made an A.  However, it wasn't because of her.  I needed help constantly because I couldn't understand what she wanted on the assignments.  She never e-mailed back, and I mean NEVER!  I didn't even know what I was making in the class until the last TWO WEEKS!",1.0,4.0,Anita Cornelius
329,"horrible teaching ethics. not precise,not clear, expectations too high and can not comprehend her expectations,speech/diction is a distraction. if you don't like Lord of the RINGS and that kind of reading, you are going to do bad in grades",1.0,5.0,Anita Cornelius
330,"What a disappointment in this on site class.This professor can not communicate clearly, lacks people skills, and can not verbalize her clear expections,and appears to be gender biased. You may revise your essays, but the revisions lack clarity and direction from her review.Assignmts not rtnd on time.Short fuse needs to remain online essay grader",1.0,5.0,Anita Cornelius
331,Not a fun class. Communication and grade posting was very poor.,1.0,5.0,Anita Cornelius
332,"Shes slow on grading, she doesnt put in all grades, she didnt put in my class midterm grade so no one knew where they stood, and the final grades were posted 3 weeks after the date they were suppose to come out. This was literally last semester FALL 2017.",1.0,4.0,Nikki Finlay
333,"May be an easy grade, but it sure is a stressful one. Professor doesn't teach much. You have to teach yourself a lot of things because she doesn't fully explain stuff thoroughly. Very lazy and a slow grader. Test don't really match what you've learned. Plenty of homework assignments. If you take her you would probably be as disappointed as I was.",1.0,1.0,Nikki Finlay
334,"She was so unorganized. You will learn little to nothing in her class. Papers got graded very late and not on time. Around exam time, there was no set schedule for when she missed her testing time and still did not grade papers.",1.0,3.0,Nikki Finlay
335,"We had a paper that was a minimum of 6 pages, due over one weekend (3 days to complete), and it was worth about 40% of our grade and it took him about a month and a half to grade it and it was after class was over.",1.0,4.0,Robert Chisholm
336,"Super tough grader. Cool dude but he isnt realistic. He is far from perfect and very irresponsible but when it comes to you, you got to be perfect in your assignments or if not he docs you so many point. Super lazy grader, he graded assignments from the beginning of the quarter and finished them in the last two weeks of the quarter.",1.0,4.0,Robert Chisholm
337,"This guy should not be teaching. Does nothing but bash our President & calls conservative media ""Faux"" news... He cares for no one else's opinion and demands his students to laugh at his incredibly insulting jokes. CBC should evaluate this guy. He should be teaching unbiased lectures/facts, instead I receive nothing but opinions and rants....",1.0,4.0,Robert Chisholm
338,"The worst. Unclear on expectations and grading criteria, but grades extremely harshly. Also never grades anything on time, I turned in one of 2 assignments (for the entire class) in JANUARY and he didn't grade it until MARCH 4 days before grades were due. btw i am a 4.0 student, do my work diligently, and still would NEVER recommend",1.0,5.0,Robert Chisholm
339,"Chisholm is very ""sarcastic"" with students, gives little instruction, and is an unreasonable grader. I would not take him again.",1.0,5.0,Robert Chisholm
340,"Well, where to start with this boy? This boy is the type to look at your paper and overall give it a grade on the basis of what he thinks (poor, good, fair, excellent). He expects everything to be perfect and yells at you in front of the whole class if you say something ""dumb"". Prepare to get bored out of your mind when he speaks, also he's unfair.",1.0,4.0,Robert Chisholm
341,"Worst professor at CBC. Felt as if I was doing fine but he did not enter grades until there was less than 2 weeks left in the quarter. Turns out, he is a stupidly hard grader, and I was not doing near as hot as I assumed. Incredibly rude in class, ridicules students for ""dumb"" questions. Lectures are meaningless garbage which do not help at all",1.0,5.0,Robert Chisholm
342,Graded on a 1000 pt. scale with 2 major assignments; one worth 300 and the other worth 500. You have two chances at each to improve your grade if you did poorly on the first. He did not get my 500 pt. assn. graded until the qtr was completed. Did not get a chance to reattempt 500 pt assn.,2.0,2.0,Robert Chisholm
343,I hated this class. Dr. Chisholm took 6 weeks to grade a 1 page double spaced assignment worth 300 hundred points and the same amount of time for a 2 page single spaced assignment worth 500 points. Has unrealistic expectations for the Doc. analysis. He wastes time in class with useless information. Wouldnt recommend,1.5,3.0,Robert Chisholm
344,"On top of being the worst professor of my college career, he lacks the ability to grade your essays at all, you will not pass his class with a 4.0! Wastes time in class talking about aliens and his classes are not enjoyable AT ALL! save yourself and DO NOT TAKE HIM!! FIND SOMEONE ELSE!!!",1.0,5.0,Robert Chisholm
345,Took this class a couple years ago but my experience was awful. The guy didnt give me the time of day when I tried to ask for help which was 3-4xs a week and even made snide comments toward me when I didnt understand the material. The only prof. Ive had a problem with ever.,1.0,4.0,Allan Hibbard
346,Would never take class with this professor again. He does not care about his students. Told me in front of my face i never tried. Doesnt care about you. Very hard teacher. I have heard he is a bad teacher for intro courses what i took but better at high end classes. He just doesnt understand how kids do not understand math. Not recommended by me :(,1.5,5.0,Allan Hibbard
347,No Comments,2.0,4.0,Allan Hibbard
348,Not a big fan of his teaching style/personality.,2.0,3.0,Allan Hibbard
349,One of the worst profs at Central...should retire. Absolutely hated his class--STAY AWAY if possible!,1.0,5.0,Allan Hibbard
350,No Comments,1.0,5.0,Allan Hibbard
351,wrong...just wrong,1.0,5.0,Allan Hibbard
352,He's a very difficult professor.  I didn't feel he was really teaching us because I had a very hard time doing my homework because I didn't understand.,1.5,5.0,Allan Hibbard
353,I really dislike having him as a prof. He gives way too many homework problems that are doing the same things over and over again. He doesn't show up for meetings with students and isn't very approachable and helpful. I wouldn't recommend taking a class with him in the near future or ever.,2.0,2.0,Allan Hibbard
354,"Doesn't understand basics of computers, simple definitions of words like peripherals and the difference between the binary system and its units. Will grade you wrong based on her incorrect logic, and when you try to correct her, she will not admit wrong-doing, no matter what proof you present. ",1.0,2.0,Cheryl Lukas
355,Her test had questions that she never discussed. Finals consisted of things she pulled out of nowhere.,1.0,4.0,Cheryl Lukas
