text,label
He is a great teacher.,1
"This guy is a joke!!! Over half of the class is going to get a D or lower for their final grade and he thinks thats a good thing....will never give a student an A its one of his policies, test are impossible and admits to making them that way on purpose...worst part is he is the only teacher that teaches this class!",0
"If I could go back in time and choose another professor I would. DO NOT take his class  he is monotone, unclear with his explanations, and at times it felt like he was trying to shove his religion towards his students. Take -a n o t h e r-professor. I barely learned anything. I was interested and fascinated by philosophy until I took him.",0
A wonderful teacher very passionate about what she teaches.  Field trips where great and so informative.  Gives many chances to be successful in her class and has a big heart.,1
"Absolute worst teacher I ever had. Avoid his classes at all costs. He is rude, inconsiderate, gives no instruction on all and expects students to learn everything on their own. Spams your inbox all day with useless announcements and takes credit for work the students did themselves. Abandon all hope, ye who enroll here.",0
"Do the work,  study the material, pay attention, participate ( which is easy), Mr Meeker enjoys (loves) teaching Psy 180, you are given everything to pass  ",1
"The professor makes the material very interesting, the course isn't hard either. He's super hot. I dont know why I was always afraid of him but then I realized he's really nice and helpful. I will always remember this professor.",1
"You really have to learn it yourself. Plus, he will wait until the end of the semester to grade anything, so you have no idea where you stand in the class. However, he does curve. A lot. Big curves. Like where did that come from? Still a stressful class though.",0
"Prof. Hinshaw is by far the best prof, I have ever had: he is interesting, smart, REALLY involved and interested in the material himself, he is funny, and seems like a genuine and caring person (just as a side note). If you have to chose one professor to not to miss during your time at CAL, Hinshaw is definitely the one!",1
the projects and assignments for her class are hard and she asks a lot and doesn't give you any time to work on the group projects in class. she dosent give tests just a midterm and final. she gives good study guides and is willing to help you as much as possible,1
"She has done an extremely poor job of handling the pandemic, and has shown complete disregard for students' digital safety and privacy. When I brought this up with her, she basically told me ""if you don't like it, drop the class"" which is an extremely inappropriate response. 3 1/2 years at UBC and I've never felt so disrespected by a prof.",0
"This is a newer course at UCN and is lecture heavy, but you learn a lot of great information. Vanessa is always easily accessible and gives great feedback. Make sure you ask if you don't understand something, and use the Pearson tools that are accessible to you. Study hard because there is A LOT of information to learn",1
"Crowley knew her stuff, and gave you all the tools to pass her class. No homework for points, instead she takes attendance. She assigns homework and expects you to do it on your own, her tests are similar to the homework, if you dont do the HW, you dont do well on the tests. Has all the 'distractors' - its tough but she is GREAT!",1
Jackie is by far my favorite professor I've ever taken at WCU. She makes the class as easy as possible and is so clear with what she expects from students. I took her twice and wish I could take her again. She really is the best professor on this campus,1
"I took Professor Thompson's summer course of Micro and it was easily the hardest class that I have ever taken. Does NOT give out extra credit, claimed that he did and at the end of course, never gave it out. Tests were timed 1 minute per question. Lectures were unrelated to the material. I was unemployed during Thompson's class and still got a B.",0
"She is one of the easiest professors I have ever had. You are graded by attendance, group projects, and 2 exams. Exams are basically the Power Points and if you put some effort in you will receive an A.",1
"Boring speaker, monotone, with no passion. I have Aspergers and have difficulty with social situations. He did not accommodate my disability, just scoffed. Group projects would have been much better if there was a discussion board, forum, or chatsomething to get to know classmates and discuss problems. If I could ask for a refund I would",0
DO NOT take her.. She refuses to help and she just struts around the class. Her tests are impossible. If you struggle with math then do not take her. And I did all of my homework assignments,0
"Mrs. Tersteegen is a good teacher. Buying the thin textbook is a joke and a waste of money. Thicker textbook we used often, other one twice. You don't have assignments sucks to be you points off. Definitely learn some things.",1
"I took all her classes when she taught at UCSD. She's genius and changed the way I look at everything, taught me how to think more critically. Lectures were fascinating. To do well, read all your assignments, show up, and see her during office hours--in other words, if you're a good student, you'll do well in her VERY interesting classes.",1
"I love Ronda! She is a great teacher and she really pushes you (in a good way) so that you keep up. If you do the homework you will get a good grade, but you will have to do the work. She obviously loves her work and really wants you to succeed. She aspires to make the material understandable and interesting.",1
she is the sweetest! if you need psych 1 Dr. Guimberteau is the one ya'll.,1
"Even though it's not an easy A, he is really there to help and if you work really hard and see's you trying he will compensate. He also curves exam grades if class average is low, definitely take this course with Du.",1
Syllabus says you are not allowed to contact the professors. Backtests aren't relevant to what you will be tested on. PILOT tutoring wasn't helpful. 3 exams make your entire grade. Grading system unfair and system to ask for a regrade basically doesn't exist. I took an exam in October and no one ever responded to my regrade request.,0
"She makes class mandatory but shows up late, grades papers late and doesn't help you understand the material well I would not take.",0
"Lots of people like him because he is funny, but frankly I think he is just a lazy drunk, didn't grade any hw till the very end, never saw the correct answers so know I got things wrong, no way to know why or how to fix.",0
"Never used book, BUT you have to use a online code for HW. GREAT professor, his notes on the board are fantastic compared to other teachers. Worst part of class is only 2 tests! Midterm & Final. 1 online homework assignment every week (Graded). Really knows his stuff, his accent is pretty good and tries to be very understood. SUIT GAME STRONG",1
Shes a VERY HARD teacher shes horrible she never helps you when you need the help she expects you to know how to do the work take someone else who will help you.,0
"Professor Prez is a great teacher, he assigns a lot of readings. But you kind of don't need to do all of them, just do the one that the asks you to reference in paper and you'll be fine. He gave the prompt for the midterm to us to take home and write on an index card and then copy in class. One paper to do at home. And the final was take home too!",1
She does not respond to emails. The instructions for the big assignments are not given until the end of the semester. The big assignments are very difficult. Wish we could have received them earlier. She waits until the end of the semester to grade.,0
Exams are so unnecessarily hard. Avoid at all costs.,0
Professor was always available for my questions and helpful with my queries when I was puzzled. The added bonus I gained from this class in addition to in depth network administration knowledge was an industry standard certification for network administration which will be extremely valuable for job hunting in a competitive employment market.,1
He is a great professor and i would recommend him to everybody that i know! As long as you dont miss the deadlines his class is an easy A. He is very clear as to when the dead lines are and the Projects and Tests are easy as long as you listen.,1
"Terrible professor. Very difficult tests and quizees which the class is not properly prepared for. Most people in class recieved low grades in the C range. The MOST BORING teacher i have ever had, he talks in a monotone voice. Very inconsiderate with his grading.Recieved a bogus participation grade DNT TAKE. One of the worst teachers ive ever had.",0
She has powerpoints to present everyday but every slide is a stock picture with a title. Class is VERY awkward and uncomfortable. She is also very one sided and liberal in her material and it is hard to discuss opposing viewpoints. Towards the end of the class she got very hostile and would rush through the class. Made me rethink my major.,0
"He's easy-going with his students and encourages participation. The course itself is incredibly easy and he grades fairly, so chances are you'll do well. There's also not much homework or tests to worry about, so this was a pretty low-stress class.",1
"Very helpful, upbeat, great sense of humor with an amusing feminist twist on everything.",1
"Never a boring class, you do get a lot of work but everything you do is helpful and essential to getting a good grade on the essays. Readings can get a little overwhelming for some, but it wasn't a problem for me. Her class does require a lot of time outside class, but if you fulfill all the requirements and ask for help you will pass",1
"I definetly dont suggest anyone to take this professor. Unless your willing to have a hard time comprehending what it is that he wants you to do. Although I think he is very knowledgeable, he seriously does not know how to teach.",0
Great teacher took her fall 2019 for econ 2301 and 2302 econ in the spring online. She cares about her students. Glad I took her for both my economic classes. I hope to take her college class offered at LU also.,1
If you're concerned with your grades I would highly recommend taking this class from another instructor. The classwork is far more extensive than needed and the instructor is very inflexible.  You will be required to do several hours unrelated volunteer work and raise a virtual child online which is time consuming and holds little educational value,0
"Park's tests are mostly from his notes but changes the problems a little. However, he is a INCREDIBLY tough grader. It is ridiculous how harsh he is when giving partial credit. Also his humor gets old quick. Rude in office hours too. AVOID HIM.",0
She really helped me out with deciding my classes for the next sememster. She's nice and gave me some suggestions that I never considered before.,1
"Hope and pray you don't get her for you senior internship LYHS friends. Communication is SO low, and I had to do ANOTHER senior project because she didn't think me getting a 3,000$ grant for my site was ""good enough,"" even though I was the only one who worked on it. I'm looking forward to May 11th so I never have to see her ever again.",0
This guy is very dedicated to his teaching and I felt like I was important to him. He doesn?t teach many classes at Keene but if he did I would definitely take him again. He is not very easy but he will help you do well. Be sure to come to class and look like you are paying attention. He is scary looking but pretty nice.,1
Really mean,0
"A lot of people have issues with Dr. De Vos but he is a great professor. He has definitely grown on me throughout my semester taking him and I have learned so much in his class. Also, he gives you all the exam questions on the study quizzes so if you study those then you will pass the class. All you have to do is try and you will pass.",1
"worst professor, giving thousands of homework and expect you to finish it in less than a week. her precal 165 is the worst class to take online, please run, do not take her online",0
"Dr. Thompson' class was so fun! Attendance isn't mandatory, but going earns you extra credit on exams and the tests are all based off of lectures. She keeps her lectures fun and engaging and she's so funny!! Highly recommend.",1
She's the best professor i've ever had . Very clear and gives alot of examples . She's funny and her class is super fun . ,1
"She's awesome, it's a comfortable environment to really discuss interesting topics. I would take this class again in a heartbeat. She lets the students have her number and you can text her at any time and she will respond very quickly,",1
"The tests are made to take more than the allotted time, he is extremely vague, and does not post grades until the last minute, and he NEVER posted homework or participation grades.",0
"He's kind of all over the place, we pretty much focused on the same topic all semester so I didn't feel like I learned all that much. He has a very specific way of thinking so on assignments and tests you have to keep that in mind. Overall I really wish I hadn't taken this class.",0
Makes it tough for a 100 level class.,0
Might be a great researcher but definitely a REALLY bad teacher. Most of his explanations are unclear and messy. Will not answer student questions. Barely available. Cannot solve his own exams without making mistakes.,0
"Professor Epley's class isn't that difficult as long as you follow instructions and do your assignments. We did have a few pop quizzes involving reading, so I would recommend keeping track of homework and essays and getting it all done ahead of time. Overall, it was a pretty fun experience.",1
"I had Dr. Thomas during her first semester teaching. She was amazing! She truly cared about the students in the class and wanted each of us to succeed. It was a lot of studying for the lab quiz each week, but it is doable. She made the more boring or in depth material fun and relatable to us. Also, lots of opportunities for extra credit.",1
I don't even understand how she is actually employed...,0
"A very good professor. He cares about the students, he is fair, he presents the material in a clear way. Absolutely recommended!",1
Do not take this class if you care about your GPA. He refuses to give out good grades and there are only 3 exams which are so difficult. Teachers like this should not have a job.,0
Paoline puts an outline on the board every class and it's your job to collect the important information as he lectures.  He makes it simple to get good notes.  If you study your notes you'll be perfectly fine.  Good teacher in my opinion.  He loves his subject and it translates. 3 tests,1
If you are not good at math do NOT take him. He skips a lot of steps he feels are common sense but for those of us not good at math are important to understand the material. Quizzes every week. Doesn't answer questions thoroughly. I never felt comfortable enough to ask questions because of the way he responded to others when they asked.,0
"I found my class with her incredibly boring, nobody wanted to participate, and it was difficult to pay attention because of the low energy level of both professor and student. Some of the articles we read were interesting, but I was one of the few that actually did the assignments. Grades tough, you have to write extremely well, but borin",0
Tests are much harder then other chem professors. Shes okay for lab but avoid taking her for lecture,0
"This professor is frustrating. She is knowledgable and has a neat approach to science instruction. Unfortunately she is rudely sarcastic & unable to ""turn off"" her 7th grade teaching style. She has no interest in credential candidate success. She grades font, margins & spacing to the point of failure. Horrible at communicating in person and email.",0
He's really nice and pretty laid back. He is always willing to help. One time I and nearly the entire class hadn't written a paper that was due and he gave us all an extension. Such a sweet guy!,1
"Course was fairly straightforward, and Evan made it easy for us to understand what we should expect to know for exams. Engaging lecturer, would recommend.",1
Tough but extremely fair and knowledgeable. You will grow as a writer and critical thinker.,1
"If you want a lazy class and hope to pass, this is the teacher for you. You don't need to read, just show up to every class and turn in the work. There's only 6 essays, this including midterm and final. Don't expect to learn, challenge or know what is going on in class. If you ask him for help, you'll be more confused than before.",0
"Cesar is fun! You'll like him. =)  The class is only somewhat difficult, but he keeps it fun. You'll need to participate a LOT in class to earn an 'A' for that requirement. It will make a difference on your overall grade, so don't be afraid to speak or make mistakes....just talk!",1
"Dr. Handy is the best!!!! She has always helped me with whatever problems I had with certain questions for the homework, quizzes and tests. She knows what she is doing and supports you - she WANTS you to succeed. She is answers emails promptly, grades fairly and is the nicest professor I have met on campus.",1
Really tough quizzes are extremely difficult ,0
"Hi everyone. I am not usually rated for any of my professors. However, I think you need to know about this one. Homework is extremely heavy. Making sure you have time for it. She grades our work very hard. Trust me, to get a good grade even in a discussion is very difficult.",0
She is very smart but sometimes treats her students like children. She yells a lot and is constantly taking phone calls during class. She does not put up with any type of nonsense. She can be very mean and rude. She is very tough but means well.,0
Amazing professor. This man actually cares about his students. He accepts all opinions and has very interesting things to say. Death and Dying was one of the most memorable and interesting classes i've ever taken. Some of the things that Prof McLaughlin said changed my life. Thank you,1
"The professor is tough, but really knows her stuff. Always willing to take time outside of class to help. Great teacher.",1
"Professor Fischer is a good professor. This is my second time having him as a professor. I had him for PHIL001 and the format was exactly the same apart from not having quizzes. Two midterms (20pts each), Attendance (20pts) and Final (40 pts). Exams are short answer questions. As long as you do the readings and take notes, it should be easy B.",1
Amazing lecturer! She really puts work into her lectures to help her students succeed. Her tests are usually based on the lectures so attending class is a must. She does a lot of visual demos for you to understand the concept.,1
Nice enough prof but she strays from the topics and the text and slides used are extremely dry. Gave no real indication of what might come on her tests or how they would work besides saying they were written exams.,0
"Professor Kleindienst is a cool guy, can be funny at times but his class is ridiculous. Group project almost seems completely unfeasible and pointless. First case study he doesn't give you an example, just a template and tells you he'll explain after it's discussed in class. Still grades you as if you knew what you were doing. Would not recommend.",0
absolutely do not take his class. this man should not even be employed. he plays favorites like its his job and will make the peoples lives he doesnt like a living hell. he acts like hes grading a harvard students paper. he grades so tough to the point where its ridiculous. he took off my introduce yourself discussion board. like what?,0
"Well organized lectures, all you need to do is write down exactly what she does on the board. Tests/quizzes are easy + mirror examples given in class. Didn't even buy the textbook because my notes were enough. Sometimes takes attendance, but don't miss class because you won't know whats going on. Pretty easy grader compared to other physics profs.",1
Her class is very challenging and rigorous. Lots of quizzes and homework. But she responds to email quickly and is a fair grader.,1
"Horrible professor, lecture heavy, homework is one attempt, chapter test one attempt, rude, arrogant, never available, 3 tests and no extra credit",0
"Even though she was an online professor, she taught the material well and very concise! Easily accessible when I needed a question answered, very straightforward materials/tests, light but comprehensible coursework. Well rounded professor in general!",1
Professor is very sweet and very understanding.,1
He is a nice guy but his class is difficult. You have quizzes from the book every week and he expects every student to participate in the discussion. You are graded for participation. Sometimes his grading was very hot and cold. He didn't ever have anything good to say about my discussion posts and left long messages as to what I didn't do right.,0
She's late every. single. day. and keeps you late. every. single. day.,0
"6-week course. Frequently goes off-topic in his lectures to talk about events or his own rants. If you are a girl, expect to be called up to the board or computer frequently to write stuff he's teaching. Lectures are usually him reading directly from slides, doesn't expand on material. Didn't follow the syllabus. I feel unprepared for CSC202.",0
"can't say more than what's already been said. Evan's a solid choice for a professor. group projects suck oh so much but overall the class was neat. you will (or should) learn a lot about brain imaging techniques that will be useful to know whether you are a psych major, premed, or just interested.",1
"Professor Allen is funny and is super fascinated by earthquakes. There are course captures that allow you to not go to his lectures. Really recommend re-watching his lectures before taking exams. Midterms and Finals are fair, GSIs are really helpful too.",1
"Very nice indeed, plus the class is pretty interesting.",1
"Professor Barron is definitely unique. Her lectures were sort of interesting, depends on the day/topic/mood shes in. she is very specific about how she wants things done so just follow her rules and youll be okay.",1
"Having prof. Current online was honestly a really bad experience. I dreaded this class and its outdated materials and lectures - I was bored out of my mind most days. Assignments were pointless or confusing, as was the Canvas page. Most frustratingly, he showed an unwillingness to listen to the concerns and ideas of students. I'm so glad to be done",0
"Good teacher but gives a ridiculous amount of homework. Try 5-10 assignments a week; oh & there are 5 papers. Additionally, many of the assignments seem like busy work that she doesn't even grade based on effort/quality. If you do poorly on an essay or miss an assignment, it wont matter bc there are so many assignments to balance out low scores.",0
"I found his lectures rushed, disjointed, and unclear. This is partially because his powerpoints are a mixture of the textbook publisher's ppts as well as a few other professors' lecture slides. It was easier and clearer to read the excellent textbook and skip all lectures. That aside, he's helpful out of class and his exams are fair.",0
It's a language class! IF YOU DON'T PAY ATTENTION OR DO YOUR HOMEWORK YOU WILL FAIL. Don't blame Nadeau! She was great! She gives you all the tools you need to start learning French. I thought it would be very hard to get a grasp on the language but with her help it was very easy. If you're struggling she'll help you. She's very caring and sweet!,1
"Professor Nelson was kind of tough at first, but he is one of the most nicest, caring, and thoughtful professors. Due to the pandemic, he decided to put the submit date for all assignments as December 5th. We had no tests, and he also cut 42 points to help our grades. This may not happen to future students, but it was rare, and helped me a ton.",1
"Dr. Cochrane is extremely nice and super helpful! She's an easy grader which makes the course fairly easy as well. Although attendance is not mandatory, she does like to give in class writing assignments on random days worth 100 points relating to the text(super easy read!) so I would suggest attending:) great class!",1
He's very good with feedback and will take the time to explain himself and his expectations. I would recommend him to anyone. Really enjoyed this class.,1
Hard teacher ,0
Terrible.,0
Worst teacher ever in the whole universe!!!! Did all my work not even miss one paper or a class and he gave me my first D ever.He expects 101 work when he does not teach it!!!!!,0
"He is unorganized in the beginning of the semester (with assignments from last semester's due dates appearing on the to-do list on CANVAS) and will not respond to emails. There is an extra credit opportunity for all of the discussion posts, so take advantage of those, quizzes/exams are difficult. I did not use the book, but it would have helped.",0
do not recommend her to anybody,0
Great professor! He is very helpful and clear on the content. There are only 3 tests and 3 papers with no final so its a pretty easy course even though the tests and papers can be somewhat challenging.,1
Tough grader but excellent in discussion sections at covering the material. Fair grader as he learns your writing.,1
"A very poor professor.  All he does is throw formulas on the board.  He will brush questions off to the side because he has no interest in engaging with students.  Exams are very tough, but he puts his head down and does not care if half of the class cheats.  Overall, quite a shame since the material is very interesting.",0
"really nice, but can bite your head off, but dont take it personally. class is mostly boring unless your interested in the engineering of the equipement. dont have to go to class, but there are some small things that you have to know to get A+ which you have to get somehow. Has a stutter with ""s"", tries really hard, but has to learn powerpoint.",1
"Her lectures consisted almost entirely of reading to us the concepts from the book that were going to be on the test.  Reading them.  Word for word.  And repeating them for those who did not have time to write it down the first time, even though it was right there, in the book.",0
he was really cool and made class fun,1
"I dont use this ever, but here I am to warn you to not take David Stone. His average on his exam was a 47% (the first was a 58%), and the final was a 51%. He refused to say what the final exam average was until I asked the TA. He literally sent out a PDF explaining he's not fair bc life isn't fair and hence he wouldn't curve and to just suck it up",0
"really tough grader, extra credit is only worth one point. She is not helpful when you have concerns about your grade and has a very smart way to respond, always. since her english isn't so good, her lectures are not understandable. Do not recommend her.",0
"Funny enough, I took this class because of the rave reviews I saw on here. The reality of it? This instructor hardly respond to e-mails or discussions, it takes around 4 hours to listen to a lecture, study the material, and take a quiz, and in addition, you don't get much time to complete quizzes. Very time consuming, I would not recommend...",0
DO NOT TAKE THIS MAN FOR STOR435. JUST DON'T DO IT YOU WILL HAVE TO LEARN EVERYTHING ON YOUR OWN AND HE GIVES A HOMEWORK DUE EVERY CLASS PERIOD. He cares not at all about teaching this class,0
"Don't be deceived by the goofball. Was the best class I have ever taken and the smartest professor I have ever had. He doesn't act like a ""know it all,"" but he really knows it all. He is beyond funny! Cares about each student. If you ask for help, he will take the time to help you think it through yourself. He loves snacks, orange and fun people.3",1
"She's Great Clear and to the point, breaks material down so you understand, stresses what pts you'll need  to no for test mutiple choice & matching only Gives realistic examples and has a Great sense of Humor She's so AWESOME that I'm taking her again for BI 152 Easy A as long as YOU apply Yourself",1
"Lectures were kind of monotonous, so it was hard to pay attention. He posts slides online. 1 midterm exam, questions are easy if you even just review lectures. Final was a paper, which was time-consuming but not too difficult. Had a required field trip to a Sikh temple (w a reflection paper on it), which was an incredible learning experience",1
"Sandra is such a kind lady! A great first year prof, she really made my experience enjoyable! She wants the best for her students and always makes sure students know that they are being thought of. Her lectures and helpful, readings are necessary, and course material is applicable to real life! Her tests and exams are fair. Overall, great prof!",1
I took Physics 121 and 123 with Nikolai and he's solid. Any class in the physics 12X series is run very similarly aside from lecture style. Nikolai sticks to powerpoints and is fairly learning catalytics heavy (in class participation system). His explanations are great and easy to understand. Study lecture homework questions LC for easy midterms.,1
"This class was so hard. I really struggled with it, even after studying a LOT! I did pass, barely! The tests never seemed to be what I expected or we were encouraged to study. This didn't help my HATE for history. I did much better in the 2nd part of this class with a better teacher.",0
Rudest and unhelpful professor ever. She's out of the country 2/3 of the semester and does not return grades on papers and midterms until almost the end of the semester. She never replies to emails and when she does she's so rude. The tests are impossible and not from the book. She does not care for students and does not deserve to be a professor. ,0
She's not even qualified to teach college courses.  She told our class that she only has a Masters degree in Education - not even in Biology.... Goodwin should give her the pink slip..,0
"Don't take this, I love writing and she made my experience horrible, she speaks in a condescending tone and makes you feel as if your opinions do not matter",0
worst professor ever. Be prepared to watch his lecture's recordings because you won't be able to keep up with him when the lecture is live.,0
"I would never say I was good at math, like at all but Mr. Eisenberg is a really good teacher. His lectures are easy to follow. He has the class set up so that as long as you pay attention & actually try then you will pass with a good grade. He gives you examples of the exact types of problem that will be on the exam & is always available for help.",1
"She's not bad, but really boring lecturer. You have to remember all the readings though, and she takes off for every little thing on exams. Nice person, but boring. Tests aren't bad if you really know about everything she says in class. You need to go to class to do well in the class. ",0
I just wanna make sure everyone knows to never take this class. Like fr... These positive comments are actually cap. Like please save yourself and do not take this class. If you want to get anything more than a D good luck! YOU NEED TO GET EVERYTHING RIGHT IN THE CLASS. LIKE NOT EVEN CAPPING EVERYTHING. DO NOT TAKE THIS CLASS,0
This professor knows the material- cold. I think someone must have received a poor grade a few years ago and put up some cra* here. He doesn't have a final- you work on papers through the semester- so you know what you're doing- he helps and answers questions- unlike most other professors at the school-  take his pretrial lit- you'll know whats up,1
I recommend everyone to take her for ENG 1O1 or ENG 102 if you can. She's literally the best English professor I had. All you have to do is attend class and do all the papers she assigns and do well on the exams and you'll pass. She really cares about her students and tries her best to make sure everyone can get a passing grade.,1
"Mr. Narin is cool...I enjoyed his class, textbook used was easy to follow and exercises were many to learn from...If you are structured and committed take this class!  If you want to be spoon fed take another class.....",1
Don't take this class unless you like learning while competing in Marvel Themed Chemistry Cosplay. He encourages students to dress up and connect chemistry to comic book heroes. He gives extra credit for non-store bought costumes when you wear them to class.,0
"I would not recommend Hertz. I took an English course with him over the Winter session and had the hardest time. He seemed like a nice guy in the beginning but repeatedly gave me rude comments and feedback on assignments, and offered little guidance on how to improve my writing. He would tell me I'm doing well yet give me poor grades.",0
"I took the Evolution of Hip Hop honors seminar. While very easy, you have a ton of work due each week. On top of class (attendance is mandatory), expect 2-3 hours of outside work. That being said, he is a really cool professor. I liked coming to class and learning more from him. ",1
"He's a good guy. This is a great class to take if you just need to get your gen ed math requirement out of the way. You still have to do the work assigned and put in a little effort, but all in all it's easy. May want to consider a different professor if you'll be taking higher maths, though. Doesn't let the class drag on-- teaches what's necessary",1
"she is terrible when it comes to writing notation, does't accept homework once class starts, says an answer is wrong when it is right, basically impossible to do anything correct.",0
Drop and wait until he isn't teaching to take the course.,0
Liebling is the BEST lab professor you can get. I missed 2 labs and he still gave me an A. VERY understanding and goes out of his way to accomodate your needs. The field trip is definately worth the extra credit-- and so are his drawings!!,1
You will not learn anything. Have to memorize a lot. Get an Iphone thats what most of the class did? I didnt do that otherwise I would also get a descent grade. You will cry and memories of class will not go away. You will regret but have no option. EE dept doesnt care about us they onlycare bout money. You be ready to kill your GPA.,0
"I don't recommend this teacher, she seems to treat students like if its high school, for a college course students need to think critically in order to make assignments, but she uses high school techniques such as memorizing things for the exams which is pretty high school, my advise: avoid this teacher too much homework and no points for it.",0
DIFFICULT class but great professor!!! Really cares about students and always willing to stay late to help u understand material.,1
If you go to class and take notes the class is fairly easy. The study guides are a outline to the test which makes it super helpful when studying. Rarely used the book unless I missed a class or used with the study guide. The assignments can be lengthy but the topics were interesting and we only had 4 assignments. Would recommend for an easy A.,1
"This course earned my first C in my 3 year college career.  Teacher would make us do hw and take tests before ever teaching the subject, which she thought was a hot new teaching method, so the only reason to take the class was for the weekly quizzes, because after that you would not learn anything new. Reading the book was the only way to learn.",0
"Her classes aren't that bad, but her manner of dealing with students is the real problem. She targets students she doesn't like and makes them feel completely worthless.",0
"Took online Summer of 2019. He provides materials, no need to buy the book. Seems like a very down to earth guy but I never reacevied the grading for two out of four papers. Papers also were the only thing we did in class over summer. Had a paper due every Friday final included. Four papers only so do them to pass!",1
"So funny and nice, makes gen psych enjoyable to go to. Would highly recommend!",1
"If you took Intro to Chem in HS prior to this class, you might want to reconsider! There is loads of homework (online, texbook, lab, etc.) & so much money to be spent all on supplies for the class. Easy grading if you do all the work, but 4 midterms is NOT it. She expects you to memorize absolutely everything. Had to drop due to too much stress!",0
"Very poor experience in her online class. She took a week to respond to emails, posted an exam ten hours later than promised, and tested us on very obscure details from our course notes. The final assignment (worth 25% of our final grade) was based on calculations about mining that we had never been taught in the course. Would not recommend.",0
"Things aren't always clear when students do the readings, but Prof. Duina does such an amazing job clearing everything up and talking about theorists. LOVE DUINA, take a course with him. And he's sexy.",1
"Probably the worst 1L Professor at Iowa. 30 Question MC Final on Civil Procedure, 5 questions on international law, 0 questions on minimal contacts/personal jurisdiction, 0 questions on the Erie doctrine. Yep, sounds like a Maya Steinitz Civil Procedure final exam.",0
"He is an amazing professor! Took him for intro to EADP and helped me absolutely love the subject and field. He is very knowledgable, organized, helpful, and very funny. This was a 3 hour long class but he is very knowledgable about it. Attendance is not mandatory but he does pop quizzes or participation points. Amazing professor!!",1
Julie is wonderful! very helpful!,1
Great professor. She's always willing to help inside and outside of class. She cares about her profession. Only thing is is she takes forever to grade papers and homework. Do her work and it's an easy A.,1
The absolute worst. Take anyone but him trust me,0
"There is so much reading for this class! Moreover, I feel like this class is mandatory on attendance because she reviews the articles and goes over a lot of things that is on the exams so if you don't do the readings but go to class, you should be fine on the exams. Also, her exams are short essays. Jacki is really sweet and is willing to help out",1
All Im going to say is only the strong survive,1
"I took this class expecting for it to exhaust me through out the semester, but over time realized this is not as hard. As long as you take the time at least once a week to read the new modules, and study for the exams.",1
She is by far my favorite Professor. She answers all your questions and really cares for her students. She was very helpful if you don't pass then it's because you didn't try because she does everything she can to make sure you get an A.,1
"I learned a great deal about the history of African American slavery in her class. You must read (chapters aren't too long)to do well on her test, though she gives a review and complete the writing assignments.",1
He was a good teacher who had very clear lectures. And students were encouraged to ask questions,1
love this teacher if you need an astronomy lab take him..cares about your grades and is a real nice guy :) 2 thumbs up :),1
"Goldner is by far one of the best professors I've taken so far in the History department. He clearly know his subject and adds a great personality to lectures which keep you engaged which is important for a history course. He's somewhat strict about classroom etiquette, but I can respect that since it feels like he puts his energy into his lectures",1
Very sweet teacher that encourages debates and discussions. At first I wasnt interested in theology at all but Dr. V made it interesting and I want to minor in theology because of him now.,1
You must come to class! He takes attendance at random. His class is SO boring and all he does is show videos. I learned nothing in his class but passed with a A simply because he only had 2 finals and they were both take home essays.,0
I had him last Fall and he was a great guy to learn from.  I spent a lot of time after class looking into virtualization technology thanks to him.  (He's huge on it.) The tests were not the easiest but if you go to class and listen you'll do just fine.  It also helps to make sure you write in good English.  He's a stickler for that.,1
I have taken him for microbiology twice. He has improved so much. I was worried at first but i am so glad i took his class. He is a great guy! Show up to lecture and study. You will do fine.,1
"Highly recommend. She makes the class clear and cares about your success. Honestly, a super easy course if you can write a proper essay for the labs.",1
"BAD!!!! DO NOT TAKE HIM UNLESS YOU WANT TO FAIL he is really bad in teaching,lecturing,grading,assisting,communicating, just the WORST!",0
She failed to teach things well to the point I learned more about U.S history in my Africa class. She spent two whole days going over Indians in the new world and spent maybe five minutes on the American revolution. Her class is random crap she decides to talk about. She repeats things differently and goes too fast. Powerpoints were useless.,0
"I'm taking this class right now and I've never met a person as miserable as Ron Freda!!! everyone in the class is often confused about the material because we're too afraid to ask him a question with the fear of being ""chewed out"". He's so rude, if you ask him a question he speaks to you like you're literally nothing.  DO NOT TAKE HIM!!!  AVOID!!!",0
"The discussions portrayed as if they were easy until they were graded. Syllabus does not tell the full details of how she grades. You are not able to see your grades right away even on quizzes, so days after you find out if you passed or failed. The class may looked easy, but the grading is the worst part.",0
Great professor! Loves chemistry and is very helpful. She also has a good sense of humor. I definitely recommend going to class because chemistry can be a very hard subject.,1
"If youre okay with taking a class by a professor who is unorganized then this is the class for you. On the first day he didnt show up because he forgot he had a class. Hes VERY unorganized, and confusing. He gives out 3 different assignments every class, he does not explain what he wants you to do. He doesnt listen and is not very helpful at all.",0
"Excellent teacher but as everyone points out you have to work, so many essays but he is always available in his office or the writing center. Very organized but will tell you to go through extra steps when writing rough drafts.",1
"Best Prof I had so far. She will literally spoon feed everything you need to know, her PP and lectures are great. You can get an A in her class by just reading her PP and supplement, she goes over cases, but they are not on any tests. Its all black letter law... Very Thoro, even a take home essay...",1
Tests were fairly hard. She got a lot of problems wrong while teaching and would ask the students to check her. Would not take a class from her again!,0
